"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","pitcher"
2021,41,11,159,82,29,1,15,460,639,0.216,0.28,0.346,0.626,0.276,605135
2021,41,13,131,121,43,5,31,528,782,0.275,0.325,0.475,0.8,0.342,543294
2021,44,9,75,43,17,0,13,225,351,0.245,0.359,0.433,0.792,0.347,641771
2021,57,11,196,45,23,2,14,430,582,0.163,0.261,0.298,0.559,0.252,642547
2021,63,7,120,111,27,2,18,384,612,0.292,0.373,0.448,0.821,0.358,641745
2021,41,3,94,62,16,1,17,301,441,0.242,0.317,0.416,0.733,0.319,621368
2021,41,4,74,51,9,2,7,244,358,0.22,0.318,0.329,0.647,0.292,672578
2021,28,6,56,72,35,2,18,287,448,0.307,0.359,0.531,0.89,0.379,592346
2021,6,3,19,5,4,0,1,31,50,0.244,0.38,0.415,0.795,0.354,592094
2021,2,3,14,12,1,0,3,34,55,0.32,0.382,0.52,0.902,0.388,621129
2021,26,2,91,40,17,0,4,215,304,0.221,0.293,0.326,0.619,0.275,605130
2021,63,8,155,107,32,2,17,524,753,0.232,0.304,0.359,0.663,0.293,502043
2021,17,2,15,5,2,0,0,27,53,0.206,0.491,0.265,0.756,0.379,660600
2021,29,9,40,18,9,0,5,119,189,0.212,0.37,0.371,0.741,0.337,595465
2021,19,3,27,23,13,0,2,97,157,0.281,0.382,0.422,0.804,0.355,676684
2021,13,4,44,10,4,0,0,85,116,0.141,0.267,0.182,0.449,0.221,519076
2021,5,0,5,14,4,0,1,41,65,0.317,0.369,0.433,0.802,0.35,594056
2021,31,0,70,34,10,1,7,174,257,0.23,0.323,0.376,0.699,0.309,622250
2021,26,4,75,38,1,0,3,167,239,0.201,0.301,0.249,0.55,0.258,607481
2021,39,1,76,32,7,0,7,189,275,0.196,0.313,0.315,0.628,0.286,642397
2021,24,8,41,43,10,3,6,143,237,0.302,0.397,0.468,0.865,0.377,676969
2021,9,1,17,21,4,1,5,75,116,0.292,0.353,0.491,0.844,0.362,607219
2021,24,3,43,42,9,2,12,151,243,0.301,0.379,0.528,0.907,0.387,622065
2021,25,1,53,30,9,1,9,167,242,0.227,0.31,0.403,0.713,0.311,518813
2021,36,7,81,44,15,2,8,193,305,0.263,0.367,0.427,0.794,0.349,453268
2021,13,3,24,17,5,1,3,74,116,0.26,0.362,0.42,0.782,0.344,608334
2021,4,1,3,3,0,0,2,9,19,0.357,0.526,0.786,1.312,0.534,534910
2021,19,0,25,25,6,1,4,79,134,0.313,0.41,0.487,0.897,0.389,519443
2021,25,1,85,26,8,0,7,186,253,0.181,0.265,0.308,0.573,0.256,605447
2021,4,1,11,6,1,0,2,32,46,0.22,0.304,0.39,0.694,0.305,503285
2021,3,1,8,11,2,0,2,47,66,0.242,0.288,0.371,0.659,0.287,518397
2021,4,1,15,7,1,0,0,29,42,0.216,0.31,0.243,0.553,0.259,475479
2021,51,2,95,33,4,0,9,217,316,0.175,0.313,0.293,0.606,0.281,621052
2021,9,0,30,13,3,1,2,73,101,0.207,0.277,0.326,0.603,0.267,519141
2021,30,2,58,36,10,0,9,161,248,0.255,0.351,0.426,0.777,0.34,596057
2021,42,7,68,30,7,0,5,155,246,0.213,0.37,0.325,0.695,0.322,621237
2021,34,5,83,31,7,0,8,202,287,0.185,0.296,0.31,0.606,0.276,592773
2021,21,1,56,30,7,1,2,127,189,0.24,0.328,0.329,0.657,0.296,664126
2021,15,2,68,21,18,0,9,201,266,0.193,0.244,0.373,0.617,0.266,606424
2021,5,1,4,11,2,0,2,30,51,0.333,0.412,0.511,0.923,0.399,592473
2021,20,2,56,45,11,2,7,191,278,0.254,0.313,0.395,0.708,0.308,676051
2021,25,2,69,34,9,4,12,209,295,0.22,0.292,0.418,0.71,0.306,641755
2021,18,2,69,21,18,1,16,187,263,0.23,0.289,0.51,0.799,0.336,641941
2021,18,6,96,31,13,1,6,234,309,0.179,0.243,0.295,0.538,0.239,606149
2021,31,1,86,49,11,1,9,233,335,0.231,0.304,0.363,0.667,0.294,608717
2021,34,5,77,33,16,0,3,203,294,0.204,0.31,0.302,0.612,0.279,650893
2021,8,3,5,13,8,0,3,52,87,0.316,0.402,0.539,0.941,0.403,642233
2021,25,3,39,19,7,1,2,97,154,0.23,0.37,0.349,0.719,0.328,503569
2021,16,5,42,42,13,0,4,144,224,0.291,0.357,0.414,0.771,0.338,606160
2021,27,4,65,49,17,2,9,212,320,0.266,0.338,0.433,0.77,0.334,621249
2021,32,2,78,19,6,1,9,166,235,0.174,0.294,0.348,0.642,0.287,675916
2021,25,0,47,28,8,0,4,139,204,0.223,0.319,0.335,0.654,0.294,664854
2021,19,0,40,32,8,0,4,129,192,0.254,0.328,0.37,0.698,0.309,605525
2021,26,3,90,44,14,2,11,215,315,0.248,0.317,0.427,0.744,0.322,594577
2021,16,0,99,29,13,1,14,241,314,0.191,0.232,0.383,0.615,0.262,643338
2021,32,7,87,94,27,0,16,339,515,0.288,0.342,0.445,0.787,0.341,621219
2021,22,4,58,46,14,0,8,195,289,0.259,0.325,0.403,0.728,0.318,517008
2021,32,2,77,25,12,0,3,185,259,0.178,0.286,0.271,0.557,0.257,554431
2021,18,6,56,35,6,1,9,175,250,0.226,0.3,0.381,0.681,0.299,657612
2021,18,0,43,44,5,2,2,194,265,0.215,0.268,0.275,0.543,0.243,501625
2021,33,6,75,23,9,0,9,154,234,0.21,0.342,0.395,0.737,0.327,571521
2021,10,1,37,15,2,1,1,115,145,0.142,0.207,0.194,0.401,0.185,594987
2021,6,3,34,32,9,1,5,115,171,0.29,0.327,0.451,0.778,0.335,501925
2021,22,2,53,28,13,2,7,148,222,0.253,0.333,0.444,0.777,0.336,448281
2021,13,1,60,29,10,2,8,169,232,0.225,0.272,0.399,0.671,0.288,554340
2021,30,0,47,31,8,0,7,148,224,0.237,0.339,0.387,0.726,0.321,622092
2021,33,0,54,21,8,2,5,166,235,0.178,0.294,0.312,0.606,0.274,656420
2021,31,4,104,81,16,2,29,371,534,0.257,0.305,0.471,0.776,0.331,663465
2021,21,4,38,18,6,0,2,94,145,0.217,0.352,0.317,0.669,0.308,543022
2021,29,4,98,31,11,1,12,219,307,0.201,0.287,0.38,0.667,0.292,593576
2021,16,3,22,7,7,1,0,44,78,0.254,0.436,0.407,0.843,0.38,656793
2021,19,8,62,21,11,2,10,157,228,0.219,0.311,0.443,0.754,0.326,446321
2021,9,2,42,29,11,2,8,189,250,0.209,0.244,0.372,0.616,0.264,593144
2021,26,5,87,22,14,2,11,201,281,0.196,0.285,0.4,0.685,0.297,519293
2021,10,1,63,24,9,2,6,143,195,0.223,0.267,0.391,0.658,0.283,605538
2021,30,4,62,36,9,0,6,179,264,0.222,0.322,0.339,0.661,0.297,542585
2021,14,5,55,58,11,0,5,234,327,0.24,0.284,0.325,0.609,0.269,643511
2021,18,2,64,33,7,1,4,200,265,0.184,0.245,0.269,0.514,0.231,605177
2021,10,3,17,11,5,2,5,49,85,0.319,0.424,0.653,1.077,0.449,458676
2021,12,7,52,47,10,2,2,203,283,0.231,0.283,0.307,0.59,0.262,643256
2021,14,2,32,14,8,1,7,84,130,0.263,0.354,0.535,0.889,0.377,656464
2021,40,1,71,45,13,1,10,226,336,0.234,0.327,0.386,0.713,0.315,543766
2021,6,3,33,38,7,0,4,123,181,0.285,0.32,0.395,0.715,0.312,455119
2021,9,4,17,23,7,0,3,68,114,0.327,0.404,0.485,0.889,0.386,592233
2021,32,3,60,21,6,0,7,130,199,0.207,0.347,0.372,0.719,0.323,607572
2021,13,1,53,42,12,0,7,159,234,0.277,0.321,0.427,0.748,0.323,664948
2021,22,0,62,40,11,0,2,192,267,0.216,0.281,0.286,0.567,0.255,571670
2021,17,1,77,23,9,3,5,177,235,0.184,0.247,0.323,0.57,0.249,670280
2021,28,4,47,27,10,1,9,137,216,0.255,0.366,0.467,0.833,0.361,622075
2021,7,2,37,14,8,1,3,97,132,0.211,0.265,0.366,0.631,0.274,657044
2021,15,1,25,26,11,0,6,90,149,0.323,0.396,0.541,0.937,0.4,642083
2021,27,4,78,43,5,0,5,206,290,0.205,0.29,0.282,0.572,0.261,605280
2021,3,0,13,8,0,0,3,34,48,0.244,0.292,0.444,0.736,0.315,605309
2021,34,5,76,32,17,1,8,197,294,0.227,0.33,0.396,0.726,0.32,570663
2021,19,4,74,22,7,2,4,182,240,0.161,0.242,0.267,0.509,0.23,572193
2021,15,5,75,25,6,0,9,171,231,0.19,0.26,0.346,0.606,0.266,650895
2021,12,1,37,47,8,2,12,231,313,0.23,0.262,0.39,0.652,0.28,433589
2021,11,4,40,31,6,1,3,136,192,0.232,0.292,0.328,0.62,0.275,667463
2021,5,1,12,9,0,0,4,37,56,0.26,0.339,0.5,0.839,0.359,657240
2021,25,2,102,18,4,0,3,173,225,0.126,0.231,0.192,0.423,0.202,623352
2021,28,2,61,36,7,1,4,176,254,0.214,0.307,0.308,0.615,0.279,608648
2021,6,0,59,27,7,0,4,120,164,0.241,0.268,0.361,0.629,0.272,573124
2021,10,1,26,10,4,0,2,48,75,0.25,0.36,0.406,0.766,0.339,664054
2021,17,0,23,19,2,0,6,72,116,0.273,0.379,0.475,0.854,0.371,592135
2021,10,3,16,13,4,1,1,64,96,0.229,0.333,0.337,0.67,0.303,670056
2021,9,2,58,28,9,0,7,183,238,0.194,0.231,0.326,0.557,0.242,459429
2021,12,1,103,34,8,0,11,207,273,0.204,0.242,0.362,0.604,0.26,628452
2021,33,4,68,43,10,0,5,214,309,0.213,0.307,0.305,0.612,0.278,642152
2021,20,2,38,30,6,0,8,125,191,0.26,0.346,0.438,0.784,0.341,451584
2021,16,3,69,46,6,1,3,208,283,0.212,0.265,0.277,0.542,0.243,642528
2021,21,1,59,41,9,0,4,185,261,0.226,0.291,0.314,0.605,0.27,453343
2021,12,0,39,34,14,0,4,128,192,0.289,0.333,0.433,0.766,0.331,664199
2021,20,1,58,25,16,1,2,156,221,0.22,0.294,0.34,0.634,0.281,621345
2021,17,1,50,29,12,0,6,169,234,0.218,0.278,0.356,0.634,0.277,641401
2021,21,3,40,34,10,2,5,148,223,0.256,0.336,0.402,0.738,0.324,605151
2021,19,0,14,15,6,0,1,51,92,0.301,0.446,0.425,0.871,0.389,643778
2021,8,1,14,7,2,0,7,58,83,0.216,0.301,0.527,0.828,0.349,518858
2021,20,0,41,23,9,0,6,128,186,0.229,0.312,0.392,0.704,0.308,642130
2021,13,2,40,29,5,0,9,116,174,0.27,0.333,0.472,0.805,0.346,641582
2021,8,0,30,11,3,0,2,76,100,0.174,0.24,0.272,0.512,0.229,608349
2021,12,1,28,37,17,1,11,149,228,0.307,0.346,0.549,0.895,0.379,677976
2021,29,4,98,83,23,6,15,329,489,0.279,0.327,0.454,0.781,0.335,456501
2021,26,4,134,73,21,1,30,435,590,0.223,0.263,0.425,0.688,0.293,607644
2021,36,3,137,36,14,2,19,321,431,0.181,0.255,0.372,0.627,0.272,545333
2021,38,4,131,107,31,4,21,460,665,0.262,0.308,0.425,0.733,0.316,518876
2021,47,4,98,58,24,4,20,279,436,0.275,0.36,0.514,0.874,0.373,666200
2021,33,7,195,109,54,4,15,540,762,0.252,0.291,0.4,0.691,0.298,543135
2021,64,5,163,88,28,2,27,454,668,0.242,0.32,0.431,0.751,0.325,579328
2021,68,3,170,58,26,1,16,377,549,0.211,0.313,0.37,0.683,0.303,605483
2021,25,7,115,55,21,2,11,296,417,0.231,0.29,0.382,0.672,0.293,641154
2021,52,7,130,39,11,1,16,297,423,0.184,0.298,0.352,0.65,0.29,664299
2021,33,9,105,123,39,4,12,451,671,0.283,0.328,0.415,0.743,0.322,622608
2021,41,6,150,72,28,1,29,381,558,0.254,0.317,0.483,0.8,0.341,571760
2021,59,7,96,125,34,5,25,465,720,0.289,0.354,0.471,0.825,0.356,572971
2021,26,9,118,99,37,2,25,455,653,0.264,0.303,0.451,0.754,0.323,642232
2021,18,3,36,22,9,0,4,105,161,0.25,0.348,0.4,0.748,0.33,650556
2021,6,1,114,30,4,0,11,214,266,0.174,0.195,0.317,0.512,0.219,521230
2021,28,0,48,29,12,4,8,189,270,0.219,0.3,0.401,0.701,0.304,468504
2021,23,1,103,34,7,4,9,206,284,0.208,0.275,0.369,0.644,0.28,656629
2021,12,3,83,55,11,0,13,260,354,0.233,0.266,0.381,0.647,0.278,489334
2021,13,4,50,48,8,2,7,140,222,0.317,0.369,0.478,0.847,0.366,542882
2021,15,4,58,33,14,0,5,194,265,0.211,0.268,0.329,0.597,0.263,608716
2021,11,1,28,31,13,0,5,127,188,0.278,0.324,0.438,0.762,0.329,572143
2021,15,4,30,20,8,0,0,88,135,0.241,0.348,0.31,0.658,0.302,669735
2021,25,4,59,51,19,1,8,217,325,0.267,0.332,0.419,0.751,0.327,456034
2021,33,4,83,29,6,2,10,177,261,0.21,0.322,0.388,0.71,0.314,518617
2021,19,1,42,25,11,2,6,111,175,0.284,0.366,0.497,0.863,0.37,641386
2021,36,6,70,37,4,1,6,160,250,0.231,0.36,0.346,0.706,0.321,656945
2021,1,0,2,0,0,1,0,2,4,0.333,0.5,1,1.5,0.565,475054
2021,11,3,77,37,11,0,7,209,278,0.208,0.248,0.33,0.578,0.252,552640
2021,25,2,61,23,13,0,9,154,226,0.226,0.319,0.427,0.746,0.324,617228
2021,19,2,60,36,10,1,9,180,257,0.237,0.3,0.403,0.703,0.305,489265
2021,45,3,61,49,12,0,6,191,306,0.26,0.376,0.376,0.752,0.338,448855
2021,12,1,44,27,8,1,6,132,187,0.241,0.294,0.402,0.696,0.301,595928
2021,18,2,24,20,8,0,2,89,139,0.252,0.36,0.37,0.73,0.327,641871
2021,4,0,13,10,4,1,3,37,59,0.327,0.373,0.6,0.973,0.409,661255
2021,3,3,44,39,8,0,4,165,222,0.236,0.257,0.329,0.586,0.254,542947
2021,21,3,60,35,8,0,2,138,207,0.246,0.333,0.322,0.655,0.297,657031
2021,36,6,64,45,14,0,2,200,303,0.234,0.34,0.31,0.65,0.298,518553
2021,20,1,43,36,6,1,6,148,218,0.249,0.321,0.381,0.702,0.309,593974
2021,22,2,60,49,13,1,8,176,271,0.287,0.351,0.445,0.796,0.345,608032
2021,12,0,81,36,9,0,4,188,249,0.207,0.245,0.295,0.54,0.238,519151
2021,19,3,58,36,7,1,11,178,255,0.236,0.302,0.416,0.718,0.311,542914
2021,17,3,65,31,6,0,6,143,206,0.231,0.306,0.36,0.666,0.295,548384
2021,13,1,45,39,14,1,8,133,209,0.318,0.364,0.523,0.887,0.378,491624
2021,13,2,20,15,2,0,2,82,116,0.188,0.293,0.267,0.56,0.26,642068
2021,9,4,16,11,3,0,0,45,72,0.237,0.375,0.288,0.663,0.313,595411
2021,18,3,33,23,6,0,3,101,154,0.241,0.344,0.353,0.697,0.314,624647
2021,15,0,30,21,10,0,6,96,148,0.278,0.351,0.489,0.84,0.36,592222
2021,6,1,12,7,4,0,2,39,59,0.25,0.339,0.442,0.781,0.339,676606
2021,18,2,52,27,6,4,5,135,197,0.237,0.315,0.401,0.716,0.312,596112
2021,8,0,26,15,7,1,5,76,112,0.269,0.321,0.5,0.821,0.348,605359
2021,7,4,12,8,4,0,2,39,64,0.264,0.391,0.453,0.844,0.371,592169
2021,9,2,9,8,3,0,1,33,56,0.267,0.411,0.4,0.811,0.365,592865
2021,26,3,65,76,22,1,11,304,443,0.266,0.314,0.403,0.717,0.311,676596
2021,57,11,125,81,16,1,12,393,571,0.219,0.312,0.326,0.638,0.287,664285
2021,52,6,212,92,36,2,19,608,815,0.197,0.254,0.325,0.579,0.254,621111
2021,46,4,89,67,26,2,20,331,496,0.258,0.333,0.46,0.793,0.341,661269
2021,50,3,91,101,33,0,25,410,622,0.279,0.341,0.469,0.81,0.348,452657
2021,26,6,128,63,30,2,17,357,501,0.239,0.287,0.42,0.707,0.304,669302
2021,29,5,69,37,15,1,11,189,287,0.253,0.341,0.451,0.792,0.343,656849
2021,26,1,47,33,13,0,17,156,246,0.288,0.366,0.58,0.946,0.398,665152
2021,38,4,60,55,17,3,12,274,403,0.241,0.32,0.404,0.724,0.316,503449
2021,66,9,106,86,18,2,12,408,601,0.224,0.321,0.335,0.656,0.295,605288
2021,56,6,111,77,20,4,25,335,523,0.273,0.359,0.497,0.856,0.367,640444
2021,44,2,178,84,20,1,18,471,640,0.207,0.264,0.335,0.599,0.263,458681
2021,23,1,50,69,22,3,13,250,381,0.3,0.344,0.487,0.831,0.355,676840
2021,37,4,94,50,6,2,11,254,364,0.214,0.302,0.347,0.649,0.289,663776
2021,34,9,97,91,24,2,19,328,507,0.293,0.353,0.476,0.829,0.357,527048
2021,47,9,121,87,23,3,16,431,616,0.23,0.3,0.368,0.668,0.294,615698
2021,38,16,152,84,24,3,14,405,584,0.236,0.307,0.372,0.679,0.298,622072
2021,41,16,127,52,13,0,12,326,460,0.191,0.291,0.313,0.604,0.274,666201
2021,30,8,109,64,17,0,17,320,456,0.234,0.298,0.397,0.695,0.303,605452
2021,27,2,98,53,16,3,17,292,410,0.234,0.288,0.425,0.713,0.306,593334
2021,11,0,12,9,4,0,7,51,82,0.282,0.378,0.634,1.012,0.421,676265
2021,41,6,83,80,26,1,24,288,466,0.313,0.382,0.551,0.933,0.397,453562
2021,2,0,7,11,3,0,2,28,46,0.364,0.391,0.568,0.959,0.409,547176
2021,25,2,103,46,14,1,14,272,374,0.216,0.273,0.383,0.656,0.284,641482
2021,13,2,32,24,7,3,5,100,154,0.281,0.351,0.482,0.833,0.357,607188
2021,7,0,26,14,5,0,3,61,90,0.265,0.322,0.434,0.756,0.326,656887
2021,3,0,15,10,3,1,2,43,62,0.271,0.306,0.458,0.764,0.325,669214
2021,18,3,39,21,9,1,7,97,156,0.281,0.378,0.519,0.897,0.384,641743
2021,19,0,46,14,7,2,8,122,172,0.203,0.291,0.431,0.722,0.31,622766
2021,30,5,107,59,9,1,4,307,415,0.192,0.26,0.253,0.513,0.234,624133
2021,20,2,29,25,11,0,7,89,154,0.326,0.422,0.568,0.99,0.422,663804
2021,39,3,113,60,21,1,20,342,486,0.23,0.296,0.417,0.713,0.308,596295
2021,15,3,81,44,14,0,6,214,296,0.23,0.277,0.345,0.622,0.272,676477
2021,17,4,48,13,5,1,2,99,141,0.175,0.298,0.283,0.581,0.269,680704
2021,21,1,33,22,3,0,3,101,151,0.217,0.331,0.31,0.641,0.294,621114
2021,12,1,21,17,2,1,5,74,112,0.253,0.339,0.444,0.783,0.34,660546
2021,23,8,71,61,16,0,10,232,350,0.273,0.337,0.417,0.754,0.329,622503
2021,16,1,34,17,8,0,5,91,138,0.248,0.341,0.438,0.779,0.338,542960
2021,22,1,69,48,14,1,9,216,311,0.25,0.305,0.399,0.704,0.306,608718
2021,23,2,83,23,10,0,12,172,242,0.207,0.289,0.419,0.708,0.306,592390
2021,34,8,57,17,10,1,6,133,209,0.204,0.364,0.383,0.747,0.336,641729
2021,35,4,60,31,3,0,3,139,215,0.21,0.353,0.278,0.631,0.298,643316
2021,23,0,73,40,10,2,5,225,305,0.202,0.262,0.305,0.567,0.251,656876
2021,7,2,18,18,6,0,3,83,119,0.245,0.303,0.382,0.685,0.299,607229
2021,18,0,17,16,5,0,0,46,85,0.313,0.459,0.388,0.847,0.385,664875
2021,21,0,79,22,5,1,12,190,251,0.174,0.243,0.361,0.604,0.262,670950
2021,24,0,63,29,14,0,8,195,270,0.207,0.278,0.362,0.64,0.28,614179
2021,20,0,83,36,6,3,10,187,262,0.227,0.286,0.401,0.687,0.297,543507
2021,44,6,77,34,7,0,7,206,304,0.189,0.322,0.299,0.621,0.288,612434
2021,23,2,63,25,12,2,7,180,251,0.204,0.283,0.367,0.65,0.285,641793
2021,12,1,21,14,2,0,4,51,84,0.282,0.393,0.479,0.872,0.379,664076
2021,16,0,49,25,7,0,6,142,196,0.211,0.276,0.35,0.626,0.274,669952
2021,36,3,97,19,8,0,9,166,241,0.178,0.311,0.351,0.662,0.298,547973
2021,12,1,65,24,5,2,9,171,224,0.19,0.237,0.36,0.597,0.257,669330
2021,16,4,57,31,4,1,1,161,218,0.187,0.261,0.232,0.493,0.228,571901
2021,13,3,30,15,4,1,5,86,127,0.225,0.323,0.414,0.737,0.322,667297
2021,12,2,16,6,5,0,5,47,77,0.254,0.39,0.571,0.961,0.406,488748
2021,28,4,87,68,20,2,16,313,451,0.253,0.306,0.425,0.731,0.315,641302
2021,18,6,53,22,10,1,5,152,214,0.2,0.29,0.342,0.632,0.281,608638
2021,3,0,3,5,1,0,0,14,23,0.3,0.391,0.35,0.741,0.335,656803
2021,14,2,37,31,6,1,5,126,185,0.254,0.319,0.391,0.71,0.31,453284
2021,4,0,6,5,0,2,1,25,37,0.242,0.324,0.455,0.779,0.333,640451
2021,14,4,44,24,10,0,11,126,189,0.263,0.333,0.515,0.848,0.361,593833
2021,19,3,77,31,16,0,8,188,265,0.226,0.291,0.391,0.682,0.296,573204
2021,23,1,44,24,4,0,5,128,185,0.205,0.308,0.323,0.631,0.285,656458
2021,17,0,44,29,7,0,4,167,224,0.193,0.254,0.285,0.539,0.241,453265
2021,23,1,59,34,13,0,10,162,243,0.26,0.333,0.457,0.79,0.34,608723
2021,20,8,62,27,5,0,3,160,223,0.179,0.283,0.251,0.534,0.249,608665
2021,9,1,21,18,7,0,5,76,116,0.283,0.345,0.491,0.836,0.358,571735
2021,21,1,51,27,8,0,2,159,218,0.189,0.271,0.26,0.531,0.243,608678
2021,24,2,32,26,12,0,10,117,191,0.291,0.387,0.545,0.932,0.397,650530
2021,19,0,105,24,7,1,10,198,259,0.175,0.236,0.338,0.574,0.249,623149
2021,2,1,9,11,4,1,4,34,57,0.37,0.404,0.704,1.108,0.462,461872
2021,0,1,1,4,1,0,2,13,21,0.35,0.381,0.7,1.081,0.452,519299
2021,4,2,12,9,0,0,3,45,63,0.211,0.286,0.368,0.654,0.288,642073
2021,17,1,55,26,8,1,6,134,193,0.234,0.306,0.394,0.7,0.305,607625
2021,28,1,45,24,12,0,7,163,235,0.209,0.306,0.369,0.675,0.298,592741
2021,6,3,32,12,7,0,4,75,107,0.235,0.299,0.429,0.728,0.314,621593
2021,13,2,31,17,5,0,6,104,147,0.212,0.293,0.386,0.679,0.297,607560
2021,25,0,61,27,10,0,9,140,211,0.247,0.336,0.446,0.782,0.339,607237
2021,5,2,7,9,1,0,3,29,49,0.31,0.408,0.548,0.956,0.41,641420
2021,22,6,61,35,10,2,9,190,274,0.228,0.307,0.394,0.701,0.306,543272
2021,33,3,98,63,15,2,5,272,393,0.238,0.308,0.333,0.641,0.285,502171
2021,36,8,158,95,22,2,9,424,596,0.232,0.289,0.328,0.617,0.273,657277
2021,77,10,185,80,26,3,13,476,685,0.204,0.305,0.323,0.628,0.283,621121
2021,40,4,125,127,34,5,19,512,741,0.265,0.309,0.41,0.719,0.311,623167
2021,33,7,101,80,33,1,23,420,597,0.246,0.296,0.433,0.729,0.313,668676
2021,43,5,149,91,35,4,26,467,671,0.25,0.304,0.445,0.749,0.321,501985
2021,37,1,134,107,30,6,27,494,702,0.256,0.296,0.441,0.737,0.315,542881
2021,46,8,247,121,29,3,16,626,849,0.213,0.263,0.317,0.58,0.255,554430
2021,3,0,3,2,1,0,1,13,20,0.235,0.35,0.471,0.821,0.354,527054
2021,13,4,36,48,26,2,10,196,299,0.305,0.344,0.518,0.862,0.366,642092
2021,34,6,235,96,17,3,7,495,658,0.199,0.248,0.27,0.518,0.231,669203
2021,37,5,95,104,33,4,19,380,582,0.296,0.347,0.478,0.825,0.354,518774
2021,21,6,87,43,9,1,4,201,285,0.221,0.295,0.31,0.605,0.272,656557
2021,64,10,210,100,31,3,24,527,759,0.231,0.306,0.39,0.696,0.304,641816
2021,45,15,204,94,40,3,22,562,781,0.221,0.28,0.376,0.656,0.286,621244
2021,42,9,126,136,35,1,23,522,768,0.272,0.32,0.42,0.74,0.321,608344
2021,56,8,157,87,27,5,21,438,642,0.242,0.318,0.415,0.733,0.319,592351
2021,60,6,125,54,19,0,20,338,497,0.216,0.32,0.399,0.719,0.316,592761
2021,52,18,203,89,27,4,22,534,746,0.21,0.284,0.359,0.643,0.283,605397
2021,30,2,94,53,21,2,23,300,431,0.248,0.304,0.484,0.788,0.335,548389
2021,57,17,216,100,17,3,16,545,755,0.2,0.278,0.304,0.582,0.262,450203
2021,33,5,82,53,12,1,8,229,341,0.244,0.328,0.37,0.698,0.31,446372
2021,13,4,24,18,14,2,11,116,178,0.28,0.348,0.596,0.944,0.395,685503
2021,56,16,150,83,32,1,21,453,662,0.232,0.316,0.397,0.713,0.312,448179
2021,47,9,174,111,34,2,21,601,825,0.218,0.272,0.35,0.622,0.272,425794
2021,8,0,21,11,4,0,3,57,83,0.24,0.313,0.413,0.726,0.316,502042
2021,26,8,50,46,11,2,7,194,294,0.254,0.34,0.392,0.732,0.323,663765
2021,29,3,72,62,19,0,20,267,400,0.274,0.332,0.489,0.822,0.351,677960
2021,19,0,27,13,2,1,5,72,112,0.226,0.357,0.43,0.787,0.345,672335
2021,10,2,26,21,5,1,5,80,124,0.286,0.355,0.482,0.837,0.36,669294
2021,12,3,53,27,13,1,13,154,223,0.26,0.309,0.519,0.828,0.35,622694
2021,26,3,44,31,15,2,17,160,254,0.289,0.37,0.6,0.97,0.407,592644
2021,13,2,61,35,12,1,13,178,254,0.255,0.299,0.477,0.776,0.33,621295
2021,27,2,43,19,7,1,1,93,150,0.231,0.38,0.331,0.711,0.327,656794
2021,12,1,39,28,10,0,6,147,204,0.23,0.279,0.377,0.656,0.285,606303
2021,25,1,66,32,7,1,2,160,228,0.208,0.298,0.282,0.58,0.265,676979
2021,15,5,40,26,8,2,5,102,163,0.287,0.374,0.476,0.85,0.368,453192
2021,10,2,74,37,6,2,3,185,245,0.206,0.245,0.288,0.533,0.235,543521
