"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter"
2023,43,5,112,89,21,5,10,356,529,0.26,0.327,0.387,0.714,0.314,663837
2023,25,4,34,160,30,3,10,375,607,0.351,0.382,0.465,0.847,0.368,650333
2023,51,11,109,100,31,0,23,409,625,0.274,0.346,0.451,0.797,0.346,457759
2023,26,0,72,21,7,3,8,146,211,0.211,0.308,0.411,0.719,0.313,663616
2023,32,6,104,83,35,2,24,410,592,0.26,0.307,0.46,0.767,0.329,666971
2023,53,11,125,90,34,0,33,425,646,0.27,0.342,0.498,0.84,0.36,646240
2023,34,12,97,65,14,0,12,283,420,0.243,0.326,0.377,0.703,0.312,519203
2023,39,3,101,87,25,0,17,361,532,0.263,0.321,0.418,0.739,0.322,606115
2023,43,9,131,107,32,3,10,429,633,0.262,0.322,0.379,0.701,0.309,665161
2023,14,0,26,20,5,0,2,104,145,0.206,0.283,0.29,0.573,0.26,553882
2023,40,1,103,45,15,8,11,209,329,0.274,0.365,0.497,0.862,0.369,666181
2023,29,4,86,63,21,6,8,277,408,0.261,0.321,0.413,0.734,0.319,595281
2023,24,6,117,50,10,0,13,241,344,0.232,0.299,0.389,0.688,0.301,666165
2023,18,5,53,31,6,0,4,186,250,0.181,0.256,0.26,0.516,0.236,543939
2023,65,8,94,116,35,0,22,354,600,0.328,0.41,0.52,0.93,0.402,650490
2023,11,0,66,51,13,0,1,196,272,0.249,0.279,0.31,0.589,0.261,605612
2023,14,2,66,42,16,3,2,239,318,0.209,0.248,0.301,0.549,0.242,621563
2023,61,16,121,121,59,2,29,431,719,0.329,0.401,0.562,0.963,0.411,518692
2023,70,1,100,73,23,1,14,320,502,0.258,0.363,0.413,0.776,0.343,663457
2023,45,6,40,54,13,3,5,294,420,0.203,0.3,0.295,0.595,0.272,643393
2023,27,3,68,29,14,0,3,201,277,0.186,0.274,0.279,0.553,0.253,607732
2023,50,2,108,89,21,0,30,408,600,0.255,0.32,0.458,0.778,0.335,592518
2023,33,4,109,28,17,1,17,245,345,0.205,0.29,0.432,0.722,0.311,621439
2023,30,2,92,56,17,2,2,262,371,0.227,0.294,0.307,0.601,0.27,678225
2023,68,3,75,123,36,7,5,474,716,0.265,0.338,0.366,0.704,0.313,680757
2023,18,0,78,48,6,5,6,226,309,0.223,0.269,0.34,0.609,0.266,500871
2023,79,0,130,45,16,0,37,272,449,0.265,0.394,0.608,1.002,0.42,592450
2023,38,4,121,108,28,11,30,473,692,0.272,0.316,0.488,0.804,0.342,677951
2023,99,6,153,84,35,4,21,442,691,0.246,0.36,0.427,0.787,0.346,664023
2023,75,6,172,51,21,2,26,353,534,0.221,0.339,0.448,0.787,0.343,669261
2023,28,4,81,36,11,1,7,233,320,0.191,0.272,0.309,0.581,0.261,543063
2023,70,5,109,97,26,9,25,417,649,0.274,0.357,0.481,0.838,0.361,606466
2023,44,6,93,89,37,5,13,407,601,0.261,0.323,0.417,0.74,0.322,657077
2023,70,11,139,95,37,3,23,428,667,0.27,0.358,0.461,0.819,0.356,668715
2023,71,3,140,99,34,1,19,398,625,0.278,0.363,0.446,0.809,0.354,592885
2023,0,0,7,2,0,0,0,16,18,0.111,0.111,0.111,0.222,0.098,668952
2023,34,3,102,111,27,0,11,405,591,0.269,0.315,0.377,0.692,0.304,593160
2023,19,3,70,91,26,3,10,340,492,0.277,0.309,0.409,0.718,0.311,643289
2023,28,3,122,100,18,2,1,374,526,0.244,0.289,0.295,0.584,0.261,641313
2023,21,3,66,36,13,0,11,207,291,0.225,0.289,0.397,0.686,0.298,518595
2023,41,2,81,43,8,0,13,211,318,0.233,0.336,0.404,0.74,0.327,596129
2023,15,1,56,25,8,1,5,149,204,0.207,0.27,0.34,0.61,0.269,595909
2023,38,1,94,70,9,3,6,321,448,0.215,0.283,0.296,0.579,0.261,668930
2023,19,16,106,84,24,1,5,347,496,0.247,0.3,0.336,0.636,0.283,665923
2023,93,8,107,99,40,1,39,410,690,0.304,0.406,0.574,0.98,0.417,605141
2023,19,2,130,35,13,2,25,267,363,0.219,0.264,0.488,0.752,0.317,642350
2023,31,9,54,71,10,1,11,237,370,0.282,0.359,0.418,0.777,0.343,680977
2023,10,0,11,7,4,0,1,45,67,0.211,0.328,0.333,0.661,0.3,543543
2023,41,8,80,58,18,0,14,272,411,0.249,0.338,0.414,0.752,0.331,621493
2023,2,0,36,9,4,2,3,77,97,0.189,0.206,0.368,0.574,0.242,663853
2023,23,1,84,46,14,2,7,259,352,0.21,0.264,0.329,0.593,0.261,622761
2023,32,4,70,63,21,2,13,321,456,0.236,0.296,0.388,0.684,0.299,624428
2023,56,4,130,69,29,2,18,398,576,0.229,0.309,0.397,0.706,0.309,621043
2023,21,11,120,92,26,2,14,363,529,0.27,0.314,0.414,0.728,0.316,642731
2023,122,2,129,88,32,1,35,418,698,0.272,0.401,0.514,0.915,0.395,665742
2023,33,2,118,90,25,1,14,360,525,0.265,0.314,0.406,0.72,0.314,553869
2023,42,2,97,88,18,3,1,364,518,0.232,0.297,0.289,0.586,0.265,664702
2023,15,2,48,23,6,0,14,140,200,0.235,0.3,0.497,0.797,0.339,681351
2023,58,3,125,81,22,3,15,378,560,0.242,0.325,0.389,0.714,0.315,518934
2023,66,1,198,76,31,3,23,425,625,0.238,0.32,0.428,0.748,0.325,641857
2023,37,3,141,89,36,2,16,382,565,0.272,0.324,0.44,0.764,0.33,669720
2023,42,3,99,38,23,1,15,256,378,0.231,0.323,0.441,0.764,0.331,573262
2023,28,0,104,81,31,7,15,363,525,0.27,0.309,0.451,0.76,0.325,663647
2023,21,7,64,54,23,4,12,263,384,0.261,0.315,0.449,0.764,0.329,658668
2023,39,11,175,109,37,2,32,476,706,0.274,0.326,0.483,0.809,0.347,677594
2023,67,5,154,88,25,3,22,429,639,0.243,0.329,0.414,0.743,0.325,621020
2023,13,0,37,21,8,0,0,109,151,0.21,0.278,0.268,0.546,0.249,570731
2023,41,1,143,98,32,0,19,436,627,0.255,0.305,0.407,0.712,0.309,650559
2023,36,4,108,48,12,3,9,249,361,0.224,0.31,0.364,0.674,0.299,605119
2023,63,8,166,64,39,2,17,390,583,0.238,0.331,0.422,0.753,0.329,656305
2023,34,7,84,77,25,4,13,367,527,0.245,0.304,0.393,0.697,0.304,669242
2023,42,5,94,102,31,0,20,411,611,0.271,0.327,0.433,0.76,0.33,664761
2023,15,1,61,12,7,0,3,102,140,0.177,0.271,0.306,0.577,0.261,572287
2023,32,5,143,47,19,4,22,359,488,0.204,0.264,0.41,0.674,0.29,669127
2023,26,4,71,67,20,1,6,283,407,0.249,0.305,0.355,0.66,0.291,462101
2023,27,8,101,66,22,3,4,266,396,0.263,0.328,0.374,0.702,0.311,602104
2023,45,4,106,66,22,2,24,328,491,0.258,0.332,0.48,0.812,0.348,596146
2023,30,3,139,42,12,0,15,305,407,0.184,0.251,0.337,0.588,0.258,455117
2023,57,2,96,50,23,1,10,275,418,0.234,0.342,0.387,0.729,0.324,543257
2023,24,5,101,94,33,3,18,361,538,0.291,0.329,0.473,0.802,0.344,671739
2023,7,0,26,10,2,1,3,50,73,0.242,0.315,0.439,0.754,0.326,669003
2023,93,5,126,88,35,0,19,398,638,0.263,0.376,0.433,0.809,0.357,641487
2023,12,0,48,18,3,0,3,105,141,0.186,0.255,0.279,0.534,0.241,571976
2023,17,1,60,41,22,2,5,226,314,0.236,0.28,0.375,0.655,0.284,664728
2023,52,5,167,65,23,4,21,431,601,0.208,0.283,0.381,0.664,0.29,683011
2023,49,14,83,135,27,4,9,450,688,0.28,0.346,0.379,0.725,0.322,663538
2023,32,3,98,76,23,0,11,362,507,0.233,0.286,0.352,0.638,0.281,571771
2023,75,5,155,48,31,1,13,382,555,0.196,0.312,0.347,0.659,0.296,663757
2023,8,0,29,10,2,1,2,68,91,0.181,0.253,0.301,0.554,0.247,641531
2023,14,0,91,44,16,0,11,248,333,0.223,0.255,0.376,0.631,0.272,542194
2023,54,3,159,77,29,9,28,420,620,0.254,0.323,0.487,0.81,0.345,683002
2023,48,17,78,77,25,1,11,326,505,0.259,0.354,0.395,0.749,0.334,592192
2023,39,1,96,72,28,0,18,342,500,0.257,0.316,0.435,0.751,0.325,641680
2023,4,0,16,2,1,1,0,29,37,0.121,0.216,0.212,0.428,0.199,675986
2023,50,6,120,50,15,1,21,294,437,0.228,0.327,0.438,0.765,0.333,664040
2023,27,5,48,69,16,1,5,301,424,0.232,0.29,0.316,0.606,0.271,500743
2023,21,10,43,19,6,0,3,118,177,0.192,0.333,0.295,0.628,0.295,649966
2023,38,7,100,115,32,2,15,430,639,0.276,0.327,0.412,0.739,0.323,681082
2023,8,2,23,25,4,0,4,126,169,0.208,0.254,0.308,0.562,0.249,624431
2023,11,1,57,36,12,1,1,144,206,0.258,0.301,0.345,0.646,0.285,624512
2023,31,2,73,62,20,0,4,250,369,0.256,0.322,0.351,0.673,0.3,408234
2023,68,12,181,78,16,3,23,367,567,0.246,0.353,0.433,0.786,0.345,681546
2023,13,0,32,26,5,0,1,104,149,0.235,0.302,0.294,0.596,0.27,670156
2023,3,0,21,5,2,0,1,43,54,0.157,0.204,0.255,0.459,0.204,641786
2023,56,3,134,75,29,1,40,387,591,0.273,0.345,0.556,0.901,0.381,542303
2023,36,4,86,63,14,0,8,280,405,0.233,0.309,0.337,0.646,0.289,518735
2023,10,1,36,53,8,1,2,153,228,0.295,0.329,0.369,0.698,0.307,570482
2023,5,2,40,13,3,1,3,89,116,0.183,0.233,0.312,0.545,0.239,541645
2023,0,0,2,0,0,0,1,8,9,0.111,0.111,0.444,0.555,0.223,621311
2023,61,2,141,44,23,0,19,255,404,0.252,0.369,0.487,0.856,0.37,474832
2023,15,5,57,86,24,0,5,319,454,0.265,0.297,0.355,0.652,0.286,686823
2023,26,5,89,43,16,1,10,241,342,0.225,0.295,0.379,0.674,0.296,676694
2023,26,3,130,42,14,1,21,281,388,0.217,0.276,0.437,0.713,0.305,572191
2023,15,5,109,41,15,2,11,216,305,0.242,0.292,0.425,0.717,0.309,660707
2023,11,5,74,55,22,0,23,261,377,0.277,0.308,0.529,0.837,0.354,673237
2023,29,20,112,93,27,5,15,424,613,0.248,0.308,0.394,0.702,0.307,665926
2023,30,5,151,78,25,1,23,353,515,0.265,0.315,0.465,0.78,0.334,673962
2023,37,6,105,79,19,2,16,307,466,0.274,0.341,0.442,0.783,0.341,691023
2023,23,4,99,64,18,1,15,335,460,0.226,0.272,0.376,0.648,0.281,686681
2023,24,2,73,47,11,0,5,241,330,0.207,0.27,0.293,0.563,0.253,665828
2023,52,3,148,52,17,0,27,312,463,0.235,0.326,0.475,0.801,0.345,669357
2023,18,4,55,56,21,1,4,232,336,0.261,0.31,0.373,0.683,0.299,622534
2023,36,3,107,74,21,1,18,316,469,0.265,0.326,0.444,0.77,0.333,663624
2023,3,0,5,3,1,0,0,17,24,0.19,0.292,0.238,0.53,0.249,600303
2023,24,1,82,54,13,0,6,256,354,0.222,0.277,0.316,0.593,0.264,543877
2023,73,3,124,100,23,0,17,408,624,0.255,0.346,0.391,0.737,0.327,673490
2023,25,5,62,53,7,5,2,214,311,0.238,0.312,0.32,0.632,0.284,664983
2023,45,4,101,59,10,4,6,300,428,0.208,0.299,0.303,0.602,0.274,607054
2023,47,2,142,19,9,1,21,232,331,0.177,0.299,0.44,0.739,0.32,608336
2023,7,1,45,28,16,0,3,151,206,0.237,0.267,0.364,0.631,0.273,624414
2023,37,4,62,24,15,4,7,212,303,0.191,0.3,0.359,0.659,0.293,678246
2023,30,2,112,23,8,1,23,216,303,0.203,0.287,0.494,0.781,0.331,621550
2023,49,18,98,51,21,0,21,278,438,0.251,0.365,0.477,0.842,0.366,669221
2023,4,0,24,9,0,0,2,50,65,0.18,0.231,0.279,0.51,0.227,614177
2023,36,3,186,102,37,2,29,463,672,0.269,0.311,0.471,0.782,0.334,592206
2023,66,0,105,75,33,1,23,423,621,0.238,0.319,0.425,0.744,0.323,467793
2023,5,0,25,17,3,0,2,72,99,0.234,0.273,0.33,0.603,0.265,543333
2023,0,0,3,4,1,0,0,16,21,0.238,0.238,0.286,0.524,0.227,640457
2023,46,3,89,106,34,2,5,419,615,0.26,0.319,0.353,0.672,0.298,643217
2023,28,0,67,32,14,0,9,183,266,0.231,0.312,0.403,0.715,0.313,641933
2023,17,2,32,15,3,0,1,116,154,0.141,0.247,0.185,0.432,0.21,543592
2023,71,3,99,92,37,5,29,428,665,0.276,0.356,0.503,0.859,0.368,663656
2023,25,3,68,91,31,0,17,320,487,0.303,0.343,0.481,0.824,0.354,647304
2023,17,1,65,40,12,0,12,196,278,0.246,0.295,0.431,0.726,0.312,543068
2023,67,1,126,66,21,2,24,318,499,0.262,0.363,0.487,0.85,0.367,671213
2023,1,0,11,8,5,1,2,76,93,0.174,0.183,0.315,0.498,0.21,624503
2023,33,9,115,50,18,4,9,282,405,0.223,0.304,0.369,0.673,0.297,657656
2023,50,13,111,66,27,0,20,318,494,0.262,0.356,0.464,0.82,0.357,575929
2023,44,8,110,99,30,5,33,440,659,0.275,0.332,0.504,0.836,0.357,645277
2023,22,2,107,55,20,1,11,248,359,0.26,0.309,0.424,0.733,0.317,660162
2023,37,1,131,56,25,2,11,279,411,0.252,0.321,0.418,0.739,0.322,672284
2023,29,3,75,70,19,1,7,251,380,0.279,0.339,0.399,0.738,0.325,672515
2023,25,8,135,68,30,3,26,362,522,0.26,0.307,0.493,0.8,0.34,592273
2023,20,9,83,70,20,2,10,289,420,0.261,0.312,0.399,0.711,0.31,543228
2023,62,6,141,66,24,0,36,382,576,0.248,0.337,0.508,0.845,0.361,624585
2023,65,6,175,68,29,0,39,425,632,0.242,0.328,0.503,0.831,0.354,666969
2023,22,6,80,92,19,2,12,282,435,0.307,0.352,0.452,0.804,0.349,623912
2023,23,2,32,31,17,0,9,176,258,0.245,0.318,0.433,0.751,0.326,686469
2023,42,6,45,69,16,0,8,281,422,0.249,0.334,0.356,0.69,0.309,672386
2023,67,6,171,75,34,1,31,470,684,0.231,0.313,0.442,0.755,0.326,679529
2023,20,2,72,69,25,1,7,298,422,0.255,0.294,0.375,0.669,0.291,444482
2023,53,6,152,82,41,1,28,443,654,0.255,0.323,0.469,0.792,0.34,623993
2023,55,9,172,107,32,3,37,468,711,0.277,0.342,0.507,0.849,0.363,663586
2023,62,2,136,85,28,0,22,417,616,0.245,0.323,0.415,0.738,0.322,605137
2023,2,0,18,7,1,0,1,45,56,0.167,0.196,0.241,0.437,0.193,669742
2023,21,6,110,32,24,2,21,246,352,0.243,0.301,0.523,0.824,0.347,594807
2023,42,6,81,69,15,4,16,293,445,0.262,0.342,0.441,0.783,0.34,650859
2023,51,1,72,107,36,5,24,444,668,0.279,0.335,0.471,0.806,0.346,608070
2023,75,4,100,69,19,0,12,294,473,0.254,0.378,0.393,0.771,0.346,457705
2023,86,2,101,111,31,1,20,430,681,0.275,0.369,0.432,0.801,0.352,668939
2023,38,3,101,95,26,2,26,419,609,0.262,0.312,0.452,0.764,0.329,571448
2023,91,5,165,105,38,3,17,463,722,0.26,0.359,0.412,0.771,0.34,663993
2023,70,15,214,88,29,0,22,470,694,0.228,0.323,0.384,0.707,0.313,553993
2023,46,4,136,70,23,3,20,416,582,0.218,0.285,0.385,0.67,0.292,662139
2023,56,13,126,96,30,10,25,415,645,0.28,0.357,0.497,0.854,0.366,682998
2023,44,3,125,65,31,0,20,385,548,0.232,0.297,0.413,0.71,0.308,592669
2023,40,4,88,81,42,0,33,327,527,0.323,0.38,0.615,0.995,0.419,608369
2023,35,7,81,104,33,3,15,384,581,0.288,0.339,0.443,0.782,0.339,807799
2023,79,18,157,95,19,3,23,417,654,0.251,0.362,0.42,0.782,0.346,668227
2023,27,6,27,27,6,0,2,117,185,0.23,0.368,0.309,0.677,0.316,543685
2023,12,0,52,29,10,1,2,156,210,0.212,0.257,0.303,0.56,0.248,605113
2023,32,9,140,70,28,5,20,373,537,0.248,0.305,0.446,0.751,0.323,592663
2023,51,7,138,91,31,5,24,429,638,0.26,0.328,0.455,0.783,0.338,668804
2023,29,3,100,95,25,8,6,380,546,0.261,0.304,0.375,0.679,0.297,642708
2023,7,0,8,6,1,0,1,25,40,0.242,0.375,0.364,0.739,0.335,665833
2023,23,0,72,27,9,0,11,166,236,0.221,0.297,0.418,0.715,0.31,446334
2023,122,6,215,48,19,1,47,473,716,0.196,0.339,0.471,0.81,0.351,656941
2023,46,10,91,100,21,1,12,395,585,0.253,0.325,0.365,0.69,0.307,642086
2023,68,3,148,73,26,8,44,354,576,0.299,0.385,0.644,1.029,0.429,660271
2023,72,5,111,112,40,4,29,491,753,0.274,0.348,0.473,0.821,0.354,543760
2023,25,9,56,21,8,1,6,163,233,0.181,0.3,0.322,0.622,0.283,669701
2023,44,7,104,48,14,1,18,229,361,0.261,0.366,0.487,0.853,0.369,545361
2023,61,8,130,79,36,2,33,443,662,0.253,0.331,0.487,0.818,0.351,572233
2023,52,13,128,63,39,3,22,383,575,0.249,0.334,0.467,0.801,0.345,600869
2023,45,6,151,104,35,5,26,471,692,0.265,0.319,0.457,0.776,0.334,607208
2023,53,6,154,77,23,1,18,369,547,0.244,0.325,0.406,0.731,0.321,605204
2023,57,4,144,69,25,6,12,297,470,0.274,0.368,0.452,0.82,0.358,669016
2023,40,5,130,118,36,1,13,446,659,0.274,0.323,0.399,0.722,0.316,608841
2023,36,11,176,101,36,3,28,467,682,0.265,0.315,0.463,0.778,0.334,657041
2023,32,13,118,86,28,6,18,431,614,0.243,0.298,0.408,0.706,0.306,682928
2023,41,7,88,47,12,0,9,223,339,0.234,0.342,0.368,0.71,0.319,624415
2023,53,6,78,52,14,1,8,305,439,0.197,0.305,0.303,0.608,0.278,669743
2023,28,0,60,88,18,4,9,336,483,0.262,0.304,0.378,0.682,0.298,671277
2023,11,4,18,26,5,1,0,79,126,0.288,0.373,0.351,0.724,0.328,645302
2023,7,0,27,26,7,1,2,108,151,0.25,0.285,0.354,0.639,0.279,572816
2023,44,1,92,39,12,2,8,243,349,0.201,0.304,0.332,0.636,0.286,670764
2023,39,15,100,79,26,1,5,284,449,0.281,0.367,0.39,0.757,0.338,456781
2023,28,18,129,44,23,3,19,272,407,0.247,0.332,0.485,0.817,0.351,670042
2023,23,8,86,59,14,2,11,252,369,0.254,0.317,0.405,0.722,0.316,571657
2023,30,6,58,94,24,0,18,389,561,0.259,0.307,0.408,0.715,0.31,660688
2023,48,10,172,63,20,1,30,353,525,0.244,0.328,0.484,0.812,0.348,667670
2023,13,3,62,33,11,0,10,172,242,0.239,0.289,0.42,0.709,0.306,668800
2023,46,2,106,63,27,3,16,323,480,0.252,0.327,0.44,0.767,0.332,502054
2023,36,3,74,26,9,0,8,210,292,0.17,0.281,0.3,0.581,0.265,665155
2023,6,0,33,9,5,0,3,55,78,0.236,0.295,0.431,0.726,0.312,656541
2023,17,1,41,27,4,1,3,116,169,0.232,0.314,0.331,0.645,0.29,606132
2023,5,5,14,10,4,0,0,47,71,0.23,0.338,0.295,0.633,0.295,607461
2023,22,6,134,51,25,2,9,288,403,0.232,0.285,0.381,0.666,0.29,657136
2023,4,1,16,4,4,1,0,46,60,0.164,0.233,0.273,0.506,0.226,669352
2023,11,2,71,39,9,0,5,196,262,0.213,0.252,0.309,0.561,0.247,693049
2023,29,2,78,88,16,3,7,280,425,0.289,0.341,0.398,0.739,0.325,542932
2023,47,5,113,73,21,4,9,362,521,0.228,0.305,0.348,0.653,0.29,656716
2023,11,4,45,7,6,0,5,107,140,0.144,0.236,0.312,0.548,0.244,681584
2023,2,0,18,7,0,0,0,52,61,0.119,0.148,0.119,0.267,0.124,621512
2023,10,0,34,8,1,0,1,73,93,0.12,0.215,0.169,0.384,0.186,682073
2023,19,7,59,44,10,0,6,239,325,0.201,0.265,0.294,0.559,0.251,663743
2023,3,1,9,1,1,0,0,21,27,0.087,0.222,0.13,0.352,0.183,669450
2023,5,1,47,26,7,2,2,138,181,0.211,0.238,0.309,0.547,0.238,660757
2023,4,2,24,13,6,0,2,75,102,0.219,0.265,0.344,0.609,0.267,640492
2023,24,1,44,50,16,3,4,229,327,0.242,0.3,0.354,0.654,0.288,493329
2023,24,1,76,53,14,0,6,228,326,0.243,0.301,0.349,0.65,0.287,667452
2023,28,1,84,56,17,0,4,246,352,0.238,0.301,0.328,0.629,0.281,668942
2023,63,6,86,70,20,4,6,325,494,0.235,0.342,0.344,0.686,0.31,672695
2023,18,4,86,55,17,5,9,293,401,0.227,0.269,0.369,0.638,0.277,677950
2023,26,1,66,43,10,0,10,252,342,0.2,0.263,0.327,0.59,0.261,657757
2023,5,2,46,24,5,1,5,109,151,0.243,0.278,0.396,0.674,0.291,443558
2023,9,0,27,16,6,1,1,85,118,0.22,0.28,0.321,0.601,0.266,641645
2023,49,8,110,56,31,4,11,312,471,0.246,0.338,0.42,0.758,0.332,656582
2023,23,3,95,60,15,0,12,273,386,0.242,0.293,0.383,0.676,0.295,519058
2023,21,5,75,35,7,0,6,181,255,0.21,0.29,0.319,0.609,0.274,666801
2023,12,1,42,18,3,0,1,88,123,0.2,0.285,0.255,0.54,0.25,571466
2023,18,1,52,57,4,2,4,244,330,0.215,0.261,0.28,0.541,0.242,669397
2023,9,9,24,52,16,1,2,204,293,0.258,0.304,0.345,0.649,0.287,663611
2023,13,2,70,19,4,0,7,149,194,0.168,0.232,0.307,0.539,0.239,664874
2023,4,1,20,9,2,0,4,58,78,0.205,0.256,0.397,0.653,0.282,670712
2023,37,2,107,51,23,3,14,271,401,0.251,0.324,0.448,0.772,0.333,660821
2023,7,3,20,38,7,0,7,111,173,0.319,0.358,0.491,0.849,0.366,669134
2023,10,3,40,22,7,0,2,96,140,0.244,0.314,0.346,0.66,0.295,663630
