"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba"
2021,15264,2112,42266,25006,7863,671,5944,124488,181348,0.241,0.314,0.406,0.72,0.313
