"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba"
2019,15523,2014,43425,26234,8636,799,6856,128079,188141,0.249,0.319,0.43,0.749,0.319
