"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","pitcher"
2019,27,3,54,33,13,0,13,207,296,0.222,0.301,0.417,0.718,0.306,453172
2019,0,0,3,0,0,0,0,3,3,0,0,0,0,0,600944
2019,15,0,43,29,11,2,12,180,249,0.231,0.277,0.449,0.726,0.302,661255
2019,15,0,27,13,6,0,7,74,115,0.26,0.357,0.53,0.887,0.37,519166
2019,10,3,39,15,5,2,5,81,121,0.25,0.331,0.472,0.803,0.338,622103
2019,19,4,139,17,7,2,15,227,291,0.153,0.22,0.362,0.582,0.246,623352
2019,0,0,3,0,0,0,0,3,3,0,0,0,0,0,547749
2019,24,5,87,50,11,1,8,218,317,0.243,0.312,0.372,0.684,0.297,621142
2019,10,4,49,20,16,1,5,122,178,0.256,0.315,0.457,0.772,0.325,424144
2019,0,0,3,0,0,0,0,3,3,0,0,0,0,0,595345
2019,16,3,46,17,8,3,8,121,176,0.229,0.312,0.471,0.783,0.329,592390
2019,25,3,27,22,11,0,4,96,161,0.278,0.404,0.451,0.855,0.371,672773
2019,0,0,2,0,1,0,0,3,4,0.25,0.25,0.5,0.75,0.304,572687
2019,16,3,42,22,7,2,5,108,163,0.25,0.337,0.431,0.768,0.329,542585
2019,9,2,13,8,2,0,3,29,53,0.31,0.453,0.571,1.024,0.431,458924
2019,27,2,73,25,9,1,12,169,245,0.218,0.31,0.435,0.745,0.317,593140
2019,5,0,6,4,3,0,0,24,36,0.226,0.333,0.323,0.656,0.294,657766
2019,20,2,51,20,5,2,7,169,225,0.167,0.249,0.315,0.564,0.246,643778
2019,27,1,63,45,5,1,5,180,264,0.237,0.318,0.331,0.649,0.287,594986
2019,38,6,45,28,8,0,7,136,223,0.24,0.39,0.402,0.792,0.351,594027
2019,13,2,73,52,17,1,13,246,344,0.252,0.285,0.429,0.714,0.3,489334
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,623183
2019,37,9,57,30,9,1,5,153,244,0.227,0.373,0.359,0.732,0.329,605280
2019,14,1,58,43,13,2,10,205,288,0.249,0.288,0.421,0.709,0.299,457915
2019,15,2,25,27,10,0,8,124,186,0.266,0.333,0.467,0.8,0.339,622505
2019,18,0,26,16,4,0,2,53,93,0.293,0.43,0.427,0.857,0.377,573127
2019,24,3,56,46,17,3,10,179,282,0.298,0.365,0.506,0.871,0.367,543045
2019,0,0,2,0,0,0,0,3,3,0,0,0,0,0,661832
2019,0,0,1,0,0,0,1,1,2,0.5,0.5,2,2.5,0.97,519246
2019,1,0,0,0,0,0,0,2,3,0,0.333,0,0.333,0.23,657209
2019,1,0,0,1,0,0,0,1,3,0.5,0.667,0.5,1.167,0.52,502004
2019,0,0,0,2,1,0,0,2,5,0.6,0.6,0.8,1.4,0.591,502083
2019,3,0,9,16,1,1,5,57,83,0.288,0.313,0.512,0.825,0.343,450212
2019,1,0,0,0,0,1,0,1,3,0.5,0.667,1.5,2.167,0.74,518927
2019,20,3,63,34,10,0,6,155,228,0.244,0.32,0.38,0.7,0.304,523260
2019,16,0,76,42,12,0,6,211,287,0.221,0.265,0.332,0.597,0.257,570663
2019,19,4,39,18,4,0,6,87,138,0.243,0.37,0.435,0.805,0.349,656977
2019,8,2,16,10,3,0,2,35,60,0.3,0.417,0.48,0.897,0.386,476594
2019,13,2,32,23,6,0,11,120,175,0.25,0.314,0.494,0.808,0.337,593974
2019,7,0,10,4,3,0,1,25,40,0.242,0.375,0.424,0.799,0.348,582494
2019,6,4,31,40,19,1,6,160,236,0.292,0.322,0.465,0.787,0.331,542947
2019,0,0,1,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,621191
2019,21,0,33,22,6,1,8,103,161,0.264,0.36,0.493,0.853,0.36,606930
2019,0,0,1,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,621153
2019,35,5,72,72,23,1,18,253,407,0.311,0.378,0.526,0.904,0.38,543557
2019,17,4,43,41,10,1,6,170,249,0.254,0.317,0.386,0.703,0.304,643256
2019,11,5,41,41,6,2,9,161,235,0.265,0.315,0.434,0.749,0.318,453265
2019,34,5,87,45,15,2,5,214,320,0.238,0.331,0.359,0.69,0.304,605151
2019,4,0,7,4,1,0,3,18,30,0.308,0.4,0.692,1.092,0.443,594056
2019,0,0,0,0,1,1,0,3,5,0.4,0.4,1,1.4,0.549,625974
2019,14,2,61,31,11,1,7,183,249,0.215,0.265,0.361,0.626,0.267,489265
2019,32,1,61,19,16,1,6,148,223,0.221,0.336,0.411,0.747,0.323,605121
2019,15,0,60,27,11,0,10,173,236,0.217,0.267,0.403,0.67,0.282,621295
2019,1,0,0,0,0,0,0,1,2,0,0.5,0,0.5,0.345,571751
2019,2,0,18,7,2,1,1,29,42,0.275,0.31,0.45,0.76,0.318,595897
2019,1,0,0,0,0,0,0,1,2,0,0.5,0,0.5,0.345,471174
2019,15,0,63,33,3,0,6,176,233,0.193,0.245,0.289,0.534,0.233,501789
2019,19,0,96,31,4,2,10,193,259,0.196,0.255,0.354,0.609,0.26,519293
2019,23,6,90,28,7,0,10,202,276,0.182,0.268,0.332,0.6,0.263,593576
2019,12,2,33,21,11,1,7,113,167,0.261,0.323,0.484,0.807,0.338,664208
2019,3,0,5,5,3,0,1,28,40,0.243,0.3,0.405,0.705,0.3,525768
2019,10,4,47,30,9,1,8,134,196,0.264,0.316,0.456,0.772,0.326,543883
2019,21,2,51,25,8,1,8,132,197,0.241,0.33,0.437,0.767,0.327,488748
2019,11,3,30,12,3,1,4,88,122,0.185,0.279,0.343,0.622,0.272,605388
2019,6,0,6,6,1,0,1,22,36,0.267,0.389,0.4,0.789,0.348,502085
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,543506
2019,23,3,66,33,7,0,13,180,259,0.227,0.305,0.425,0.73,0.311,453284
2019,3,1,16,29,7,0,6,87,133,0.326,0.346,0.519,0.865,0.362,519096
2019,0,0,0,0,1,0,0,0,1,1,1,2,3,1.217,592464
2019,15,1,44,20,4,1,5,145,191,0.171,0.241,0.291,0.532,0.233,542914
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,595919
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,664102
2019,50,6,116,112,41,6,36,470,721,0.293,0.348,0.535,0.883,0.368,579328
2019,8,3,11,11,3,2,7,72,106,0.242,0.321,0.537,0.858,0.354,462136
2019,54,3,163,115,39,4,29,548,792,0.254,0.308,0.437,0.745,0.315,518876
2019,46,9,140,69,24,4,28,355,535,0.26,0.336,0.502,0.838,0.351,592826
2019,22,0,79,45,12,0,18,160,257,0.319,0.377,0.6,0.977,0.404,669203
2019,16,3,19,19,9,2,6,80,135,0.31,0.407,0.578,0.985,0.41,641571
2019,22,1,36,30,12,0,9,129,203,0.283,0.365,0.5,0.865,0.365,476451
2019,48,4,169,95,30,1,31,509,718,0.236,0.291,0.423,0.714,0.302,543101
2019,57,4,149,69,21,2,26,364,543,0.245,0.33,0.459,0.789,0.334,502042
2019,48,7,144,95,25,9,30,548,762,0.225,0.281,0.413,0.694,0.293,502188
2019,2,1,2,3,1,0,2,12,21,0.333,0.429,0.722,1.151,0.467,434628
2019,17,1,47,29,7,0,10,151,215,0.234,0.298,0.421,0.719,0.305,606273
2019,13,0,24,11,6,0,11,68,109,0.292,0.376,0.698,1.074,0.433,656686
2019,16,6,66,54,21,2,17,212,328,0.307,0.354,0.556,0.91,0.378,612672
2019,32,9,155,112,41,2,20,536,752,0.246,0.287,0.394,0.681,0.29,543294
2019,1,0,1,2,1,0,0,6,10,0.333,0.4,0.444,0.844,0.365,669920
2019,57,2,124,74,23,4,33,340,533,0.283,0.362,0.557,0.919,0.381,592767
2019,39,2,173,66,26,1,11,375,520,0.217,0.279,0.344,0.623,0.27,605182
2019,11,0,11,2,2,0,0,31,46,0.114,0.326,0.171,0.497,0.256,643290
2019,25,4,93,53,18,0,21,291,412,0.24,0.294,0.452,0.746,0.313,543208
2019,20,5,82,38,11,3,9,205,291,0.229,0.296,0.395,0.691,0.295,598287
2019,3,0,10,7,1,0,1,41,53,0.18,0.226,0.26,0.486,0.214,519043
2019,47,9,120,153,45,0,30,543,827,0.296,0.343,0.471,0.814,0.345,467100
2019,31,2,70,47,18,2,30,253,383,0.277,0.339,0.597,0.936,0.384,605276
2019,39,5,157,70,28,0,33,436,611,0.231,0.286,0.455,0.741,0.31,593334
2019,3,0,5,0,0,0,0,6,9,0,0.333,0,0.333,0.23,656266
2019,46,8,156,104,34,4,27,483,706,0.259,0.316,0.448,0.764,0.323,571927
2019,30,6,72,43,16,1,15,224,335,0.251,0.331,0.462,0.793,0.336,623381
2019,22,4,166,112,35,0,18,550,741,0.231,0.258,0.355,0.613,0.26,547943
2019,2,0,1,3,2,0,0,10,17,0.333,0.412,0.467,0.879,0.378,663765
2019,14,1,20,15,6,1,6,57,100,0.329,0.43,0.635,1.065,0.439,657140
2019,11,2,22,8,5,2,5,67,100,0.23,0.33,0.506,0.836,0.348,670036
2019,29,3,118,73,19,3,23,396,546,0.23,0.275,0.412,0.687,0.289,630023
2019,16,1,67,34,13,1,11,157,233,0.273,0.326,0.495,0.821,0.343,605538
2019,3,1,4,1,2,0,1,11,19,0.267,0.421,0.6,1.021,0.423,592741
2019,24,3,65,34,5,2,7,188,263,0.203,0.285,0.331,0.616,0.27,592135
2019,37,1,59,40,9,0,9,170,266,0.254,0.361,0.412,0.773,0.336,595014
2019,13,1,24,6,10,1,4,57,92,0.269,0.38,0.577,0.957,0.395,592804
2019,19,9,122,74,31,3,15,421,572,0.226,0.264,0.377,0.641,0.272,642232
2019,6,1,16,3,0,0,7,46,63,0.179,0.27,0.554,0.824,0.334,608716
2019,10,2,25,18,6,1,4,57,98,0.337,0.418,0.57,0.988,0.414,657566
2019,19,3,79,35,6,1,9,204,277,0.2,0.264,0.337,0.601,0.26,465657
2019,10,0,71,33,10,3,11,241,308,0.191,0.218,0.356,0.574,0.239,433589
2019,0,0,0,2,0,0,0,3,5,0.4,0.4,0.4,0.8,0.348,519240
2019,18,2,70,42,4,0,6,156,228,0.25,0.316,0.356,0.672,0.293,605177
2019,3,0,1,0,0,0,0,2,5,0,0.6,0,0.6,0.414,491708
2019,16,0,60,30,15,1,9,153,224,0.264,0.317,0.476,0.793,0.332,656713
2019,28,3,57,16,10,0,1,94,152,0.223,0.382,0.331,0.713,0.326,650382
2019,8,3,24,17,3,1,8,78,118,0.271,0.339,0.542,0.881,0.366,657228
2019,0,0,2,1,1,0,1,6,9,0.333,0.333,0.778,1.111,0.447,571476
2019,39,6,103,27,16,2,7,206,303,0.202,0.32,0.36,0.68,0.3,600917
2019,1,0,2,1,0,0,0,5,7,0.167,0.286,0.167,0.453,0.223,643320
2019,1,0,2,0,1,0,1,2,5,0.5,0.6,1.5,2.1,0.769,656904
2019,11,0,18,6,2,0,1,43,63,0.173,0.317,0.269,0.586,0.273,656186
2019,2,0,0,0,0,0,0,5,7,0,0.286,0,0.286,0.197,641425
2019,23,3,73,40,13,3,13,210,305,0.247,0.311,0.455,0.766,0.323,606965
2019,19,2,90,36,13,1,12,197,280,0.239,0.296,0.436,0.732,0.309,628452
2019,0,0,0,2,1,0,2,2,7,0.714,0.714,1.714,2.428,0.977,670579
2019,3,1,0,0,0,0,0,0,4,0,1,0,0,0.697,676358
2019,31,5,80,38,17,1,6,236,334,0.208,0.293,0.332,0.625,0.275,519393
2019,18,2,20,12,6,0,4,68,110,0.244,0.382,0.444,0.826,0.358,435043
2019,0,0,2,1,4,0,0,3,8,0.625,0.625,1.125,1.75,0.717,641483
2019,16,2,11,6,1,0,5,42,72,0.222,0.417,0.519,0.936,0.397,613317
2019,41,3,70,28,10,0,7,164,253,0.215,0.352,0.364,0.716,0.318,605240
2019,2,1,0,2,0,0,0,1,6,0.667,0.833,0.667,1.5,0.64,656885
2019,1,0,1,0,1,1,0,4,7,0.333,0.429,0.833,1.262,0.491,620986
2019,22,2,40,23,7,0,9,106,169,0.269,0.373,0.503,0.876,0.37,607457
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,664012
2019,1,0,1,0,0,0,0,6,7,0,0.143,0,0.143,0.099,554234
2019,27,10,71,32,2,0,11,158,240,0.222,0.342,0.394,0.736,0.323,453192
2019,19,1,54,32,13,3,7,127,202,0.302,0.371,0.522,0.893,0.375,456696
2019,0,0,2,1,1,0,0,5,7,0.286,0.286,0.429,0.715,0.298,571871
2019,14,0,30,21,5,2,10,136,188,0.218,0.277,0.443,0.72,0.3,543278
2019,8,4,5,8,3,0,7,44,74,0.29,0.405,0.677,1.082,0.44,642028
2019,19,0,48,20,8,0,6,139,192,0.197,0.276,0.347,0.623,0.27,592165
2019,7,1,20,11,8,0,4,50,81,0.315,0.383,0.589,0.972,0.403,607219
2019,11,1,42,34,6,1,7,141,201,0.254,0.299,0.407,0.706,0.3,621056
2019,5,0,1,0,0,0,0,6,11,0,0.455,0,0.455,0.314,594951
2019,20,0,18,17,8,1,2,61,109,0.315,0.44,0.494,0.934,0.401,622092
2019,1,0,1,1,0,0,0,3,5,0.25,0.4,0.25,0.65,0.312,592296
2019,12,1,97,26,7,3,12,213,274,0.184,0.223,0.372,0.595,0.248,641941
2019,1,0,1,1,0,0,0,3,5,0.25,0.4,0.25,0.65,0.312,657680
2019,10,0,27,18,8,0,2,102,140,0.215,0.271,0.323,0.594,0.258,621199
2019,28,3,49,36,15,2,7,164,255,0.268,0.357,0.446,0.803,0.344,584171
2019,3,1,6,7,1,0,1,16,29,0.36,0.448,0.52,0.968,0.415,501992
2019,1,0,1,0,0,1,0,3,5,0.25,0.4,0.75,1.15,0.444,622490
2019,6,0,4,3,3,0,0,27,39,0.182,0.308,0.273,0.581,0.267,502593
2019,19,1,34,12,5,0,4,80,121,0.208,0.339,0.376,0.715,0.315,641853
2019,32,2,55,41,12,1,6,161,255,0.271,0.369,0.416,0.785,0.341,605155
2019,24,0,33,24,13,1,4,96,162,0.304,0.407,0.5,0.907,0.386,605488
2019,1,0,0,0,1,0,1,2,5,0.5,0.6,1.5,2.1,0.769,592130
2019,26,7,54,22,10,0,8,134,207,0.23,0.353,0.425,0.778,0.337,657571
2019,2,1,10,4,6,0,1,27,41,0.289,0.341,0.526,0.867,0.361,670426
2019,0,0,1,1,0,0,0,6,7,0.143,0.143,0.143,0.286,0.124,594985
2019,2,0,2,2,1,0,2,12,19,0.294,0.368,0.706,1.074,0.432,623439
2019,40,0,72,42,12,0,10,217,321,0.228,0.324,0.377,0.701,0.306,612434
2019,22,2,39,41,11,0,6,120,202,0.326,0.406,0.489,0.895,0.383,614179
2019,10,4,50,29,10,3,5,168,229,0.219,0.266,0.363,0.629,0.268,445213
2019,23,4,72,42,16,0,14,249,348,0.224,0.284,0.405,0.689,0.293,622065
2019,11,1,23,9,6,1,5,66,99,0.241,0.333,0.506,0.839,0.35,595465
2019,0,0,0,2,0,0,1,3,6,0.5,0.5,1,1.5,0.613,646081
2019,14,1,52,50,10,0,9,173,257,0.285,0.327,0.438,0.765,0.325,501625
2019,20,1,71,19,8,0,9,166,223,0.178,0.256,0.351,0.607,0.261,543118
2019,15,2,39,47,19,0,4,182,269,0.278,0.323,0.401,0.724,0.311,641838
2019,36,2,114,34,9,0,8,197,286,0.206,0.311,0.339,0.65,0.288,598264
2019,3,1,19,6,4,0,4,39,57,0.264,0.316,0.566,0.882,0.362,544928
2019,25,3,89,40,12,1,6,219,306,0.212,0.284,0.327,0.611,0.268,605154
2019,16,4,66,31,7,0,8,189,255,0.196,0.259,0.328,0.587,0.255,572888
2019,0,0,2,0,0,0,0,3,3,0,0,0,0,0,592874
2019,9,3,20,11,4,0,1,66,94,0.195,0.298,0.28,0.578,0.263,592094
2019,13,2,67,41,10,3,11,183,263,0.262,0.304,0.46,0.764,0.32,448281
2019,8,3,8,4,3,1,4,29,52,0.293,0.442,0.707,1.149,0.463,641438
2019,23,4,70,28,8,1,6,208,278,0.171,0.252,0.283,0.535,0.237,520980
2019,1,0,0,0,0,0,0,4,5,0,0.2,0,0.2,0.138,672911
2019,0,0,1,1,0,0,0,4,5,0.2,0.2,0.2,0.4,0.174,673316
2019,12,6,68,15,9,1,15,190,248,0.174,0.234,0.417,0.651,0.271,554340
2019,0,0,2,0,0,0,0,3,3,0,0,0,0,0,676831
2019,5,0,67,36,7,0,9,162,219,0.243,0.26,0.402,0.662,0.277,455119
2019,9,2,42,35,11,1,4,141,203,0.266,0.305,0.396,0.701,0.299,571670
2019,34,7,63,24,6,1,10,146,228,0.219,0.36,0.422,0.782,0.34,605195
2019,22,4,84,31,12,1,13,178,261,0.243,0.318,0.468,0.786,0.331,641729
2019,1,0,0,1,0,0,0,1,3,0.5,0.667,0.5,1.167,0.52,488846
2019,1,1,3,3,4,0,0,14,23,0.333,0.391,0.524,0.915,0.386,571948
2019,8,3,13,8,4,0,4,42,69,0.276,0.391,0.552,0.943,0.395,605441
2019,17,0,20,27,10,1,9,79,143,0.373,0.448,0.683,1.131,0.464,621389
2019,0,1,0,0,1,0,1,1,4,0.667,0.75,2,2.75,0.969,656008
2019,0,0,0,0,0,0,1,3,4,0.25,0.25,1,1.25,0.485,607294
2019,23,5,74,37,14,3,8,201,291,0.236,0.309,0.403,0.712,0.305,571656
2019,13,3,55,38,10,1,6,184,255,0.23,0.278,0.356,0.634,0.273,473879
2019,9,2,45,31,11,1,12,139,205,0.284,0.322,0.536,0.858,0.355,518875
2019,15,0,21,13,2,0,6,69,105,0.233,0.343,0.456,0.799,0.34,641341
2019,26,4,18,10,1,0,0,47,88,0.19,0.466,0.207,0.673,0.349,572096
2019,14,2,111,31,11,2,8,195,263,0.211,0.259,0.368,0.627,0.266,623433
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,664687
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,571687
2019,8,1,19,7,7,0,4,60,87,0.231,0.31,0.474,0.784,0.329,664157
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,664158
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,621343
2019,5,2,16,17,4,0,1,45,74,0.328,0.392,0.433,0.825,0.358,592865
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,673140
2019,12,3,45,33,8,2,7,165,230,0.233,0.283,0.386,0.669,0.285,592473
2019,3,1,10,9,3,0,2,35,53,0.286,0.34,0.469,0.809,0.342,543903
2019,30,1,61,42,8,3,4,156,244,0.268,0.361,0.39,0.751,0.328,542960
2019,6,2,5,2,2,0,2,26,40,0.188,0.35,0.438,0.788,0.341,457754
2019,23,5,82,40,9,2,8,202,289,0.226,0.301,0.368,0.669,0.29,650895
2019,17,1,53,41,11,1,8,154,233,0.284,0.339,0.456,0.795,0.337,516969
2019,31,3,71,28,9,0,4,171,246,0.193,0.305,0.292,0.597,0.271,606625
2019,0,0,1,0,0,1,0,1,2,0.5,0.5,1.5,2,0.764,656196
2019,11,4,41,22,5,0,4,116,162,0.211,0.284,0.327,0.611,0.268,657612
2019,13,4,84,35,13,0,6,170,241,0.241,0.295,0.379,0.674,0.289,543272
2019,3,0,9,4,1,0,0,24,32,0.172,0.25,0.207,0.457,0.211,642121
2019,19,4,99,33,10,0,15,173,254,0.251,0.319,0.489,0.808,0.338,621242
2019,10,2,35,38,13,0,11,135,209,0.315,0.354,0.548,0.902,0.376,594840
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,676601
2019,15,2,34,22,6,0,6,72,123,0.321,0.415,0.547,0.962,0.405,605501
2019,11,1,31,12,3,0,2,84,113,0.168,0.257,0.257,0.514,0.233,663855
2019,11,4,14,21,4,0,6,50,96,0.383,0.479,0.654,1.133,0.471,605463
2019,0,1,0,0,0,0,1,0,2,1,1,4,5,1.329,592769
2019,21,1,55,23,10,2,7,184,248,0.186,0.258,0.341,0.599,0.258,517008
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,606939
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,488787
2019,31,7,244,83,43,0,18,509,691,0.221,0.263,0.369,0.632,0.269,453286
2019,43,6,301,66,28,7,36,662,848,0.171,0.219,0.359,0.578,0.243,434378
2019,17,1,46,21,7,1,4,107,158,0.236,0.323,0.386,0.709,0.307,607074
2019,78,11,229,112,34,3,27,585,850,0.231,0.312,0.39,0.702,0.303,605400
2019,53,5,165,139,35,5,26,502,765,0.29,0.344,0.464,0.808,0.342,452657
2019,51,9,195,130,35,3,26,588,842,0.248,0.302,0.4,0.702,0.3,621244
2019,45,5,101,68,20,2,25,304,469,0.274,0.352,0.511,0.863,0.362,468504
2019,58,1,160,131,32,2,18,532,774,0.256,0.313,0.382,0.695,0.299,573186
2019,23,2,62,64,22,0,13,242,366,0.29,0.339,0.469,0.808,0.341,570632
2019,45,7,255,106,28,1,19,599,805,0.205,0.256,0.32,0.576,0.249,594798
2019,35,2,80,73,21,7,25,307,470,0.291,0.347,0.545,0.892,0.37,607536
2019,70,9,122,110,19,10,15,476,709,0.244,0.329,0.378,0.707,0.307,641745
2019,41,10,204,115,41,5,30,600,842,0.241,0.287,0.42,0.707,0.298,518516
2019,39,1,148,64,18,0,14,305,441,0.239,0.308,0.389,0.697,0.3,605483
2019,79,7,226,87,29,1,22,556,781,0.2,0.288,0.34,0.628,0.275,622491
2019,80,14,163,91,33,2,22,509,751,0.225,0.322,0.382,0.704,0.307,527054
2019,39,6,81,58,24,4,25,299,455,0.271,0.343,0.532,0.875,0.364,502239
