"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","pitcher"
2022,34,2,72,57,17,1,12,268,391,0.245,0.315,0.4,0.715,0.315,593958
2022,50,9,208,120,32,6,16,654,887,0.21,0.263,0.321,0.584,0.259,645261
2022,25,11,173,75,20,0,13,422,566,0.204,0.254,0.315,0.569,0.254,453286
2022,65,8,155,74,20,4,38,439,648,0.237,0.323,0.483,0.806,0.349,680686
2022,17,2,58,46,12,1,8,188,274,0.263,0.314,0.412,0.726,0.318,621111
2022,64,18,205,93,26,2,28,498,729,0.23,0.317,0.406,0.723,0.32,450203
2022,20,1,104,73,21,0,21,325,461,0.261,0.295,0.452,0.747,0.323,543135
2022,31,9,236,109,39,1,19,602,810,0.218,0.257,0.345,0.602,0.265,605400
2022,60,2,178,104,40,2,21,575,804,0.225,0.285,0.369,0.654,0.288,518876
2022,46,8,122,68,27,2,13,375,539,0.227,0.304,0.371,0.675,0.3,672282
2022,54,16,131,119,47,8,19,504,767,0.277,0.343,0.449,0.792,0.346,607536
2022,48,10,151,65,28,2,20,432,605,0.21,0.286,0.378,0.664,0.294,657746
2022,39,6,135,69,17,2,17,372,522,0.22,0.287,0.371,0.658,0.291,592351
2022,38,3,195,81,16,0,19,484,641,0.193,0.245,0.315,0.56,0.249,663556
2022,52,2,259,88,31,2,33,588,796,0.208,0.261,0.388,0.649,0.284,543037
2022,35,3,86,77,13,2,14,309,453,0.255,0.318,0.398,0.716,0.316,543606
2022,60,4,177,107,37,3,24,462,697,0.27,0.337,0.452,0.789,0.344,608337
2022,27,0,47,43,13,2,8,161,254,0.291,0.366,0.471,0.837,0.365,665665
2022,24,2,92,86,20,1,24,330,487,0.284,0.322,0.488,0.81,0.35,502179
2022,19,3,54,37,12,3,11,231,316,0.214,0.269,0.388,0.657,0.287,642545
2022,23,3,45,24,8,3,5,131,197,0.234,0.335,0.404,0.739,0.327,656546
2022,15,1,82,40,14,1,10,230,311,0.22,0.26,0.376,0.636,0.278,676477
2022,17,1,37,27,6,0,7,131,189,0.234,0.307,0.392,0.699,0.309,663423
2022,46,11,151,135,34,1,29,498,754,0.286,0.34,0.462,0.802,0.349,621244
2022,15,2,85,30,5,2,7,173,234,0.203,0.261,0.341,0.602,0.266,521230
2022,41,2,68,80,17,2,15,306,463,0.271,0.339,0.429,0.768,0.337,571800
2022,14,4,89,39,4,1,6,196,264,0.203,0.258,0.301,0.559,0.25,661395
2022,20,2,85,28,6,3,8,191,258,0.191,0.26,0.343,0.603,0.267,445276
2022,6,1,27,17,3,1,0,72,100,0.226,0.28,0.28,0.56,0.253,641755
2022,6,0,13,11,3,0,4,49,73,0.269,0.329,0.493,0.822,0.355,621082
2022,19,2,35,35,16,0,5,130,207,0.301,0.372,0.468,0.84,0.367,669912
2022,10,0,16,18,4,0,3,59,94,0.298,0.372,0.452,0.824,0.362,623485
2022,9,0,9,5,2,0,0,37,53,0.159,0.302,0.205,0.507,0.248,543056
2022,18,1,33,23,4,0,5,97,148,0.248,0.345,0.395,0.74,0.33,661383
2022,3,0,2,3,2,0,0,8,16,0.385,0.5,0.538,1.038,0.453,520980
2022,12,4,33,32,10,1,7,128,194,0.281,0.34,0.466,0.806,0.351,528748
2022,10,2,30,25,3,0,2,75,117,0.286,0.359,0.371,0.73,0.328,607481
2022,5,0,10,14,3,2,2,42,68,0.333,0.382,0.54,0.922,0.396,608716
2022,14,0,66,24,7,1,3,148,197,0.191,0.249,0.29,0.539,0.241,650633
2022,27,7,72,40,6,3,4,207,294,0.204,0.296,0.296,0.592,0.271,605347
2022,27,4,54,35,13,0,2,173,254,0.224,0.319,0.309,0.628,0.287,642701
2022,28,3,81,38,11,1,4,200,285,0.213,0.298,0.311,0.609,0.277,666808
2022,10,0,32,15,6,0,4,64,99,0.281,0.354,0.483,0.837,0.364,622250
2022,26,5,72,32,14,1,4,176,258,0.225,0.318,0.348,0.666,0.3,518886
2022,26,1,55,25,9,0,2,138,201,0.207,0.313,0.293,0.606,0.28,571656
2022,15,4,58,31,11,0,6,179,246,0.211,0.272,0.339,0.611,0.272,554340
2022,23,1,48,31,9,1,3,124,192,0.262,0.354,0.381,0.735,0.329,664875
2022,2,0,14,8,3,0,4,58,75,0.205,0.227,0.411,0.638,0.274,552640
2022,27,4,88,36,7,0,2,173,249,0.206,0.305,0.266,0.571,0.266,650556
2022,4,1,7,3,4,0,1,19,32,0.296,0.406,0.556,0.962,0.414,669854
2022,24,3,66,50,8,2,5,191,283,0.254,0.325,0.359,0.684,0.306,608665
2022,17,4,74,35,5,0,4,189,254,0.189,0.256,0.262,0.518,0.237,605447
2022,15,1,21,18,3,0,4,82,123,0.234,0.333,0.374,0.707,0.317,605525
2022,5,2,30,13,3,0,1,73,97,0.189,0.247,0.256,0.503,0.229,543339
2022,18,0,37,38,2,0,3,141,202,0.234,0.302,0.293,0.595,0.271,642528
2022,18,1,54,43,20,3,5,198,288,0.264,0.312,0.416,0.728,0.318,605154
2022,3,0,2,1,1,0,1,8,14,0.273,0.429,0.636,1.065,0.449,650960
2022,19,0,73,36,8,1,6,204,274,0.2,0.255,0.31,0.565,0.252,542914
2022,32,1,146,78,19,3,14,403,550,0.221,0.267,0.35,0.617,0.272,605488
2022,11,1,30,49,6,1,5,146,219,0.295,0.333,0.406,0.739,0.325,667463
2022,12,3,63,28,15,1,4,200,263,0.194,0.24,0.31,0.55,0.243,623474
2022,17,5,52,26,7,0,5,133,193,0.222,0.311,0.351,0.662,0.298,621381
2022,1,0,5,3,0,0,3,13,20,0.316,0.35,0.789,1.139,0.478,518813
2022,15,0,38,25,8,0,6,94,148,0.293,0.365,0.489,0.854,0.371,642121
2022,9,1,9,12,2,0,1,49,74,0.234,0.338,0.312,0.65,0.299,642130
2022,31,5,82,34,6,2,5,188,271,0.2,0.306,0.306,0.612,0.281,656638
2022,13,0,35,15,8,1,6,132,175,0.185,0.246,0.358,0.604,0.265,605538
2022,9,3,43,27,8,1,3,145,196,0.212,0.26,0.315,0.575,0.256,660813
2022,12,8,58,48,10,2,6,206,292,0.243,0.295,0.36,0.655,0.29,643256
2022,45,4,90,41,7,2,5,184,288,0.23,0.361,0.339,0.7,0.321,656945
2022,22,2,41,40,10,1,7,122,204,0.322,0.402,0.506,0.908,0.395,544727
2022,1,0,0,2,1,0,3,8,15,0.429,0.467,1.143,1.61,0.662,642048
2022,13,3,58,29,11,1,9,196,262,0.203,0.252,0.366,0.618,0.271,642758
2022,5,0,25,7,0,0,0,74,86,0.086,0.14,0.086,0.226,0.112,656420
2022,33,7,60,34,12,1,2,173,262,0.221,0.34,0.311,0.651,0.3,642397
2022,21,2,73,36,7,1,3,198,268,0.192,0.261,0.265,0.526,0.24,606160
2022,18,9,66,34,9,0,2,186,258,0.195,0.279,0.26,0.539,0.25,605280
2022,12,1,64,37,22,0,9,181,262,0.273,0.309,0.47,0.779,0.336,518489
2022,2,0,2,2,0,0,0,6,10,0.25,0.4,0.25,0.65,0.315,660896
2022,21,1,55,38,6,0,2,166,234,0.217,0.291,0.274,0.565,0.259,672335
2022,31,5,83,20,3,0,5,189,253,0.129,0.253,0.212,0.465,0.224,664747
2022,22,2,65,34,14,1,9,176,258,0.248,0.318,0.432,0.75,0.328,519293
2022,14,4,73,18,4,0,10,190,240,0.144,0.208,0.297,0.505,0.226,623149
2022,16,0,53,25,4,0,9,134,188,0.221,0.287,0.401,0.688,0.302,622098
2022,28,1,44,15,5,0,4,107,160,0.183,0.331,0.313,0.644,0.299,547973
2022,9,2,12,12,8,0,3,63,97,0.267,0.351,0.465,0.816,0.356,606930
2022,15,3,94,32,12,0,5,204,271,0.194,0.247,0.3,0.547,0.245,621345
2022,17,7,60,35,16,0,6,212,293,0.212,0.276,0.338,0.614,0.274,622253
2022,23,5,50,50,17,3,3,218,319,0.251,0.317,0.361,0.678,0.301,643511
2022,25,3,76,47,8,2,3,202,290,0.229,0.303,0.309,0.612,0.277,641329
2022,12,2,19,8,2,0,0,43,67,0.189,0.358,0.226,0.584,0.288,605195
2022,0,0,6,0,1,0,0,16,17,0.059,0.059,0.118,0.177,0.074,448281
2022,7,1,32,36,24,0,3,148,219,0.299,0.324,0.455,0.779,0.337,542947
2022,25,2,42,20,8,1,4,132,192,0.2,0.312,0.333,0.645,0.293,608349
2022,11,0,25,24,9,2,6,110,162,0.272,0.321,0.477,0.798,0.344,459429
2022,5,0,17,9,3,0,1,44,62,0.228,0.29,0.333,0.623,0.278,643338
2022,7,1,8,2,3,1,1,29,44,0.194,0.341,0.417,0.758,0.336,656887
2022,10,1,12,18,4,0,3,60,96,0.294,0.375,0.447,0.822,0.362,656986
2022,13,0,21,14,6,0,5,72,110,0.258,0.345,0.474,0.819,0.357,570663
2022,6,2,23,18,9,0,4,79,118,0.282,0.331,0.473,0.804,0.348,657240
2022,18,11,84,34,13,3,7,187,273,0.234,0.315,0.398,0.713,0.315,573124
2022,18,2,45,30,7,0,15,151,223,0.256,0.323,0.512,0.835,0.36,594577
2022,20,0,53,32,16,1,6,144,219,0.276,0.342,0.457,0.799,0.348,608678
2022,16,4,32,15,10,0,2,85,132,0.241,0.356,0.384,0.74,0.333,612434
2022,21,2,111,77,28,0,12,397,537,0.228,0.261,0.352,0.613,0.268,548389
2022,22,6,38,26,8,1,2,132,197,0.219,0.33,0.314,0.644,0.296,543272
2022,21,1,61,23,9,0,4,148,206,0.196,0.282,0.31,0.592,0.268,622554
2022,5,2,17,7,5,1,3,63,86,0.203,0.267,0.405,0.672,0.293,608638
2022,8,1,17,14,0,0,3,52,78,0.246,0.333,0.377,0.71,0.318,669622
2022,27,2,36,16,7,0,3,127,182,0.17,0.302,0.275,0.577,0.27,554431
2022,15,6,61,27,6,1,3,161,219,0.187,0.265,0.273,0.538,0.246,548384
2022,41,8,80,32,11,0,9,168,269,0.236,0.375,0.409,0.784,0.352,518617
2022,1,0,6,0,0,0,1,15,17,0.062,0.118,0.25,0.368,0.162,595014
2022,16,1,47,35,5,0,2,163,222,0.205,0.266,0.259,0.525,0.239,593974
2022,14,5,27,15,13,0,4,86,137,0.271,0.372,0.483,0.855,0.374,545343
2022,9,2,15,8,1,1,1,39,61,0.22,0.361,0.34,0.701,0.322,643316
2022,8,2,16,10,3,1,3,48,75,0.262,0.36,0.477,0.837,0.365,501625
2022,28,2,77,48,21,0,12,222,333,0.267,0.333,0.455,0.788,0.344,676710
2022,28,13,74,39,3,1,11,193,288,0.219,0.33,0.372,0.702,0.317,518553
2022,19,4,45,17,8,1,4,96,149,0.238,0.356,0.413,0.769,0.342,659275
2022,62,13,108,79,17,2,21,393,587,0.232,0.33,0.396,0.726,0.324,657248
2022,52,8,174,91,39,6,21,518,735,0.233,0.295,0.401,0.696,0.305,641154
2022,48,12,193,73,32,1,15,535,716,0.184,0.253,0.305,0.558,0.25,668678
2022,48,3,90,95,23,1,19,356,545,0.279,0.347,0.445,0.792,0.347,605507
2022,29,3,95,96,29,2,24,414,597,0.267,0.307,0.453,0.76,0.329,605164
2022,48,9,144,117,33,2,24,485,718,0.266,0.325,0.431,0.756,0.331,502043
2022,35,5,85,64,18,4,16,286,428,0.263,0.332,0.454,0.786,0.342,663372
2022,41,4,95,62,19,0,15,307,448,0.238,0.315,0.397,0.712,0.315,607259
2022,37,4,109,77,27,6,15,360,526,0.258,0.316,0.431,0.747,0.325,448179
2022,19,0,36,14,6,1,12,100,152,0.248,0.342,0.579,0.921,0.391,664161
2022,28,5,89,62,31,2,15,322,465,0.255,0.308,0.44,0.748,0.325,621112
2022,26,1,54,48,10,1,14,240,340,0.233,0.294,0.406,0.7,0.307,689225
2022,48,6,70,64,22,3,19,304,466,0.262,0.348,0.468,0.816,0.356,669169
2022,29,2,76,55,18,1,16,303,424,0.229,0.285,0.402,0.687,0.301,669330
2022,47,7,126,60,21,1,11,306,453,0.233,0.325,0.373,0.698,0.312,656849
2022,17,4,19,8,2,0,4,51,86,0.215,0.407,0.431,0.838,0.378,659262
2022,39,5,100,87,30,0,19,389,569,0.259,0.316,0.425,0.741,0.324,668676
2022,8,0,7,3,4,0,1,17,33,0.32,0.485,0.6,1.085,0.463,663629
2022,33,3,127,82,23,3,13,429,586,0.22,0.268,0.344,0.612,0.27,656876
2022,38,1,73,85,18,1,9,303,455,0.272,0.334,0.385,0.719,0.319,669467
2022,59,0,94,101,27,0,21,366,574,0.289,0.362,0.464,0.826,0.361,607200
2022,15,1,69,27,11,0,4,151,209,0.218,0.278,0.337,0.615,0.273,670280
2022,26,5,91,60,24,1,16,315,447,0.243,0.295,0.421,0.716,0.312,592767
2022,6,1,31,26,10,0,3,94,140,0.293,0.329,0.436,0.765,0.333,676050
2022,18,1,50,37,9,0,4,129,198,0.279,0.348,0.397,0.745,0.331,656730
2022,14,2,17,28,5,1,4,97,151,0.281,0.358,0.422,0.78,0.345,621248
2022,20,3,53,21,8,0,7,155,214,0.188,0.276,0.34,0.616,0.276,621051
2022,9,4,33,12,4,0,2,103,134,0.149,0.231,0.231,0.462,0.216,622075
2022,29,3,96,24,5,0,2,176,239,0.15,0.264,0.203,0.467,0.225,642207
2022,7,1,21,13,3,0,4,67,95,0.23,0.295,0.402,0.697,0.306,668665
2022,17,0,26,23,7,0,5,113,165,0.236,0.315,0.385,0.7,0.31,596071
2022,17,0,73,25,10,1,6,175,234,0.194,0.252,0.332,0.584,0.258,606149
2022,25,1,78,27,15,0,5,157,230,0.23,0.317,0.377,0.694,0.309,571479
2022,6,0,3,0,1,0,0,7,14,0.125,0.5,0.25,0.75,0.385,571917
2022,19,6,68,24,6,1,11,170,237,0.198,0.283,0.392,0.675,0.298,676714
2022,6,0,9,6,2,1,3,38,56,0.24,0.321,0.5,0.821,0.353,667376
2022,25,0,40,34,7,0,4,149,219,0.232,0.32,0.33,0.65,0.294,617228
2022,4,1,6,4,1,0,3,26,39,0.235,0.333,0.529,0.862,0.372,672911
2022,15,2,22,28,8,1,3,94,151,0.299,0.377,0.44,0.817,0.36,676092
2022,9,2,23,14,3,1,7,71,107,0.26,0.336,0.531,0.867,0.373,665001
2022,21,3,41,20,5,0,2,126,177,0.176,0.288,0.248,0.536,0.253,680704
2022,13,1,12,14,9,1,1,50,89,0.333,0.438,0.52,0.958,0.417,593619
2022,20,3,34,27,6,1,2,116,175,0.237,0.337,0.329,0.666,0.304,598264
2022,36,1,83,35,8,3,3,216,302,0.185,0.285,0.272,0.557,0.257,519043
2022,13,0,78,34,9,2,4,170,232,0.224,0.267,0.338,0.605,0.267,641729
2022,26,2,68,38,6,2,6,187,267,0.218,0.3,0.335,0.635,0.285,502202
2022,20,1,45,34,11,1,11,152,230,0.273,0.339,0.493,0.832,0.36,453178
2022,12,3,45,19,8,0,8,137,187,0.203,0.267,0.39,0.657,0.288,641627
2022,24,7,63,20,7,0,7,154,219,0.181,0.297,0.33,0.627,0.286,595345
2022,8,1,17,21,4,1,7,79,121,0.295,0.347,0.536,0.883,0.38,501925
2022,13,4,28,17,4,1,5,102,146,0.209,0.301,0.372,0.673,0.3,669618
2022,9,0,59,29,6,0,5,151,200,0.209,0.245,0.319,0.564,0.249,669276
2022,9,2,39,27,7,1,4,129,179,0.232,0.279,0.357,0.636,0.281,657044
2022,21,4,81,26,8,1,8,151,219,0.222,0.311,0.397,0.708,0.313,623352
2022,10,0,29,19,2,0,6,77,114,0.26,0.325,0.452,0.777,0.339,592741
2022,13,4,24,17,2,1,0,80,117,0.2,0.316,0.24,0.556,0.265,670059
2022,3,2,10,15,3,1,1,49,74,0.29,0.338,0.406,0.744,0.327,670810
2022,5,1,4,2,5,0,0,19,32,0.269,0.406,0.462,0.868,0.382,656492
2022,20,1,74,46,13,4,8,200,292,0.262,0.315,0.428,0.743,0.324,445926
2022,3,0,9,9,6,0,2,44,64,0.279,0.312,0.475,0.787,0.34,607229
2022,20,10,77,34,11,1,7,195,278,0.214,0.299,0.351,0.65,0.291,640462
2022,11,0,12,15,3,0,6,78,113,0.235,0.31,0.441,0.751,0.328,642028
2022,16,4,82,41,13,0,3,188,265,0.233,0.291,0.322,0.613,0.275,663986
2022,17,3,74,28,4,0,11,180,243,0.193,0.259,0.359,0.618,0.274,456713
2022,14,2,72,22,13,1,10,195,257,0.191,0.241,0.378,0.619,0.269,669212
2022,8,1,77,34,6,0,3,217,269,0.165,0.193,0.223,0.416,0.186,661403
2022,20,1,35,48,10,0,5,162,246,0.28,0.341,0.391,0.732,0.325,453343
2022,27,4,50,29,6,0,2,121,189,0.234,0.36,0.31,0.67,0.311,656458
2022,18,3,45,29,15,0,9,170,244,0.238,0.303,0.426,0.729,0.319,607216
2022,7,0,3,2,1,0,1,18,29,0.182,0.379,0.364,0.743,0.342,527055
2022,50,13,167,113,26,1,19,523,745,0.233,0.298,0.358,0.656,0.292,605135
2022,53,3,238,87,31,1,12,524,711,0.2,0.263,0.305,0.568,0.255,607074
2022,43,5,192,74,28,2,18,451,621,0.213,0.274,0.363,0.637,0.281,605540
2022,33,7,128,113,33,3,25,524,738,0.249,0.29,0.413,0.703,0.306,608344
2022,38,6,55,46,18,4,8,189,309,0.287,0.388,0.475,0.863,0.378,672851
2022,49,6,174,107,41,3,19,541,766,0.239,0.294,0.385,0.679,0.298,669302
2022,53,8,144,123,46,1,26,518,775,0.275,0.332,0.451,0.783,0.341,543475
2022,2,0,4,8,1,3,1,30,45,0.302,0.333,0.535,0.868,0.369,663554
2022,73,5,176,111,36,1,27,521,774,0.251,0.327,0.422,0.749,0.329,601713
2022,31,6,186,88,15,1,12,516,669,0.184,0.229,0.267,0.496,0.222,434378
2022,29,1,205,134,35,4,15,508,726,0.27,0.3,0.397,0.697,0.304,592332
2022,79,3,227,83,25,2,16,540,748,0.189,0.278,0.305,0.583,0.264,656302
2022,50,3,127,85,17,1,8,348,512,0.242,0.32,0.336,0.656,0.296,657006
2022,41,6,154,112,31,2,25,590,807,0.224,0.269,0.368,0.637,0.28,571945
2022,53,9,175,115,21,1,19,520,738,0.231,0.295,0.349,0.644,0.287,657140
2022,31,4,95,95,24,5,14,392,565,0.26,0.306,0.404,0.71,0.311,592789
2022,23,6,29,21,14,3,8,103,178,0.309,0.421,0.604,1.025,0.437,661269
2022,36,6,117,69,16,3,11,347,488,0.222,0.289,0.345,0.634,0.283,543243
2022,53,2,103,79,20,2,21,395,572,0.236,0.309,0.404,0.713,0.314,605200
2022,66,11,137,97,39,2,20,439,674,0.265,0.349,0.437,0.786,0.346,641540
2022,64,4,150,106,44,5,30,527,780,0.26,0.324,0.462,0.786,0.341,608566
2022,41,14,185,94,36,2,22,530,739,0.225,0.283,0.38,0.663,0.292,605397
2022,59,12,138,118,28,2,14,453,686,0.263,0.34,0.384,0.724,0.322,656605
2022,56,2,102,108,24,4,17,405,616,0.274,0.343,0.423,0.766,0.337,641745
2022,31,4,112,42,16,0,14,299,406,0.194,0.264,0.35,0.614,0.272,622663
2022,34,4,119,46,19,3,11,380,497,0.172,0.235,0.298,0.533,0.238,664062
2022,34,9,138,94,31,6,14,519,707,0.218,0.266,0.346,0.612,0.27,542881
2022,39,2,86,40,28,1,13,285,408,0.223,0.301,0.411,0.712,0.313,672710
2022,43,9,108,64,20,3,16,330,485,0.238,0.32,0.409,0.729,0.321,624522
2022,12,1,30,34,15,0,5,103,170,0.344,0.394,0.535,0.929,0.402,676596
2022,20,0,33,34,16,2,5,136,213,0.295,0.362,0.477,0.839,0.364,517008
2022,21,1,78,44,15,0,10,239,330,0.224,0.276,0.37,0.646,0.284,669211
2022,11,2,27,20,1,0,4,82,120,0.234,0.317,0.355,0.672,0.302,594311
2022,10,1,64,34,13,3,1,191,253,0.211,0.245,0.302,0.547,0.241,625643
2022,54,6,194,53,18,1,17,438,587,0.169,0.254,0.304,0.558,0.252,664299
2022,43,1,63,80,17,1,11,279,432,0.281,0.354,0.415,0.769,0.34,570632
2022,31,0,63,27,7,0,2,158,225,0.186,0.298,0.253,0.551,0.259,592773
2022,12,2,43,61,8,1,2,171,257,0.296,0.335,0.362,0.697,0.309,671345
2022,12,4,96,34,4,0,5,186,245,0.188,0.241,0.271,0.512,0.231,662253
2022,21,2,39,19,8,0,7,125,182,0.214,0.313,0.396,0.709,0.315,605194
2022,25,6,57,14,5,1,2,129,182,0.146,0.291,0.232,0.523,0.253,676760
2022,9,2,12,7,2,0,2,37,59,0.229,0.373,0.396,0.769,0.347,676831
2022,35,1,82,38,9,1,9,188,281,0.233,0.331,0.388,0.719,0.32,670950
2022,11,2,16,31,5,1,5,90,145,0.318,0.379,0.485,0.864,0.377,519008
2022,17,0,80,38,7,1,5,176,244,0.225,0.279,0.33,0.609,0.271,573204
2022,14,1,39,27,10,0,8,124,184,0.266,0.326,0.467,0.793,0.345,608648
2022,24,3,69,23,9,0,3,182,244,0.161,0.254,0.244,0.498,0.232,453268
2022,3,2,5,3,0,0,1,20,29,0.167,0.31,0.292,0.602,0.284,607359
2022,32,7,60,34,18,1,8,183,283,0.25,0.353,0.43,0.783,0.346,519326
2022,32,2,67,20,7,0,1,139,201,0.168,0.308,0.228,0.536,0.259,667427
2022,16,4,60,47,11,1,4,167,250,0.274,0.332,0.383,0.715,0.317,476595
2022,6,1,9,3,4,0,3,21,38,0.323,0.447,0.742,1.189,0.494,681799
2022,8,0,27,16,7,0,4,84,119,0.243,0.294,0.414,0.708,0.309,664948
