"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","pitcher"
2020,8,1,11,4,4,0,1,28,46,0.243,0.391,0.432,0.823,0.365,665759
2020,1,0,13,4,2,0,1,36,44,0.163,0.182,0.279,0.461,0.197,572143
2020,7,2,16,9,5,1,2,45,71,0.274,0.366,0.484,0.85,0.366,656322
2020,5,2,35,11,1,0,3,71,93,0.174,0.237,0.291,0.528,0.235,593144
2020,14,2,25,7,7,0,3,55,88,0.236,0.375,0.458,0.833,0.364,592169
2020,6,2,13,5,2,0,2,28,45,0.243,0.378,0.459,0.837,0.367,621237
2020,10,0,24,10,3,0,3,55,81,0.225,0.321,0.394,0.715,0.314,605240
2020,8,1,23,16,1,0,1,58,85,0.237,0.318,0.289,0.607,0.278,458677
2020,7,0,30,12,4,0,1,69,93,0.198,0.258,0.279,0.537,0.241,605359
2020,7,0,21,11,4,0,2,74,98,0.187,0.245,0.297,0.542,0.24,542914
2020,8,1,14,10,3,0,2,60,84,0.2,0.286,0.32,0.606,0.272,598287
2020,9,0,25,9,2,0,1,71,92,0.145,0.228,0.205,0.433,0.203,676051
2020,11,1,21,14,2,1,1,61,91,0.228,0.33,0.316,0.646,0.294,660600
2020,7,2,39,18,5,0,4,87,123,0.237,0.293,0.386,0.679,0.296,605130
2020,7,1,10,3,2,0,3,35,51,0.186,0.314,0.442,0.756,0.327,664854
2020,6,1,15,13,2,1,2,56,81,0.243,0.309,0.378,0.687,0.301,592222
2020,4,2,24,13,5,0,1,53,78,0.264,0.321,0.375,0.696,0.306,606930
2020,2,1,20,6,1,0,1,54,65,0.129,0.169,0.194,0.363,0.164,455119
2020,7,0,24,14,3,0,1,68,93,0.209,0.269,0.279,0.548,0.247,465657
2020,4,5,28,9,5,0,4,69,96,0.207,0.281,0.402,0.683,0.297,621295
2020,5,0,14,14,3,0,3,64,89,0.238,0.281,0.381,0.662,0.287,571656
2020,1,0,0,0,0,0,1,1,3,0.5,0.667,2,2.667,0.893,641853
2020,10,0,29,8,0,0,1,54,73,0.143,0.26,0.19,0.45,0.22,519141
2020,9,0,23,8,1,1,4,64,87,0.179,0.264,0.372,0.636,0.277,641941
2020,5,1,9,15,6,0,5,60,92,0.302,0.348,0.547,0.895,0.378,519008
2020,13,2,50,13,3,0,2,76,109,0.191,0.303,0.287,0.59,0.272,621242
2020,6,1,31,7,4,0,2,72,92,0.153,0.217,0.271,0.488,0.218,608648
2020,1,0,6,0,1,1,0,14,17,0.125,0.176,0.312,0.488,0.206,605218
2020,4,0,26,13,4,0,2,75,98,0.202,0.235,0.309,0.544,0.237,461325
2020,6,4,27,6,4,0,3,61,84,0.176,0.274,0.351,0.625,0.277,548384
2020,3,0,2,6,2,0,1,17,29,0.346,0.414,0.538,0.952,0.409,596035
2020,6,0,8,2,1,0,2,18,29,0.217,0.379,0.522,0.901,0.385,488748
2020,3,0,19,18,2,2,1,71,97,0.245,0.268,0.34,0.608,0.264,571670
2020,13,3,17,18,9,0,4,58,105,0.348,0.448,0.584,1.032,0.44,545064
2020,9,3,27,17,7,3,6,71,116,0.317,0.388,0.615,1.003,0.42,608032
2020,5,0,17,14,2,0,3,64,88,0.229,0.273,0.361,0.634,0.276,433589
2020,7,1,13,11,3,0,6,49,77,0.29,0.364,0.594,0.958,0.402,445926
2020,13,2,21,11,5,0,1,69,101,0.198,0.317,0.291,0.608,0.281,448855
2020,8,2,21,16,4,0,2,76,108,0.224,0.296,0.327,0.623,0.279,572888
2020,11,0,17,9,2,0,2,62,86,0.173,0.279,0.28,0.559,0.257,642130
2020,7,3,23,25,5,1,2,80,123,0.292,0.35,0.407,0.757,0.332,622772
2020,9,0,15,8,3,0,4,39,63,0.278,0.381,0.556,0.937,0.397,608349
2020,8,1,18,11,3,0,3,53,79,0.243,0.329,0.414,0.743,0.325,502202
2020,4,1,15,13,4,0,2,56,80,0.253,0.3,0.387,0.687,0.299,446321
2020,8,0,14,13,5,0,3,69,98,0.233,0.296,0.389,0.685,0.298,445213
2020,11,1,31,7,0,0,1,63,83,0.113,0.241,0.155,0.396,0.2,518617
2020,5,2,23,16,4,0,5,53,85,0.321,0.376,0.564,0.94,0.399,518858
2020,9,1,43,12,4,0,2,93,121,0.162,0.231,0.252,0.483,0.219,594577
2020,13,2,29,12,2,0,2,67,98,0.193,0.316,0.289,0.605,0.281,642397
2020,5,4,23,13,8,0,1,74,105,0.229,0.295,0.344,0.639,0.284,592233
2020,1,0,3,1,0,0,2,7,11,0.3,0.364,0.9,1.264,0.504,516969
2020,6,1,13,7,1,0,5,39,59,0.25,0.339,0.558,0.897,0.377,571948
2020,0,0,1,1,1,0,2,7,11,0.364,0.364,1,1.364,0.553,592833
2020,20,1,62,32,7,0,11,168,239,0.229,0.297,0.413,0.71,0.307,501985
2020,44,1,68,26,14,0,13,152,250,0.259,0.392,0.517,0.909,0.39,592662
2020,11,0,36,21,7,0,14,90,143,0.318,0.371,0.689,1.06,0.438,571927
2020,21,5,56,19,18,2,5,158,228,0.218,0.307,0.401,0.708,0.309,621121
2020,25,1,89,38,18,1,5,205,293,0.232,0.3,0.363,0.663,0.292,622491
2020,14,0,43,20,7,1,6,116,164,0.227,0.293,0.407,0.7,0.302,605182
2020,17,4,73,30,14,2,5,195,267,0.207,0.27,0.341,0.611,0.268,605164
2020,14,7,53,48,16,0,3,198,286,0.253,0.308,0.347,0.655,0.29,554430
2020,29,3,46,31,16,0,8,176,263,0.238,0.331,0.411,0.742,0.325,527048
2020,15,2,54,36,9,0,9,191,262,0.22,0.271,0.367,0.638,0.277,425794
2020,9,0,26,11,3,0,8,84,115,0.208,0.27,0.462,0.732,0.309,533167
2020,20,4,93,25,9,0,5,204,267,0.16,0.236,0.259,0.495,0.225,659275
2020,23,2,61,37,6,1,8,186,263,0.218,0.293,0.353,0.646,0.285,663903
2020,11,2,22,27,10,2,6,116,174,0.28,0.333,0.478,0.811,0.347,592351
2020,18,2,39,35,8,1,8,155,227,0.251,0.317,0.415,0.732,0.318,502171
2020,25,3,88,27,6,2,2,176,241,0.174,0.27,0.249,0.519,0.241,669203
2020,13,4,29,40,7,0,3,133,200,0.273,0.335,0.361,0.696,0.31,677976
2020,18,0,42,41,8,1,2,188,258,0.217,0.271,0.283,0.554,0.249,572971
2020,13,2,94,40,12,2,5,222,296,0.21,0.25,0.32,0.57,0.249,506433
2020,9,0,9,14,4,0,4,57,88,0.278,0.352,0.481,0.833,0.358,467100
2020,13,0,15,3,0,0,3,42,61,0.125,0.311,0.312,0.623,0.29,592761
2020,24,7,49,40,16,1,4,155,247,0.282,0.372,0.421,0.793,0.35,657277
2020,11,7,44,39,10,0,5,161,233,0.251,0.309,0.367,0.676,0.298,642232
2020,5,3,15,9,6,0,2,39,64,0.304,0.391,0.518,0.909,0.391,622072
2020,20,3,28,28,9,0,10,150,220,0.239,0.318,0.437,0.755,0.326,607200
2020,19,4,50,23,16,1,2,159,224,0.209,0.29,0.328,0.618,0.276,608331
2020,21,4,49,41,10,0,15,161,252,0.291,0.361,0.533,0.894,0.38,592866
2020,19,4,50,28,7,0,8,159,225,0.213,0.293,0.366,0.659,0.291,592836
2020,8,1,45,39,10,1,7,156,222,0.268,0.297,0.423,0.72,0.309,640455
2020,5,1,15,12,4,1,2,47,72,0.288,0.347,0.47,0.817,0.351,656970
2020,5,1,38,23,3,0,4,93,129,0.244,0.279,0.366,0.645,0.28,608718
2020,17,3,59,37,12,0,9,170,248,0.254,0.315,0.425,0.74,0.32,666200
2020,7,1,26,12,6,1,4,59,90,0.28,0.344,0.524,0.868,0.368,572020
2020,11,2,26,18,6,1,5,78,121,0.278,0.355,0.491,0.846,0.363,650633
2020,7,2,18,9,2,0,4,49,73,0.234,0.329,0.453,0.782,0.338,642701
2020,7,0,11,7,1,0,3,29,47,0.275,0.383,0.525,0.908,0.388,592773
2020,4,0,7,4,1,0,2,21,32,0.25,0.344,0.5,0.844,0.36,592165
2020,7,1,25,17,7,0,5,71,108,0.29,0.343,0.51,0.853,0.363,607560
2020,2,0,4,6,3,0,1,22,34,0.312,0.353,0.5,0.853,0.364,663734
2020,13,2,20,32,5,0,2,78,132,0.333,0.409,0.427,0.836,0.371,592426
2020,16,0,53,11,1,1,1,79,109,0.151,0.275,0.215,0.49,0.236,675916
2020,2,0,3,4,1,1,3,13,24,0.409,0.458,0.955,1.413,0.569,451584
2020,8,3,27,16,4,0,2,71,104,0.237,0.317,0.344,0.661,0.296,453268
2020,3,1,11,9,5,0,0,48,66,0.226,0.273,0.306,0.579,0.257,542947
2020,4,1,31,12,3,0,1,69,90,0.188,0.233,0.259,0.492,0.22,628452
2020,5,1,8,2,2,0,1,16,27,0.238,0.407,0.476,0.883,0.387,608652
2020,3,1,3,7,0,0,5,15,31,0.444,0.516,1,1.516,0.61,641793
2020,14,2,35,10,2,1,2,76,107,0.165,0.29,0.275,0.565,0.262,605538
2020,9,4,34,25,5,1,8,100,152,0.281,0.342,0.504,0.846,0.361,641302
2020,9,1,54,5,1,1,1,82,100,0.089,0.18,0.156,0.336,0.162,642207
2020,11,3,22,6,2,1,5,59,87,0.192,0.322,0.452,0.774,0.334,642203
2020,6,3,25,13,6,1,2,71,102,0.237,0.304,0.387,0.691,0.302,488984
2020,11,2,25,7,3,1,5,65,94,0.198,0.309,0.444,0.753,0.324,571710
2020,15,2,39,19,2,0,2,78,118,0.228,0.339,0.307,0.646,0.298,664126
2020,2,0,11,13,3,0,2,40,60,0.31,0.333,0.466,0.799,0.342,592229
2020,5,0,1,2,0,1,0,9,17,0.25,0.471,0.417,0.888,0.401,543208
2020,4,0,7,6,1,0,0,18,29,0.28,0.379,0.32,0.699,0.322,605195
2020,10,1,19,12,5,0,2,67,97,0.221,0.309,0.349,0.658,0.293,642233
2020,7,0,24,9,4,1,1,61,83,0.197,0.265,0.316,0.581,0.257,621345
2020,1,0,2,0,0,0,1,3,5,0.25,0.4,1,1.4,0.536,623364
2020,7,0,18,8,1,0,0,45,61,0.167,0.262,0.185,0.447,0.216,607231
2020,6,5,22,13,5,0,7,65,101,0.278,0.356,0.567,0.923,0.39,641729
2020,6,2,25,13,9,3,8,80,121,0.292,0.339,0.637,0.976,0.403,572362
2020,5,1,19,8,6,0,3,65,88,0.207,0.261,0.39,0.651,0.28,670056
2020,2,2,6,2,1,0,2,18,27,0.217,0.333,0.522,0.855,0.364,621294
2020,3,1,15,9,1,0,3,56,73,0.188,0.233,0.333,0.566,0.246,453265
2020,9,1,23,11,6,2,6,60,95,0.294,0.368,0.624,0.992,0.412,444468
2020,6,1,4,7,3,2,1,18,38,0.419,0.526,0.742,1.268,0.524,543766
2020,4,1,15,11,2,0,7,43,68,0.317,0.368,0.683,1.051,0.435,453178
2020,8,0,21,12,7,0,3,51,81,0.301,0.37,0.521,0.891,0.38,605482
2020,4,5,16,9,2,0,3,61,84,0.187,0.274,0.333,0.607,0.271,621381
2020,6,3,11,6,3,0,2,31,51,0.262,0.392,0.476,0.868,0.379,605501
2020,3,0,8,0,0,0,2,10,15,0.167,0.333,0.667,1,0.404,571521
2020,5,0,9,6,1,0,2,25,39,0.265,0.359,0.471,0.83,0.359,501593
2020,4,2,20,21,4,0,2,72,105,0.273,0.314,0.374,0.688,0.302,489334
2020,7,0,10,5,3,0,0,28,43,0.222,0.349,0.306,0.655,0.303,523260
2020,10,0,14,16,6,0,3,65,100,0.278,0.35,0.444,0.794,0.345,656547
2020,2,1,3,5,1,0,0,17,26,0.261,0.346,0.304,0.65,0.299,450172
2020,0,0,2,2,0,0,0,6,8,0.25,0.25,0.25,0.5,0.221,669424
2020,5,1,27,14,6,0,5,56,87,0.309,0.356,0.568,0.924,0.39,621249
2020,13,0,18,6,0,1,3,45,68,0.182,0.338,0.382,0.72,0.322,641312
2020,6,0,11,7,3,0,2,35,53,0.255,0.34,0.447,0.787,0.341,641871
2020,13,2,11,11,1,0,0,33,60,0.267,0.45,0.289,0.739,0.358,476454
2020,1,0,0,3,1,0,0,4,9,0.5,0.556,0.625,1.181,0.51,656803
2020,18,2,54,19,6,0,11,158,214,0.186,0.262,0.387,0.649,0.28,664299
2020,5,0,1,0,2,0,1,11,19,0.214,0.421,0.571,0.992,0.418,630263
2020,5,3,22,6,1,0,1,51,67,0.136,0.239,0.203,0.442,0.212,503285
2020,6,1,36,26,8,0,6,114,161,0.26,0.292,0.429,0.721,0.308,458708
2020,9,4,21,12,5,0,4,59,93,0.262,0.366,0.475,0.841,0.365,518553
2020,0,0,3,2,0,1,0,13,16,0.188,0.188,0.312,0.5,0.208,532077
2020,6,2,9,4,2,0,6,24,44,0.333,0.455,0.889,1.344,0.535,641482
2020,8,2,20,11,5,1,9,54,90,0.325,0.4,0.75,1.15,0.47,592390
2020,14,0,39,17,6,0,3,92,132,0.22,0.303,0.347,0.65,0.289,608717
2020,10,1,12,16,2,0,0,64,93,0.22,0.312,0.244,0.556,0.262,650530
2020,5,0,7,3,2,0,2,32,44,0.179,0.273,0.385,0.658,0.286,543118
2020,6,3,20,10,3,0,1,43,66,0.246,0.348,0.351,0.699,0.317,592865
2020,8,0,13,6,3,2,3,33,55,0.298,0.4,0.638,1.038,0.43,580792
2020,4,0,1,0,1,0,0,4,9,0.2,0.556,0.4,0.956,0.448,596027
2020,3,0,26,3,0,1,1,50,58,0.091,0.138,0.182,0.32,0.143,623433
2020,7,0,5,4,0,0,3,13,27,0.35,0.519,0.8,1.319,0.532,681911
2020,1,0,4,3,2,0,0,10,16,0.333,0.375,0.467,0.842,0.364,519326
2020,9,1,27,17,2,0,2,72,103,0.226,0.301,0.312,0.613,0.276,640448
2020,9,1,14,6,3,0,2,38,59,0.224,0.356,0.408,0.764,0.339,664139
2020,8,1,8,2,3,1,7,35,57,0.271,0.386,0.812,1.198,0.477,641627
2020,10,3,20,6,6,0,1,65,91,0.167,0.286,0.282,0.568,0.262,543867
2020,9,1,29,15,4,0,3,66,98,0.25,0.327,0.398,0.725,0.318,643316
2020,4,0,13,6,3,0,2,29,44,0.275,0.341,0.5,0.841,0.358,605177
2020,7,0,19,13,2,0,2,63,87,0.212,0.276,0.312,0.588,0.262,643778
2020,5,1,31,11,1,0,7,60,85,0.241,0.294,0.519,0.813,0.341,475479
2020,2,2,8,6,1,0,3,22,36,0.312,0.389,0.625,1.014,0.426,500610
2020,8,1,38,5,4,1,2,70,91,0.146,0.231,0.293,0.524,0.233,572096
2020,16,1,37,21,5,1,3,101,148,0.229,0.318,0.351,0.669,0.298,547179
2020,7,0,26,6,0,0,4,52,69,0.161,0.246,0.355,0.601,0.262,607237
2020,7,0,20,12,3,1,3,67,93,0.221,0.28,0.384,0.664,0.287,595918
2020,3,1,9,6,4,0,0,25,39,0.286,0.359,0.4,0.759,0.335,475054
2020,11,0,26,11,2,0,3,67,94,0.193,0.287,0.325,0.612,0.275,642152
2020,7,0,7,3,2,0,1,14,27,0.3,0.481,0.55,1.031,0.444,572383
2020,4,0,8,6,0,0,1,14,25,0.333,0.44,0.476,0.916,0.403,489446
2020,6,1,32,2,2,0,4,59,74,0.119,0.203,0.328,0.531,0.231,663432
2020,17,3,23,11,7,0,2,78,118,0.204,0.339,0.337,0.676,0.309,544727
2020,5,2,24,14,1,0,6,58,86,0.266,0.326,0.506,0.832,0.354,592612
2020,8,2,22,18,4,0,1,74,107,0.237,0.308,0.309,0.617,0.279,595014
2020,3,1,13,3,0,0,8,28,43,0.282,0.349,0.897,1.246,0.495,596112
2020,1,0,7,3,1,0,2,21,28,0.222,0.25,0.481,0.731,0.305,622098
2020,4,0,14,14,7,0,2,48,75,0.324,0.36,0.507,0.867,0.37,571735
2020,20,2,45,11,3,1,8,98,143,0.19,0.315,0.43,0.745,0.323,594965
2020,11,0,32,12,3,0,2,78,106,0.179,0.264,0.274,0.538,0.245,605525
2020,13,1,38,19,4,1,4,73,115,0.277,0.365,0.455,0.82,0.357,612434
2020,16,3,100,25,4,3,9,217,277,0.159,0.217,0.302,0.519,0.227,545333
2020,25,2,83,40,6,0,9,209,291,0.208,0.282,0.333,0.615,0.273,668678
2020,27,2,82,36,11,0,8,196,280,0.219,0.3,0.359,0.659,0.291,471911
2020,28,2,51,30,13,2,2,164,241,0.223,0.32,0.332,0.652,0.293,605513
2020,18,1,16,3,2,0,4,59,87,0.132,0.322,0.338,0.66,0.303,656605
2020,10,0,80,26,4,1,9,198,248,0.168,0.202,0.307,0.509,0.219,628317
2020,9,0,25,12,8,0,2,55,86,0.286,0.36,0.468,0.828,0.358,543022
2020,6,3,10,13,3,0,4,41,70,0.328,0.414,0.574,0.988,0.421,656794
2020,23,3,46,52,16,0,9,201,304,0.277,0.339,0.432,0.771,0.335,607536
2020,18,0,46,33,7,0,5,162,225,0.217,0.28,0.324,0.604,0.268,628711
2020,8,1,13,17,4,0,6,67,103,0.287,0.35,0.521,0.871,0.37,453281
2020,17,0,60,57,16,2,10,192,294,0.307,0.347,0.487,0.834,0.357,571578
2020,17,2,46,29,10,1,7,147,213,0.242,0.31,0.412,0.722,0.313,572070
2020,2,1,11,4,7,0,3,38,55,0.269,0.309,0.577,0.886,0.368,621261
2020,19,2,35,30,4,0,6,92,153,0.303,0.399,0.47,0.869,0.379,461829
2020,20,0,47,26,11,1,3,133,194,0.236,0.314,0.362,0.676,0.299,579328
2020,11,1,33,12,3,1,5,93,126,0.184,0.262,0.36,0.622,0.271,542882
2020,12,3,47,13,7,0,2,88,125,0.2,0.296,0.318,0.614,0.277,642547
2020,14,3,27,25,11,0,8,124,185,0.262,0.33,0.47,0.8,0.343,543901
2020,16,4,38,46,9,1,9,173,258,0.273,0.329,0.433,0.762,0.33,571666
2020,3,0,4,6,9,1,5,32,56,0.396,0.429,0.887,1.316,0.536,667498
2020,14,1,31,15,4,0,5,111,150,0.178,0.26,0.319,0.579,0.257,641712
2020,16,3,46,23,8,0,5,98,153,0.269,0.359,0.44,0.799,0.35,592826
2020,9,1,67,42,17,2,6,196,273,0.255,0.282,0.403,0.685,0.294,425844
2020,15,2,54,53,15,1,5,170,261,0.303,0.349,0.434,0.783,0.34,519144
2020,3,0,3,4,1,0,1,15,24,0.286,0.375,0.476,0.851,0.369,468504
2020,6,4,24,12,6,0,3,69,100,0.233,0.31,0.4,0.71,0.311,642528
2020,13,2,23,13,2,1,2,76,109,0.191,0.303,0.298,0.601,0.275,641672
2020,18,0,63,25,7,0,10,143,203,0.227,0.296,0.427,0.723,0.311,605483
2020,9,2,12,10,5,0,2,33,61,0.34,0.459,0.56,1.019,0.438,641778
2020,3,0,5,2,0,0,1,8,14,0.273,0.429,0.545,0.974,0.417,643478
2020,13,0,22,10,8,1,3,62,97,0.262,0.361,0.488,0.849,0.364,641743
2020,6,1,17,9,4,1,4,46,71,0.281,0.352,0.562,0.914,0.384,601713
2020,10,0,10,16,4,0,4,43,77,0.358,0.442,0.597,1.039,0.441,626929
2020,2,0,3,6,2,0,0,21,31,0.276,0.323,0.345,0.668,0.296,552640
2020,11,0,27,30,8,0,6,95,150,0.317,0.367,0.504,0.871,0.373,670950
2020,15,1,24,14,5,0,9,77,121,0.267,0.364,0.571,0.935,0.393,625643
2020,4,1,2,9,2,0,1,18,35,0.4,0.486,0.567,1.053,0.455,623149
2020,10,0,10,12,3,3,5,39,72,0.371,0.458,0.758,1.216,0.498,519393
2020,3,1,2,6,0,0,2,9,21,0.471,0.571,0.824,1.395,0.575,671790
2020,7,2,3,0,1,0,0,10,20,0.091,0.5,0.182,0.682,0.379,650556
2020,8,0,3,3,0,0,0,5,16,0.375,0.688,0.375,1.062,0.515,660271
2020,14,1,25,18,7,0,6,76,122,0.29,0.377,0.523,0.9,0.385,605155
2020,14,1,39,25,13,2,11,138,204,0.27,0.324,0.534,0.858,0.361,622065
2020,17,3,49,30,12,0,6,138,206,0.258,0.33,0.419,0.749,0.327,664141
2020,16,0,19,10,4,1,2,66,99,0.205,0.333,0.349,0.682,0.308,642121
2020,6,3,23,17,5,1,2,79,113,0.24,0.301,0.365,0.666,0.293,622075
2020,3,1,18,12,4,0,1,52,73,0.246,0.288,0.348,0.636,0.279,605151
2020,4,0,6,5,0,0,4,14,27,0.391,0.481,0.913,1.394,0.56,518748
2020,13,2,31,13,1,0,4,68,101,0.209,0.327,0.36,0.687,0.309,598264
2020,15,2,27,15,2,1,1,83,119,0.186,0.303,0.255,0.558,0.262,596295
2020,6,0,32,7,1,0,5,79,98,0.141,0.194,0.315,0.509,0.219,643338
2020,1,0,4,8,1,1,1,10,22,0.524,0.545,0.81,1.355,0.57,608344
