"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter_id"
2019,15,2,78,15,6,1,4,159,202,0.141,0.213,0.249,0.462,0.205,572008
2019,0,1,4,2,0,0,1,18,22,0.143,0.182,0.286,0.468,0.2,643524
2019,70,10,185,74,33,1,49,446,683,0.26,0.347,0.562,0.909,0.376,624585
2019,47,20,102,103,31,1,13,418,633,0.261,0.34,0.389,0.729,0.317,460086
2019,56,1,164,74,22,1,24,366,544,0.248,0.327,0.446,0.773,0.328,641857
2019,47,8,77,54,24,2,20,364,519,0.216,0.299,0.405,0.704,0.301,595777
2019,21,0,132,71,20,10,9,317,448,0.258,0.292,0.415,0.707,0.298,609275
2019,44,12,138,67,26,0,36,355,540,0.267,0.343,0.543,0.886,0.368,621566
2019,34,2,120,60,32,4,20,335,487,0.257,0.312,0.479,0.791,0.331,435622
2019,40,5,126,140,41,10,16,481,733,0.301,0.344,0.459,0.803,0.34,593160
2019,20,5,88,48,21,0,13,263,370,0.238,0.289,0.412,0.701,0.297,640461
2019,31,0,88,53,15,2,0,257,358,0.214,0.282,0.272,0.554,0.248,571740
2019,45,3,146,72,11,0,23,377,531,0.219,0.29,0.385,0.675,0.29,501981
2019,29,4,111,67,28,5,15,269,417,0.299,0.355,0.516,0.871,0.365,621311
2019,13,1,40,17,16,0,7,133,187,0.231,0.289,0.445,0.734,0.308,592387
2019,30,3,84,58,17,1,13,272,394,0.247,0.31,0.407,0.717,0.306,572039
2019,61,7,175,95,38,5,35,422,663,0.291,0.363,0.548,0.911,0.379,596115
2019,12,3,29,20,7,0,3,100,145,0.231,0.31,0.354,0.664,0.291,595956
2019,53,4,93,112,31,2,42,411,655,0.313,0.373,0.582,0.955,0.396,571448
2019,55,3,149,81,30,10,27,384,590,0.278,0.349,0.524,0.873,0.364,641531
2019,73,11,147,70,36,3,36,441,670,0.247,0.342,0.503,0.845,0.354,656305
2019,17,1,55,16,10,0,7,116,167,0.221,0.305,0.43,0.735,0.312,455104
2019,46,4,93,85,12,0,22,313,482,0.275,0.351,0.456,0.807,0.344,553882
2019,27,11,123,72,29,0,24,318,481,0.282,0.339,0.51,0.849,0.356,657656
2019,31,2,78,73,35,1,14,326,482,0.274,0.324,0.45,0.774,0.327,502517
2019,22,2,59,12,8,0,4,118,166,0.169,0.289,0.31,0.599,0.268,448602
2019,40,9,104,102,42,7,32,405,637,0.311,0.364,0.57,0.934,0.387,453568
2019,6,2,29,16,7,1,2,119,153,0.179,0.222,0.283,0.505,0.218,543281
2019,0,0,0,0,2,0,0,1,3,0.667,0.667,1.333,2,0.811,455755
2019,63,6,129,95,21,2,33,442,662,0.255,0.332,0.464,0.796,0.337,592518
2019,2,1,18,8,3,1,2,56,73,0.2,0.233,0.357,0.59,0.248,460026
2019,1,0,5,3,0,0,0,15,19,0.167,0.211,0.167,0.378,0.174,628711
2019,27,6,95,37,19,3,11,234,337,0.23,0.306,0.421,0.727,0.309,592444
2019,9,11,40,23,5,0,4,99,151,0.244,0.344,0.374,0.718,0.318,527049
2019,47,1,155,49,19,2,27,325,470,0.23,0.309,0.476,0.785,0.328,606192
2019,85,2,102,104,43,7,33,471,745,0.284,0.368,0.521,0.889,0.373,543760
2019,49,2,166,72,20,1,21,341,506,0.251,0.326,0.437,0.763,0.325,570267
2019,21,3,35,63,8,0,16,214,325,0.289,0.342,0.475,0.817,0.345,600303
2019,6,0,24,4,3,0,1,37,51,0.178,0.275,0.311,0.586,0.259,621493
2019,9,0,23,7,2,1,4,37,60,0.275,0.383,0.588,0.971,0.4,621458
2019,13,0,43,36,12,1,7,181,250,0.236,0.276,0.384,0.66,0.28,622666
2019,39,3,163,111,30,2,22,461,668,0.264,0.31,0.423,0.733,0.311,543333
2019,12,2,61,44,16,0,9,193,276,0.263,0.301,0.427,0.728,0.308,474568
2019,16,3,38,33,12,0,5,146,215,0.255,0.321,0.393,0.714,0.308,607345
2019,19,3,55,35,12,0,9,206,284,0.214,0.275,0.363,0.638,0.274,435079
2019,58,7,103,50,18,0,34,319,486,0.242,0.344,0.527,0.871,0.363,429665
2019,49,6,126,75,27,3,17,370,547,0.248,0.324,0.419,0.743,0.318,621020
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,656403
2019,0,0,8,0,0,0,0,10,10,0,0,0,0,0,656794
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,656976
2019,4,0,7,5,1,0,0,11,21,0.353,0.476,0.412,0.888,0.397,614173
2019,56,3,103,72,25,1,18,344,519,0.252,0.337,0.428,0.765,0.328,452678
2019,17,1,54,15,5,0,8,132,178,0.175,0.258,0.356,0.614,0.265,571506
2019,0,0,1,0,0,0,1,2,3,0.333,0.333,1.333,1.666,0.647,677950
2019,21,5,56,26,12,1,5,173,243,0.203,0.288,0.336,0.624,0.274,605131
2019,64,6,155,83,26,1,29,395,604,0.26,0.346,0.476,0.822,0.348,572233
2019,38,2,89,60,19,3,12,311,445,0.232,0.301,0.383,0.684,0.294,622534
2019,38,5,164,71,29,5,32,456,636,0.231,0.283,0.459,0.742,0.309,545341
2019,1,0,1,0,0,0,0,3,4,0,0.25,0,0.25,0.172,465753
2019,51,4,89,110,36,9,32,391,633,0.324,0.382,0.583,0.965,0.4,606466
2019,25,1,114,56,21,1,15,335,454,0.217,0.262,0.376,0.638,0.271,592273
2019,36,4,118,51,29,4,12,283,419,0.253,0.325,0.446,0.771,0.326,621035
2019,14,1,72,31,5,1,5,170,227,0.198,0.251,0.302,0.553,0.241,606988
2019,2,0,12,7,0,0,0,47,56,0.13,0.161,0.13,0.291,0.133,609280
2019,9,0,24,40,9,1,6,152,217,0.269,0.3,0.409,0.709,0.3,545121
2019,28,1,149,93,28,1,23,420,594,0.257,0.293,0.432,0.725,0.305,520471
2019,75,3,109,86,35,3,47,395,644,0.302,0.387,0.624,1.011,0.415,641355
2019,48,3,129,88,28,0,38,402,607,0.277,0.338,0.532,0.87,0.362,650402
2019,1,0,16,3,1,0,0,44,49,0.083,0.102,0.104,0.206,0.092,488721
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,657618
2019,16,4,32,58,18,0,9,184,289,0.316,0.363,0.483,0.846,0.359,527038
2019,32,4,80,46,12,1,13,280,388,0.205,0.278,0.355,0.633,0.274,643376
2019,30,6,111,70,28,1,19,325,479,0.266,0.322,0.463,0.785,0.331,608577
2019,25,9,58,36,8,1,4,170,253,0.224,0.328,0.324,0.652,0.293,649966
2019,19,1,83,24,17,0,26,247,334,0.213,0.26,0.516,0.776,0.317,457803
2019,20,2,76,27,14,1,13,207,284,0.21,0.271,0.42,0.691,0.291,641856
2019,13,0,84,32,12,3,14,224,298,0.214,0.248,0.425,0.673,0.279,500135
2019,0,0,3,2,0,0,1,3,6,0.5,0.5,1,1.5,0.613,519421
2019,45,15,114,68,33,2,20,343,526,0.264,0.348,0.472,0.82,0.348,605119
2019,32,2,82,27,8,0,12,183,264,0.204,0.307,0.396,0.703,0.303,457708
2019,29,5,83,25,13,1,15,196,284,0.216,0.31,0.456,0.766,0.323,571745
2019,3,0,13,0,0,0,0,26,29,0,0.103,0,0.103,0.071,543484
2019,21,0,101,80,23,5,9,310,448,0.274,0.308,0.415,0.723,0.306,606132
2019,0,0,1,0,0,0,0,5,5,0,0,0,0,0,542993
2019,36,5,97,123,28,4,12,448,656,0.272,0.317,0.389,0.706,0.303,462101
2019,46,2,155,42,19,1,33,354,497,0.212,0.288,0.479,0.767,0.319,592669
2019,34,6,99,62,19,1,17,325,464,0.233,0.3,0.403,0.703,0.3,571771
2019,42,3,99,29,17,1,12,263,367,0.183,0.283,0.354,0.637,0.278,434158
2019,49,1,140,62,27,5,12,324,480,0.247,0.325,0.416,0.741,0.317,592348
2019,17,0,62,57,17,0,17,304,412,0.23,0.262,0.403,0.665,0.279,596748
2019,80,4,127,72,33,3,19,409,620,0.237,0.34,0.416,0.756,0.326,474832
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,665506
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,671289
2019,41,4,98,69,44,1,20,362,541,0.27,0.331,0.484,0.815,0.342,608369
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,642203
2019,4,1,16,10,3,0,3,52,73,0.235,0.288,0.412,0.7,0.297,642731
2019,48,3,108,107,22,0,13,360,553,0.283,0.349,0.404,0.753,0.326,408234
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,670427
2019,0,0,21,4,2,0,0,33,39,0.154,0.154,0.205,0.359,0.152,641154
2019,53,2,172,63,22,1,19,337,497,0.238,0.322,0.421,0.743,0.318,571976
2019,11,1,29,17,3,1,2,75,110,0.235,0.318,0.347,0.665,0.292,642180
2019,7,0,16,11,5,0,0,69,92,0.188,0.25,0.247,0.497,0.223,541600
2019,14,10,89,97,37,3,22,461,644,0.256,0.284,0.432,0.716,0.301,607680
2019,42,5,145,90,58,3,27,445,670,0.286,0.336,0.518,0.854,0.356,592206
2019,0,0,0,0,0,0,0,4,4,0,0,0,0,0,425900
2019,31,1,68,17,8,0,11,131,199,0.216,0.342,0.461,0.803,0.342,488671
2019,53,5,180,47,30,1,31,422,589,0.205,0.284,0.441,0.725,0.304,596059
2019,6,0,12,9,3,0,1,39,58,0.25,0.328,0.365,0.693,0.303,595453
2019,50,15,90,88,25,0,28,349,555,0.288,0.371,0.51,0.881,0.372,457759
2019,33,4,72,74,25,0,7,305,448,0.258,0.319,0.37,0.689,0.299,457763
2019,22,7,74,52,15,1,16,232,345,0.266,0.328,0.472,0.8,0.337,572041
2019,1,0,1,0,0,0,0,3,4,0,0.25,0,0.25,0.172,665975
2019,13,6,77,30,9,1,0,196,255,0.169,0.231,0.216,0.447,0.203,621446
2019,41,6,104,124,31,3,14,451,670,0.276,0.327,0.403,0.73,0.313,514917
2019,16,2,73,34,14,0,12,174,252,0.256,0.31,0.47,0.78,0.327,640449
2019,10,9,53,37,9,3,4,186,258,0.222,0.279,0.335,0.614,0.267,656185
2019,41,4,47,80,22,2,5,339,493,0.243,0.312,0.335,0.647,0.285,605412
2019,21,5,87,46,20,2,21,233,348,0.276,0.33,0.547,0.877,0.363,666971
2019,17,1,80,44,14,2,4,207,289,0.236,0.284,0.347,0.631,0.272,621453
2019,13,4,56,39,11,2,8,169,246,0.262,0.313,0.432,0.745,0.316,642336
2019,1,0,0,1,0,0,0,0,2,1,1,1,2,0.78,501983
2019,7,1,45,23,5,2,5,105,148,0.25,0.291,0.421,0.712,0.3,518586
2019,1,0,21,8,4,0,0,38,51,0.24,0.255,0.32,0.575,0.245,605540
2019,39,8,61,56,17,2,16,254,392,0.264,0.352,0.464,0.816,0.347,608385
2019,73,8,143,73,24,1,21,381,581,0.238,0.344,0.416,0.76,0.329,451594
2019,0,0,4,2,0,0,0,11,13,0.154,0.154,0.154,0.308,0.134,669160
2019,46,4,128,60,9,1,24,309,453,0.233,0.318,0.439,0.757,0.322,547379
2019,17,1,63,87,12,6,3,296,422,0.267,0.299,0.349,0.648,0.279,543829
2019,50,7,133,74,26,0,41,320,518,0.306,0.382,0.629,1.011,0.415,443558
2019,13,2,68,50,19,0,10,203,297,0.28,0.316,0.454,0.77,0.325,571980
2019,0,0,0,1,0,0,0,2,3,0.333,0.333,0.333,0.666,0.29,578570
2019,0,0,13,3,1,0,1,31,36,0.139,0.139,0.25,0.389,0.16,543699
2019,58,4,117,118,40,7,22,457,706,0.29,0.353,0.477,0.83,0.351,593871
2019,79,18,166,94,31,2,24,419,667,0.265,0.372,0.453,0.825,0.355,425783
2019,30,5,62,105,29,1,5,356,531,0.282,0.33,0.375,0.705,0.305,500743
2019,27,4,27,29,2,1,2,141,206,0.194,0.316,0.251,0.567,0.265,434778
2019,1,0,0,2,0,0,0,2,5,0.5,0.6,0.5,1.1,0.486,666185
2019,1,0,13,1,0,0,0,20,22,0.048,0.091,0.048,0.139,0.071,519141
2019,24,0,89,53,9,4,8,230,328,0.243,0.299,0.378,0.677,0.29,641658
2019,38,4,102,66,17,4,4,282,415,0.244,0.32,0.343,0.663,0.292,592261
2019,2,0,2,1,0,0,0,4,7,0.2,0.429,0.2,0.629,0.321,664167
2019,37,9,125,45,13,1,34,307,446,0.232,0.312,0.525,0.837,0.346,596142
2019,61,8,100,64,32,0,36,400,601,0.248,0.334,0.511,0.845,0.353,596146
2019,33,5,111,76,16,1,15,278,424,0.28,0.344,0.443,0.787,0.336,643265
2019,12,1,33,16,10,1,1,101,142,0.217,0.289,0.333,0.622,0.272,546318
2019,0,0,4,4,2,0,0,8,14,0.429,0.429,0.571,1,0.422,592685
2019,1,0,1,0,0,0,0,5,6,0,0.167,0,0.167,0.115,400085
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,664983
2019,0,0,8,1,1,0,0,11,13,0.154,0.154,0.231,0.385,0.161,571467
2019,46,3,116,56,16,1,12,292,426,0.225,0.315,0.369,0.684,0.298,641343
2019,0,0,2,1,0,1,0,3,5,0.4,0.4,0.8,1.2,0.48,641807
2019,6,0,36,18,2,2,2,76,106,0.24,0.283,0.36,0.643,0.275,605486
2019,31,2,53,48,10,0,12,216,319,0.245,0.323,0.406,0.729,0.314,435263
2019,0,0,0,0,0,1,0,0,1,1,1,3,4,1.529,672695
2019,59,7,140,89,40,5,13,408,621,0.265,0.343,0.425,0.768,0.33,643217
2019,4,0,7,4,2,0,0,21,31,0.222,0.323,0.296,0.619,0.28,625510
2019,13,1,50,21,4,0,11,139,189,0.206,0.265,0.417,0.682,0.287,446308
2019,26,3,113,115,31,4,22,478,679,0.265,0.296,0.426,0.722,0.304,516770
2019,12,3,34,23,11,0,3,128,180,0.224,0.289,0.345,0.634,0.276,608700
2019,42,1,77,60,19,1,9,253,385,0.26,0.343,0.401,0.744,0.322,435522
2019,7,1,18,5,0,0,1,31,45,0.162,0.311,0.243,0.554,0.263,595885
2019,0,0,0,3,0,0,0,2,5,0.6,0.6,0.6,1.2,0.522,519333
2019,9,1,37,21,4,1,6,117,159,0.215,0.264,0.376,0.64,0.272,607752
2019,74,9,193,112,22,2,41,457,717,0.279,0.363,0.514,0.877,0.369,660670
2019,21,3,102,35,21,1,15,232,328,0.237,0.293,0.461,0.754,0.315,542921
2019,3,0,17,10,6,0,1,63,83,0.212,0.241,0.325,0.566,0.241,500208
2019,14,6,85,42,8,3,6,235,314,0.201,0.252,0.31,0.562,0.244,621006
2019,4,0,21,3,1,1,0,41,50,0.109,0.18,0.174,0.354,0.162,593647
2019,5,0,15,5,1,2,0,48,61,0.143,0.213,0.232,0.445,0.198,491676
2019,8,0,17,6,1,0,2,44,61,0.17,0.279,0.302,0.581,0.26,434670
2019,14,0,87,26,10,0,2,196,248,0.162,0.21,0.231,0.441,0.195,425772
2019,18,2,69,28,30,4,10,205,297,0.26,0.31,0.505,0.815,0.338,621439
2019,0,0,0,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,623182
2019,2,0,13,4,2,0,0,20,28,0.231,0.286,0.308,0.594,0.26,621381
2019,1,0,1,0,0,0,0,2,3,0,0.333,0,0.333,0.23,680757
2019,6,5,8,40,10,0,4,144,209,0.273,0.311,0.384,0.695,0.299,553902
2019,40,5,126,85,36,3,26,403,598,0.271,0.326,0.488,0.814,0.341,592663
2019,28,7,63,114,20,6,12,347,534,0.305,0.35,0.441,0.791,0.338,621028
2019,17,5,59,40,14,2,9,214,301,0.233,0.289,0.394,0.683,0.291,467827
2019,1,1,6,1,1,0,0,16,20,0.111,0.2,0.167,0.367,0.175,656582
2019,42,14,83,97,25,4,11,358,551,0.277,0.35,0.41,0.76,0.329,543939
2019,4,1,13,12,2,0,0,50,69,0.219,0.275,0.25,0.525,0.237,491696
2019,0,0,1,2,0,0,0,1,3,0.667,0.667,0.667,1.334,0.58,519306
2019,27,2,69,50,17,1,18,207,322,0.294,0.357,0.543,0.9,0.375,452254
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,682177
2019,19,10,116,66,23,1,24,323,466,0.261,0.307,0.483,0.79,0.33,570731
2019,32,3,89,27,21,0,11,206,300,0.223,0.313,0.426,0.739,0.315,608597
2019,23,4,78,32,7,0,9,193,268,0.199,0.28,0.34,0.62,0.271,547982
2019,10,3,62,29,7,0,9,147,205,0.234,0.283,0.411,0.694,0.294,571657
2019,91,6,180,78,36,1,37,430,679,0.261,0.367,0.517,0.884,0.371,547180
2019,38,1,109,79,16,1,15,394,544,0.22,0.276,0.345,0.621,0.268,606115
2019,36,2,85,65,13,2,10,252,380,0.263,0.337,0.401,0.738,0.319,500874
2019,51,3,117,77,25,2,11,394,563,0.226,0.3,0.348,0.648,0.283,543063
2019,69,9,142,72,21,1,21,319,512,0.265,0.377,0.463,0.84,0.36,572228
2019,40,0,90,59,14,2,12,293,420,0.229,0.302,0.371,0.673,0.291,547004
2019,10,0,56,26,6,0,5,111,158,0.25,0.297,0.392,0.689,0.294,641933
2019,31,0,101,83,26,1,23,357,521,0.271,0.315,0.469,0.784,0.329,543877
2019,43,7,114,77,19,2,20,346,514,0.254,0.327,0.433,0.76,0.324,446334
2019,67,11,190,84,23,2,49,431,667,0.268,0.354,0.564,0.918,0.38,553993
2019,29,8,75,109,37,4,12,425,624,0.276,0.319,0.414,0.733,0.313,516416
2019,29,6,99,79,19,0,15,316,464,0.263,0.319,0.413,0.732,0.313,503556
2019,68,27,86,92,30,3,28,368,616,0.294,0.403,0.524,0.927,0.393,519203
2019,48,11,141,48,23,2,26,302,460,0.247,0.343,0.509,0.852,0.357,519346
2019,9,2,28,22,4,0,0,103,140,0.202,0.264,0.233,0.497,0.226,600858
2019,61,9,145,101,38,2,36,436,683,0.289,0.362,0.533,0.895,0.374,641820
2019,20,4,65,40,11,7,7,179,268,0.266,0.332,0.455,0.787,0.333,640447
2019,33,4,92,24,6,0,7,199,273,0.157,0.271,0.271,0.542,0.247,543768
2019,0,0,0,1,1,0,0,1,3,0.667,0.667,1,1.667,0.696,623513
2019,19,1,51,40,20,0,10,201,291,0.258,0.309,0.443,0.752,0.317,591741
2019,39,3,143,34,9,0,12,261,358,0.174,0.271,0.316,0.587,0.259,448801
2019,44,0,56,34,13,1,11,165,268,0.263,0.384,0.478,0.862,0.368,457705
2019,74,15,145,86,35,1,31,397,639,0.278,0.379,0.515,0.894,0.377,592178
2019,17,3,70,112,22,3,11,367,535,0.287,0.314,0.406,0.72,0.307,578428
2019,23,1,24,34,5,0,1,116,180,0.256,0.356,0.308,0.664,0.301,450314
2019,41,3,82,89,27,3,31,357,551,0.296,0.352,0.544,0.896,0.373,514888
2019,1,0,0,0,0,0,0,1,2,0,0.5,0,0.5,0.345,663708
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,642227
2019,17,0,42,18,7,1,11,109,163,0.253,0.331,0.541,0.872,0.361,664023
2019,27,3,118,87,30,1,13,344,505,0.276,0.319,0.425,0.744,0.316,592567
2019,1,0,1,0,0,0,0,2,3,0,0.333,0,0.333,0.23,663788
2019,2,0,5,3,3,0,0,25,33,0.194,0.242,0.29,0.532,0.232,444432
2019,53,13,155,61,28,3,21,391,570,0.224,0.314,0.417,0.731,0.313,598265
2019,15,4,51,21,8,0,8,125,181,0.228,0.309,0.426,0.735,0.314,444489
2019,62,4,177,114,34,5,24,474,717,0.272,0.339,0.45,0.789,0.335,542340
2019,15,0,29,6,4,0,2,77,104,0.135,0.26,0.247,0.507,0.234,594988
2019,61,13,151,74,32,1,30,460,671,0.229,0.314,0.437,0.751,0.32,657557
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,655316
2019,27,4,57,58,14,2,3,192,300,0.286,0.36,0.387,0.747,0.326,571788
2019,45,2,84,50,12,0,12,253,374,0.226,0.324,0.373,0.697,0.304,542583
2019,3,0,17,3,2,0,1,31,40,0.162,0.225,0.297,0.522,0.226,621559
2019,67,6,113,78,20,3,39,345,558,0.289,0.382,0.584,0.966,0.4,543807
2019,26,10,107,68,25,0,25,345,499,0.255,0.309,0.471,0.78,0.327,543068
2019,0,0,3,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.218,608654
2019,1,0,20,2,0,0,0,25,28,0.074,0.107,0.074,0.181,0.087,601713
2019,34,1,75,38,17,1,19,228,338,0.248,0.325,0.498,0.823,0.344,519048
2019,65,5,112,84,20,4,21,389,588,0.249,0.338,0.425,0.763,0.328,518792
2019,4,3,14,5,1,2,1,62,78,0.127,0.205,0.239,0.444,0.198,656775
2019,77,3,170,95,25,1,34,453,688,0.255,0.342,0.467,0.809,0.343,502671
2019,20,0,87,94,28,1,32,417,592,0.271,0.296,0.491,0.787,0.326,592696
2019,23,6,48,34,9,4,9,200,285,0.219,0.298,0.391,0.689,0.296,643393
2019,14,1,47,26,3,0,5,145,194,0.19,0.253,0.291,0.544,0.239,506702
2019,39,3,106,55,18,0,8,242,365,0.251,0.337,0.381,0.718,0.313,592325
2019,1,0,1,1,0,0,1,3,6,0.4,0.5,1,1.5,0.583,572204
2019,12,0,44,20,8,0,1,112,153,0.206,0.268,0.284,0.552,0.244,650619
2019,33,2,61,33,15,1,16,167,267,0.28,0.375,0.56,0.935,0.389,656669
2019,0,0,0,2,0,0,0,1,3,0.667,0.667,0.667,1.334,0.58,458913
2019,11,0,66,36,13,0,8,186,254,0.235,0.268,0.387,0.655,0.277,541650
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,622100
2019,42,4,121,112,54,5,32,452,701,0.31,0.355,0.554,0.909,0.378,646240
2019,50,13,127,48,22,1,17,289,440,0.233,0.343,0.432,0.775,0.334,455139
2019,1,1,15,6,1,0,0,39,48,0.152,0.188,0.174,0.362,0.163,430935
2019,98,3,108,97,31,1,34,418,682,0.281,0.387,0.513,0.9,0.38,467793
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,554054
2019,35,0,71,102,19,3,14,380,553,0.266,0.313,0.396,0.709,0.303,502210
2019,7,0,34,8,5,1,1,66,88,0.185,0.25,0.309,0.559,0.243,642162
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,676801
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,657740
2019,9,1,10,9,0,1,0,40,60,0.2,0.333,0.24,0.573,0.271,543776
2019,13,1,36,21,7,2,2,116,162,0.216,0.284,0.331,0.615,0.268,622569
2019,36,0,81,34,14,0,3,197,284,0.206,0.306,0.298,0.604,0.272,643603
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,663886
2019,1,0,0,0,0,0,0,2,3,0,0.333,0,0.333,0.23,488912
2019,7,1,19,11,3,1,0,40,63,0.273,0.365,0.364,0.729,0.322,605253
2019,15,6,78,37,11,2,6,177,254,0.24,0.303,0.382,0.685,0.295,641553
2019,19,3,44,16,5,0,4,96,143,0.207,0.329,0.347,0.676,0.301,446481
2019,1,0,11,10,0,0,2,31,44,0.279,0.295,0.419,0.714,0.302,664901
2019,1,0,5,0,0,0,0,12,13,0,0.077,0,0.077,0.053,594965
2019,2,0,20,5,2,1,0,52,62,0.133,0.161,0.2,0.361,0.156,605397
2019,36,9,102,55,18,2,24,266,410,0.271,0.351,0.529,0.88,0.368,575929
2019,4,0,27,29,7,0,2,135,177,0.22,0.237,0.295,0.532,0.228,456488
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,642720
2019,1,0,1,0,0,0,0,2,3,0,0.333,0,0.333,0.23,476883
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,605512
2019,2,0,16,3,5,0,2,55,67,0.154,0.179,0.323,0.502,0.208,608686
2019,39,1,100,37,13,1,14,269,374,0.195,0.281,0.365,0.646,0.279,656811
2019,35,5,65,95,41,2,31,404,613,0.295,0.341,0.536,0.877,0.365,493329
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,664083
2019,66,5,157,64,29,3,38,404,609,0.249,0.337,0.526,0.863,0.359,656941
2019,57,1,87,71,21,3,6,322,481,0.239,0.331,0.345,0.676,0.299,543257
2019,0,0,2,0,0,0,0,2,2,0,0,0,0,0,592647
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,446386
2019,0,0,1,1,0,0,0,1,2,0.5,0.5,0.5,1,0.435,656666
2019,1,0,0,0,0,0,0,1,2,0,0.5,0,0.5,0.345,605353
2019,3,0,5,3,0,0,1,15,22,0.211,0.318,0.368,0.686,0.301,425784
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,642220
2019,0,0,1,0,1,0,0,1,2,0.5,0.5,1,1.5,0.609,606477
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,663791
2019,35,2,77,40,16,1,22,209,325,0.274,0.357,0.566,0.923,0.382,621043
2019,11,2,29,13,6,0,2,88,122,0.193,0.279,0.303,0.582,0.258,594011
2019,27,4,83,54,16,3,14,281,399,0.236,0.296,0.41,0.706,0.3,596105
2019,25,0,64,40,15,0,8,191,279,0.248,0.315,0.402,0.717,0.308,647304
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,642350
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,676071
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,670097
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,666211
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,592656
2019,1,0,0,1,0,0,0,0,2,1,1,1,2,0.78,664930
2019,25,0,158,78,38,4,29,387,561,0.278,0.31,0.526,0.836,0.345,595879
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,669413
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,664966
2019,7,0,32,13,2,0,0,62,84,0.195,0.262,0.221,0.483,0.221,605474
2019,53,5,83,56,13,4,4,238,373,0.244,0.362,0.349,0.711,0.318,594824
2019,10,1,51,53,13,1,4,148,230,0.324,0.357,0.447,0.804,0.343,456781
2019,39,0,46,43,10,0,7,145,244,0.293,0.406,0.444,0.85,0.369,459964
2019,2,0,3,1,0,0,0,6,9,0.143,0.333,0.143,0.476,0.25,623515
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,676698
2019,0,0,4,0,0,0,0,7,7,0,0,0,0,0,571918
2019,12,2,41,39,5,0,6,144,208,0.258,0.308,0.376,0.684,0.295,607732
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,547173
2019,2,0,5,2,0,0,1,16,21,0.158,0.238,0.316,0.554,0.241,543089
2019,1,0,0,0,0,0,0,0,1,0,1,0,0,0.69,676116
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,680776
2019,5,0,24,1,1,0,0,42,49,0.045,0.143,0.068,0.211,0.113,608715
2019,4,1,26,10,2,0,1,54,72,0.194,0.25,0.269,0.519,0.23,547170
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,572669
2019,9,0,47,20,14,0,6,140,189,0.222,0.259,0.4,0.659,0.277,621573
2019,25,9,93,26,14,2,9,197,282,0.206,0.301,0.387,0.688,0.298,664238
2019,26,7,116,44,19,0,22,291,409,0.226,0.289,0.452,0.741,0.311,642133
2019,25,5,30,35,12,1,9,165,252,0.257,0.345,0.441,0.786,0.337,649557
2019,2,0,0,1,0,0,0,3,6,0.25,0.5,0.25,0.75,0.375,547181
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,643271
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,449181
2019,48,7,66,115,40,2,22,403,637,0.308,0.367,0.497,0.864,0.365,488726
2019,0,0,0,0,0,0,0,3,3,0,0,0,0,0,668674
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,674677
2019,1,0,0,1,0,0,0,0,2,1,1,1,2,0.78,656642
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,666213
2019,0,1,3,3,0,0,0,14,18,0.176,0.222,0.176,0.398,0.185,591720
