"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter_id"
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,592879
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,593576
2019,0,0,2,0,0,0,0,2,2,0,0,0,0,0,656954
2019,3,0,6,7,1,0,0,23,34,0.258,0.324,0.29,0.614,0.276,592863
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,643615
2019,2,0,7,12,1,1,0,26,42,0.35,0.381,0.425,0.806,0.347,642423
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,605347
2019,0,0,2,0,0,0,0,4,4,0,0,0,0,0,621086
2019,0,0,3,0,0,0,0,4,4,0,0,0,0,0,456501
2019,0,0,3,0,0,0,0,4,4,0,0,0,0,0,664059
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,621529
2019,0,0,2,0,0,1,0,3,4,0.25,0.25,0.75,1,0.382,643275
2019,0,0,0,0,0,0,0,2,2,0,0,0,0,0,668663
2019,0,0,1,0,0,0,0,3,3,0,0,0,0,0,572070
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,543548
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,643290
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,607625
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,579328
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,622492
2019,0,0,1,0,0,0,0,1,1,0,0,0,0,0,594577
2019,0,0,0,1,0,0,0,0,1,1,1,1,2,0.87,595798
2019,0,0,1,0,0,0,0,2,2,0,0,0,0,0,605182
2019,0,0,0,0,0,0,0,1,1,0,0,0,0,0,656803
