"year","BB","HBP","SO","X1B","X2B","X3B","HR","Outs","total_pas","ba","obp","slg","ops","woba","batter"
2021,76,4,190,58,26,8,46,402,620,0.256,0.352,0.589,0.941,0.393,660271
2021,46,5,66,67,22,3,16,248,407,0.303,0.391,0.517,0.908,0.389,608369
2021,18,3,75,10,7,0,8,133,179,0.158,0.257,0.354,0.611,0.269,666211
2021,15,0,45,25,5,2,3,131,181,0.211,0.276,0.319,0.595,0.264,608577
2021,73,3,158,95,24,0,39,397,631,0.285,0.371,0.539,0.91,0.387,592450
2021,37,1,80,38,10,1,7,201,295,0.218,0.319,0.346,0.665,0.298,624415
2021,34,11,121,74,18,0,29,345,511,0.26,0.325,0.485,0.81,0.347,541645
2021,41,3,56,67,16,1,18,290,436,0.26,0.335,0.444,0.779,0.337,527038
2021,43,11,130,79,25,4,17,354,533,0.261,0.336,0.436,0.772,0.335,592663
2021,71,4,94,125,24,1,10,442,677,0.266,0.347,0.359,0.706,0.315,518934
2021,41,4,97,80,22,4,5,318,474,0.259,0.329,0.364,0.693,0.306,544725
2021,27,1,62,62,19,3,14,288,414,0.254,0.304,0.427,0.731,0.315,592696
2021,11,2,25,9,0,0,4,60,86,0.178,0.302,0.342,0.644,0.291,467055
2021,30,1,61,132,27,3,2,470,665,0.259,0.293,0.32,0.613,0.27,664058
2021,32,3,65,20,9,0,5,149,218,0.186,0.317,0.317,0.634,0.289,640449
2021,88,3,82,35,9,0,23,218,376,0.235,0.42,0.509,0.929,0.402,518735
2021,68,3,146,87,39,2,45,482,726,0.264,0.336,0.536,0.872,0.369,543760
2021,62,7,87,74,32,5,36,410,626,0.264,0.345,0.533,0.878,0.372,608070
2021,56,2,154,62,31,0,42,348,541,0.28,0.357,0.605,0.962,0.402,665487
2021,37,6,133,120,30,1,22,458,674,0.274,0.32,0.429,0.749,0.324,570731
2021,66,3,85,85,20,1,13,350,538,0.254,0.349,0.384,0.733,0.325,650490
2021,65,3,113,69,19,2,9,303,470,0.246,0.355,0.371,0.726,0.325,592885
2021,86,5,135,73,42,1,35,344,586,0.305,0.413,0.606,1.019,0.429,547180
2021,6,1,31,9,3,0,2,83,104,0.144,0.202,0.237,0.439,0.197,657108
2021,36,7,121,91,38,1,34,373,580,0.305,0.357,0.57,0.927,0.391,592206
2021,77,27,128,77,22,4,17,401,625,0.23,0.358,0.386,0.744,0.333,592192
2021,45,7,103,44,14,2,29,237,378,0.273,0.373,0.595,0.968,0.406,474832
2021,65,9,167,62,31,0,39,406,612,0.245,0.337,0.52,0.857,0.364,664040
2021,2,1,25,3,3,0,1,58,68,0.108,0.147,0.2,0.347,0.154,665506
2021,28,2,60,64,29,1,14,233,371,0.317,0.372,0.531,0.903,0.385,606466
2021,31,1,68,36,17,0,13,189,287,0.259,0.341,0.478,0.819,0.352,446334
2021,57,5,135,88,21,2,21,441,635,0.23,0.306,0.384,0.69,0.302,514917
2021,17,3,44,17,13,0,11,144,205,0.222,0.298,0.47,0.768,0.327,643376
2021,14,7,77,15,9,1,4,147,197,0.165,0.254,0.295,0.549,0.247,669374
2021,5,0,13,2,1,0,1,30,39,0.118,0.231,0.235,0.466,0.217,457803
2021,66,11,86,68,29,3,23,348,548,0.261,0.365,0.482,0.847,0.365,605141
2021,49,5,108,40,29,0,27,295,445,0.246,0.337,0.527,0.864,0.366,656555
2021,83,10,157,89,33,1,14,385,615,0.262,0.374,0.41,0.784,0.347,660162
2021,57,4,161,63,29,1,35,479,668,0.211,0.283,0.435,0.718,0.308,572122
2021,76,4,128,68,24,2,15,370,559,0.228,0.338,0.38,0.718,0.319,502054
2021,24,7,58,62,17,0,7,226,343,0.276,0.341,0.397,0.738,0.325,456781
2021,52,9,75,72,32,1,24,294,484,0.305,0.393,0.556,0.949,0.403,608385
2021,12,3,62,21,6,1,3,134,180,0.188,0.256,0.291,0.547,0.244,595909
2021,58,22,143,86,30,2,30,428,656,0.257,0.348,0.472,0.82,0.354,547989
2021,50,12,168,112,33,1,33,419,660,0.299,0.365,0.523,0.888,0.38,663586
2021,30,6,81,91,25,2,3,383,540,0.24,0.291,0.315,0.606,0.269,462101
2021,58,0,141,82,32,3,11,364,550,0.26,0.338,0.404,0.742,0.325,668942
2021,1,0,6,5,0,0,0,15,21,0.25,0.286,0.25,0.536,0.242,451594
2021,9,1,29,3,1,0,0,38,52,0.095,0.269,0.119,0.388,0.208,518516
2021,79,4,132,55,24,1,27,382,572,0.219,0.332,0.438,0.77,0.335,457705
2021,40,5,118,90,16,0,15,360,526,0.252,0.316,0.378,0.694,0.305,408234
2021,48,5,167,84,33,2,27,450,649,0.245,0.307,0.443,0.75,0.322,621020
2021,38,1,70,99,26,2,6,359,531,0.27,0.324,0.368,0.692,0.304,606132
2021,24,3,68,62,18,5,6,246,364,0.27,0.324,0.407,0.731,0.317,572816
2021,45,27,106,115,32,1,18,411,649,0.288,0.367,0.44,0.807,0.353,664034
2021,30,13,83,73,32,2,14,327,491,0.27,0.334,0.444,0.778,0.337,543939
2021,21,2,60,69,12,2,2,223,331,0.276,0.326,0.347,0.673,0.298,602074
2021,16,2,62,29,16,1,6,163,233,0.242,0.3,0.409,0.709,0.307,640461
2021,52,14,170,90,32,3,20,389,600,0.272,0.352,0.455,0.807,0.35,668227
2021,6,0,29,5,2,0,0,50,63,0.123,0.206,0.158,0.364,0.175,605400
2021,1,0,11,8,0,0,0,30,39,0.211,0.231,0.211,0.442,0.198,477132
2021,31,3,118,68,21,6,11,352,492,0.231,0.285,0.376,0.661,0.286,641658
2021,40,12,114,45,23,0,17,311,448,0.215,0.306,0.402,0.708,0.309,669221
2021,29,3,114,75,25,1,22,392,547,0.239,0.283,0.419,0.702,0.302,545341
2021,22,8,109,61,15,6,9,328,449,0.217,0.269,0.346,0.615,0.269,650489
2021,49,5,121,41,13,1,23,305,437,0.204,0.302,0.423,0.725,0.314,596142
2021,56,6,122,62,29,3,27,405,588,0.23,0.311,0.451,0.762,0.327,640457
2021,23,7,71,33,10,2,6,208,289,0.197,0.28,0.32,0.6,0.268,594809
2021,28,8,102,43,11,1,13,216,320,0.239,0.325,0.423,0.748,0.326,545358
2021,11,0,50,41,6,1,0,162,221,0.229,0.267,0.267,0.534,0.238,642423
2021,19,4,65,45,14,2,11,226,321,0.242,0.296,0.413,0.709,0.306,642133
2021,0,1,25,3,2,0,0,49,55,0.093,0.109,0.13,0.239,0.106,506433
2021,41,6,76,69,21,0,10,256,403,0.281,0.365,0.424,0.789,0.346,663886
2021,42,3,96,80,34,3,34,449,645,0.252,0.304,0.488,0.792,0.336,571448
2021,31,2,102,87,28,2,21,369,540,0.272,0.317,0.46,0.777,0.332,666971
2021,64,4,135,90,42,3,16,406,625,0.271,0.35,0.443,0.793,0.344,600869
2021,28,2,57,14,8,0,11,130,193,0.202,0.326,0.454,0.78,0.338,656669
2021,38,5,74,89,30,3,9,366,540,0.264,0.322,0.39,0.712,0.311,500743
2021,49,9,131,49,28,3,25,367,530,0.222,0.308,0.453,0.761,0.327,573262
2021,26,0,56,27,6,1,7,171,238,0.193,0.282,0.33,0.612,0.272,519390
2021,0,0,4,3,1,0,0,17,21,0.19,0.19,0.238,0.428,0.185,656514
2021,6,0,15,6,4,3,1,29,49,0.326,0.408,0.628,1.036,0.431,572008
2021,21,1,119,115,29,2,17,365,550,0.309,0.336,0.468,0.804,0.345,641313
2021,18,2,53,25,14,0,7,164,230,0.219,0.287,0.386,0.673,0.293,518595
2021,41,2,49,101,17,6,2,309,478,0.29,0.354,0.37,0.724,0.32,650333
2021,29,2,60,46,18,1,18,256,370,0.245,0.308,0.463,0.771,0.33,553869
2021,28,4,83,55,9,0,7,247,350,0.223,0.294,0.318,0.612,0.274,605170
2021,41,4,106,91,27,4,11,366,544,0.267,0.327,0.403,0.73,0.318,656976
2021,19,4,56,29,8,0,6,158,224,0.214,0.295,0.343,0.638,0.284,605131
2021,28,8,100,58,21,0,7,265,387,0.245,0.315,0.365,0.68,0.3,571466
2021,53,9,170,93,23,2,39,472,691,0.25,0.317,0.479,0.796,0.34,571745
2021,21,6,75,93,27,2,9,353,511,0.271,0.309,0.39,0.699,0.304,578428
2021,49,2,109,70,28,0,14,350,513,0.242,0.318,0.394,0.712,0.311,476704
2021,95,8,155,84,23,3,23,432,668,0.235,0.353,0.409,0.762,0.337,543257
2021,29,1,73,29,12,1,8,183,263,0.215,0.304,0.378,0.682,0.3,660294
2021,20,1,109,78,18,2,14,309,442,0.266,0.301,0.418,0.719,0.309,570482
2021,31,1,79,28,11,3,9,216,299,0.191,0.278,0.356,0.634,0.278,641856
2021,57,13,117,72,31,1,28,342,544,0.278,0.371,0.525,0.896,0.383,543068
2021,11,3,17,45,10,4,2,140,215,0.303,0.349,0.423,0.772,0.335,663611
2021,11,5,99,52,15,1,4,223,311,0.244,0.283,0.342,0.625,0.274,595751
2021,48,6,66,57,17,2,4,277,411,0.224,0.326,0.317,0.643,0.292,595777
2021,48,1,92,79,37,3,30,364,562,0.29,0.352,0.55,0.902,0.381,663656
2021,38,9,78,105,27,3,14,370,566,0.287,0.346,0.432,0.778,0.338,516416
2021,11,5,46,45,3,0,17,213,294,0.234,0.276,0.428,0.704,0.301,405395
2021,19,1,46,27,6,0,7,148,208,0.213,0.288,0.356,0.644,0.284,542303
2021,65,4,136,108,36,2,31,431,677,0.291,0.363,0.51,0.873,0.374,502671
2021,26,4,84,41,12,1,12,208,304,0.241,0.316,0.423,0.739,0.321,596103
2021,47,1,124,80,26,5,28,411,598,0.253,0.313,0.471,0.784,0.334,500871
2021,11,7,54,26,10,0,5,151,210,0.214,0.281,0.344,0.625,0.276,665926
2021,18,2,58,30,11,1,10,180,252,0.224,0.286,0.409,0.695,0.3,519048
2021,53,11,92,97,25,4,13,379,582,0.268,0.349,0.407,0.756,0.332,453568
2021,49,1,105,88,22,0,9,347,516,0.255,0.328,0.361,0.689,0.305,650402
2021,38,6,95,113,41,3,11,479,691,0.26,0.307,0.383,0.69,0.301,669242
2021,73,23,141,86,34,2,21,394,633,0.266,0.378,0.454,0.832,0.364,663697
2021,40,1,109,38,12,0,17,256,364,0.207,0.297,0.402,0.699,0.304,457708
2021,0,0,1,1,0,0,0,3,4,0.25,0.25,0.25,0.5,0.22,628317
2021,33,1,69,24,13,0,4,155,230,0.209,0.326,0.337,0.663,0.299,641470
2021,34,4,145,73,20,4,18,354,507,0.245,0.302,0.42,0.722,0.311,665862
2021,33,3,62,77,12,0,3,324,452,0.221,0.283,0.272,0.555,0.251,592743
2021,60,10,119,73,25,1,23,375,567,0.245,0.339,0.439,0.778,0.338,649966
2021,38,3,83,58,12,4,7,256,378,0.24,0.323,0.362,0.685,0.303,666158
2021,57,5,114,123,37,0,9,455,686,0.271,0.337,0.373,0.71,0.314,641487
2021,49,10,95,90,33,7,21,427,637,0.261,0.33,0.452,0.782,0.336,630105
2021,49,2,85,63,20,1,8,284,427,0.245,0.335,0.367,0.702,0.312,607732
2021,0,0,2,0,0,0,0,2,2,0,0,0,0,0,607192
2021,52,11,139,69,34,5,24,399,594,0.249,0.328,0.467,0.795,0.341,596115
2021,70,8,107,122,25,2,31,422,680,0.299,0.379,0.502,0.881,0.379,518692
2021,25,5,65,42,9,0,7,175,263,0.249,0.335,0.378,0.713,0.316,605119
2021,40,8,117,62,19,3,18,332,482,0.235,0.311,0.417,0.728,0.316,592626
2021,40,4,53,65,17,0,12,258,396,0.267,0.348,0.418,0.766,0.336,608324
2021,40,7,85,73,20,0,11,294,445,0.261,0.339,0.394,0.733,0.323,553882
2021,27,1,41,33,13,0,6,167,247,0.237,0.324,0.379,0.703,0.31,543685
2021,40,2,102,37,8,0,11,227,325,0.198,0.302,0.343,0.645,0.288,608596
2021,31,3,71,25,15,0,13,156,243,0.254,0.358,0.512,0.87,0.372,641598
2021,26,2,48,45,13,0,8,192,286,0.256,0.329,0.399,0.728,0.319,456715
2021,32,5,53,106,29,3,8,324,507,0.311,0.361,0.436,0.797,0.347,488726
2021,63,3,157,85,19,0,35,374,579,0.271,0.354,0.513,0.867,0.37,519317
2021,17,1,57,11,3,0,7,123,162,0.146,0.241,0.312,0.553,0.246,547379
2021,45,3,128,86,40,7,30,473,684,0.256,0.308,0.483,0.791,0.336,645277
2021,61,8,167,80,25,4,20,382,580,0.252,0.341,0.434,0.775,0.338,621035
2021,63,4,91,103,32,1,31,441,675,0.275,0.347,0.484,0.831,0.356,514888
2021,34,5,106,66,24,2,19,303,453,0.268,0.331,0.473,0.804,0.345,571980
2021,34,2,105,45,12,2,11,275,381,0.203,0.278,0.345,0.623,0.275,570256
2021,47,9,85,40,19,1,24,218,358,0.278,0.391,0.586,0.977,0.412,660670
2021,35,4,174,60,17,2,38,399,555,0.227,0.281,0.488,0.769,0.325,594807
2021,81,4,202,66,15,3,27,427,623,0.206,0.315,0.396,0.711,0.312,656305
2021,34,7,132,26,11,2,33,262,375,0.216,0.301,0.557,0.858,0.359,572287
2021,11,0,65,42,11,1,7,211,283,0.224,0.254,0.349,0.603,0.261,658069
2021,45,2,71,29,7,0,9,172,264,0.207,0.348,0.364,0.712,0.321,641584
2021,18,2,46,20,12,0,6,148,206,0.204,0.282,0.366,0.648,0.284,519058
2021,13,6,62,30,23,0,19,163,254,0.306,0.358,0.647,1.005,0.419,621439
2021,76,9,113,79,35,0,39,423,661,0.266,0.36,0.53,0.89,0.379,621566
2021,5,0,7,1,0,0,1,19,26,0.095,0.269,0.238,0.507,0.244,656427
2021,11,2,69,28,14,3,9,184,251,0.227,0.267,0.424,0.691,0.294,644374
2021,58,9,136,77,32,2,25,380,583,0.264,0.348,0.479,0.827,0.356,592178
2021,46,5,127,41,10,1,12,310,425,0.171,0.271,0.299,0.57,0.258,455117
2021,5,0,18,12,3,0,0,48,68,0.238,0.294,0.286,0.58,0.261,608331
2021,57,0,156,72,32,1,25,368,555,0.261,0.337,0.48,0.817,0.35,642715
2021,22,2,41,22,8,1,8,78,141,0.333,0.447,0.624,1.071,0.451,545361
2021,51,23,87,75,23,3,22,378,575,0.246,0.343,0.435,0.778,0.34,519203
2021,51,6,96,46,21,4,19,340,487,0.209,0.302,0.409,0.711,0.309,596146
2021,42,3,98,72,23,0,22,344,506,0.254,0.32,0.447,0.767,0.331,542583
2021,57,2,183,51,24,0,30,366,530,0.223,0.309,0.465,0.774,0.332,593934
2021,25,1,41,87,22,3,5,409,552,0.222,0.259,0.304,0.563,0.247,621028
2021,36,2,87,60,12,0,10,239,359,0.255,0.334,0.386,0.72,0.318,592567
2021,67,2,121,119,29,1,4,416,638,0.269,0.348,0.344,0.692,0.31,664702
2021,1,0,16,4,1,0,0,28,34,0.152,0.176,0.182,0.358,0.16,592346
2021,32,5,99,60,19,7,4,262,389,0.256,0.326,0.384,0.71,0.311,595281
2021,78,11,121,60,26,2,36,375,588,0.248,0.362,0.525,0.887,0.378,571970
2021,52,14,138,57,20,0,21,319,483,0.235,0.34,0.434,0.774,0.338,575929
2021,27,9,98,47,21,2,14,258,378,0.246,0.317,0.442,0.759,0.328,657656
2021,79,2,163,102,24,3,18,414,642,0.262,0.355,0.412,0.767,0.337,663993
2021,84,3,102,87,15,0,19,449,657,0.212,0.317,0.339,0.656,0.295,467793
2021,34,15,108,80,18,2,11,352,512,0.24,0.312,0.359,0.671,0.297,669256
2021,57,4,68,123,31,0,15,373,603,0.312,0.381,0.452,0.833,0.363,493329
2021,43,13,99,103,27,3,12,325,526,0.309,0.382,0.455,0.837,0.365,516782
2021,67,8,119,102,35,8,24,394,638,0.3,0.382,0.519,0.901,0.386,668804
2021,48,8,145,80,35,1,33,391,596,0.276,0.344,0.528,0.872,0.37,670541
2021,63,5,156,59,20,1,25,363,536,0.224,0.323,0.432,0.755,0.328,664023
2021,29,1,94,31,9,2,10,266,348,0.164,0.236,0.299,0.535,0.237,641355
2021,12,1,46,15,0,0,4,100,132,0.16,0.242,0.261,0.503,0.229,642211
2021,55,11,152,91,31,4,18,407,617,0.261,0.34,0.43,0.77,0.335,666185
2021,108,6,213,47,13,1,38,400,613,0.198,0.347,0.457,0.804,0.35,608336
2021,38,2,97,90,27,2,17,364,540,0.272,0.326,0.436,0.762,0.329,643217
2021,74,4,116,94,34,1,26,406,639,0.276,0.365,0.48,0.845,0.364,621043
2021,45,5,118,88,35,2,33,436,644,0.266,0.323,0.498,0.821,0.349,593871
2021,10,1,59,28,11,0,4,166,220,0.206,0.245,0.316,0.561,0.245,621311
2021,31,1,87,65,20,2,6,271,396,0.255,0.316,0.371,0.687,0.301,663647
2021,40,4,103,129,42,3,10,492,720,0.272,0.317,0.388,0.705,0.307,593160
2021,2,0,26,5,1,0,0,53,61,0.102,0.131,0.119,0.25,0.115,543294
2021,24,5,81,81,19,0,11,334,474,0.249,0.295,0.366,0.661,0.289,425877
2021,3,1,45,1,1,0,0,58,64,0.033,0.094,0.05,0.144,0.077,645261
2021,27,11,91,136,25,3,8,467,677,0.269,0.31,0.355,0.665,0.292,643396
2021,27,5,73,38,10,2,8,237,327,0.197,0.275,0.325,0.6,0.267,623520
2021,51,4,74,120,21,6,2,363,567,0.291,0.36,0.367,0.727,0.323,670032
2021,46,10,69,130,36,5,5,405,637,0.303,0.364,0.408,0.772,0.339,624428
2021,11,0,57,49,14,0,5,222,301,0.234,0.262,0.334,0.596,0.259,624431
2021,1,0,23,6,2,0,0,50,59,0.138,0.153,0.172,0.325,0.143,622491
2021,38,13,168,76,26,2,34,348,537,0.284,0.352,0.556,0.908,0.384,641933
2021,19,4,66,22,6,1,6,163,221,0.177,0.262,0.308,0.57,0.255,642201
2021,35,9,103,40,10,1,19,288,402,0.196,0.284,0.388,0.672,0.294,657557
2021,27,3,68,44,15,2,8,254,353,0.214,0.28,0.347,0.627,0.276,518792
2021,1,0,11,1,0,0,0,22,24,0.043,0.083,0.043,0.126,0.065,641771
2021,42,7,130,82,21,1,32,390,575,0.259,0.322,0.485,0.807,0.344,443558
2021,11,3,58,19,6,1,5,102,147,0.233,0.306,0.406,0.712,0.31,546990
2021,9,1,60,17,6,2,3,147,185,0.16,0.205,0.269,0.474,0.208,665750
2021,28,13,185,82,18,2,31,373,547,0.263,0.318,0.49,0.808,0.345,595879
2021,33,5,145,89,16,1,12,373,529,0.24,0.295,0.35,0.645,0.284,572191
2021,8,0,23,13,5,2,1,55,84,0.276,0.345,0.434,0.779,0.337,664728
2021,23,1,49,33,13,1,2,187,260,0.208,0.281,0.297,0.578,0.259,571788
2021,3,0,28,6,0,0,0,49,58,0.109,0.155,0.109,0.264,0.127,605540
2021,0,0,13,8,5,0,1,46,60,0.233,0.233,0.367,0.6,0.254,608566
2021,44,7,154,56,27,6,16,388,544,0.213,0.287,0.389,0.676,0.294,641531
2021,12,0,16,23,4,0,1,84,124,0.25,0.323,0.312,0.635,0.286,669222
2021,22,4,72,32,12,2,8,219,299,0.198,0.268,0.344,0.612,0.269,673490
2021,67,6,150,61,27,0,27,414,602,0.217,0.312,0.422,0.734,0.319,624585
2021,25,1,75,16,6,1,10,143,202,0.188,0.292,0.403,0.695,0.303,606157
2021,8,0,40,41,7,1,2,170,229,0.231,0.258,0.299,0.557,0.244,570481
2021,50,3,105,55,18,3,8,262,399,0.243,0.343,0.382,0.725,0.321,592325
2021,7,9,33,19,4,0,2,115,156,0.179,0.263,0.25,0.513,0.237,641796
2021,20,10,44,43,4,1,7,149,234,0.27,0.363,0.402,0.765,0.339,607461
2021,24,13,170,97,24,0,48,455,661,0.271,0.312,0.54,0.852,0.359,521692
2021,6,1,32,10,8,0,5,77,107,0.23,0.28,0.46,0.74,0.314,664247
2021,30,4,68,41,10,1,9,155,250,0.282,0.38,0.463,0.843,0.367,643265
2021,54,18,101,61,19,2,25,318,497,0.252,0.36,0.482,0.842,0.364,669257
2021,35,6,77,20,11,1,3,173,249,0.168,0.305,0.274,0.579,0.271,572761
2021,5,3,21,4,0,0,1,38,51,0.116,0.255,0.186,0.441,0.219,621500
2021,28,5,53,34,5,0,5,170,247,0.206,0.312,0.299,0.611,0.28,595943
2021,4,4,26,40,20,3,2,182,255,0.263,0.286,0.393,0.679,0.292,593643
2021,7,2,18,3,0,0,1,47,60,0.078,0.217,0.137,0.354,0.182,621458
2021,36,1,70,76,18,3,10,319,463,0.251,0.311,0.378,0.689,0.301,622534
2021,43,1,113,43,9,3,20,257,376,0.226,0.316,0.452,0.768,0.331,543543
2021,25,7,64,66,12,0,5,208,323,0.285,0.356,0.378,0.734,0.326,622110
2021,6,4,19,5,2,2,0,43,62,0.173,0.306,0.288,0.594,0.275,596451
2021,6,0,19,11,3,0,2,66,88,0.195,0.25,0.305,0.555,0.245,606115
2021,42,0,57,30,8,0,9,168,257,0.219,0.346,0.381,0.727,0.325,596129
2021,43,6,74,48,11,1,13,236,358,0.236,0.341,0.405,0.746,0.328,608348
2021,3,1,20,6,1,0,0,35,46,0.167,0.239,0.19,0.429,0.202,641583
2021,21,18,98,87,22,2,16,363,529,0.259,0.314,0.41,0.724,0.315,571657
2021,18,2,68,14,8,1,7,180,230,0.143,0.217,0.29,0.507,0.225,605421
2021,16,5,36,10,2,1,2,96,132,0.135,0.273,0.225,0.498,0.239,664789
2021,31,3,120,113,25,6,11,399,588,0.28,0.321,0.406,0.727,0.315,642708
2021,58,4,147,78,32,1,23,399,595,0.251,0.329,0.445,0.774,0.335,641857
2021,72,4,114,61,26,0,26,352,541,0.243,0.349,0.467,0.816,0.353,518626
2021,6,0,9,7,1,0,0,36,50,0.182,0.28,0.205,0.485,0.231,672779
2021,8,0,30,34,6,1,1,129,179,0.246,0.279,0.31,0.589,0.259,519299
2021,9,1,50,18,9,0,7,127,171,0.211,0.257,0.398,0.655,0.281,656716
2021,15,0,39,9,4,0,4,90,122,0.159,0.262,0.308,0.57,0.256,592530
2021,9,4,28,10,4,0,0,56,83,0.2,0.325,0.257,0.582,0.276,607468
2021,29,2,79,48,7,0,4,224,314,0.208,0.287,0.276,0.563,0.256,641343
2021,22,6,76,41,10,2,13,217,311,0.233,0.302,0.42,0.722,0.313,543105
2021,3,4,12,34,8,0,7,160,216,0.234,0.259,0.373,0.632,0.272,553902
2021,21,2,42,29,9,2,5,141,209,0.242,0.325,0.392,0.717,0.315,501303
2021,11,3,28,8,2,0,2,63,89,0.16,0.292,0.267,0.559,0.262,621002
2021,28,10,132,40,14,3,6,327,428,0.162,0.236,0.259,0.495,0.224,598265
2021,60,5,113,98,34,1,23,380,601,0.291,0.368,0.487,0.855,0.368,593428
2021,9,4,57,32,11,1,4,150,211,0.242,0.289,0.369,0.658,0.287,622761
2021,49,3,151,90,42,3,28,413,628,0.283,0.342,0.512,0.854,0.363,502110
2021,56,8,126,103,37,5,30,433,672,0.288,0.356,0.513,0.869,0.371,656775
2021,0,0,18,4,0,0,0,34,38,0.105,0.105,0.105,0.21,0.093,605483
2021,33,1,109,65,18,0,11,290,418,0.245,0.306,0.378,0.684,0.299,600474
2021,46,4,96,110,32,2,13,392,599,0.286,0.346,0.423,0.769,0.335,657077
2021,4,0,11,3,0,0,0,31,38,0.088,0.184,0.088,0.272,0.142,669134
2021,44,3,87,40,13,2,16,192,310,0.27,0.381,0.517,0.898,0.384,573131
2021,26,5,78,56,15,1,14,276,393,0.238,0.298,0.401,0.699,0.303,520471
2021,20,3,67,46,22,0,11,301,403,0.208,0.253,0.353,0.606,0.263,596748
2021,0,0,2,0,0,0,0,4,4,0,0,0,0,0,642232
2021,63,9,110,69,35,3,20,388,587,0.247,0.339,0.443,0.782,0.339,571771
2021,29,9,107,73,26,4,22,367,530,0.254,0.308,0.457,0.765,0.327,669720
2021,27,7,156,49,21,5,25,318,452,0.239,0.296,0.493,0.789,0.334,666915
2021,27,1,100,51,16,2,15,266,378,0.24,0.296,0.426,0.722,0.31,620443
2021,17,7,51,41,15,3,6,190,279,0.255,0.319,0.408,0.727,0.316,642336
2021,4,0,27,2,1,0,0,51,58,0.056,0.121,0.074,0.195,0.099,518876
2021,34,2,84,88,23,1,6,345,499,0.255,0.309,0.348,0.657,0.29,543877
2021,12,1,38,14,4,0,3,107,141,0.164,0.241,0.266,0.507,0.229,547004
2021,20,1,87,23,7,2,14,168,235,0.215,0.285,0.463,0.748,0.318,656541
2021,22,9,79,36,14,0,5,224,310,0.197,0.277,0.301,0.578,0.261,503556
2021,41,6,101,61,22,0,15,324,469,0.232,0.309,0.391,0.7,0.307,683734
2021,24,10,114,76,31,4,11,342,498,0.263,0.313,0.418,0.731,0.316,621563
2021,30,0,91,18,12,3,10,186,259,0.188,0.282,0.397,0.679,0.294,624513
2021,44,1,130,71,33,0,31,392,572,0.256,0.315,0.495,0.81,0.344,592669
2021,41,4,162,79,23,1,33,406,587,0.251,0.308,0.48,0.788,0.336,663624
2021,55,7,143,89,37,1,38,430,657,0.277,0.346,0.534,0.88,0.373,646240
2021,1,0,11,1,0,0,0,32,34,0.03,0.059,0.03,0.089,0.046,545333
2021,14,1,72,39,14,0,9,214,291,0.225,0.265,0.373,0.638,0.275,621446
2021,23,4,101,56,24,0,18,313,438,0.238,0.285,0.428,0.713,0.306,623993
2021,26,6,80,65,27,1,21,272,418,0.295,0.349,0.534,0.883,0.375,572041
2021,48,8,144,87,33,1,21,416,614,0.254,0.322,0.43,0.752,0.326,641820
2021,1,3,28,14,1,0,3,72,94,0.2,0.234,0.311,0.545,0.239,605244
2021,19,1,46,48,9,1,7,176,261,0.27,0.326,0.402,0.728,0.317,606213
