pitcher,p_throws,stand,events,avg_launch_speed,avg_launch_angle,xba,woba,xwoba,iso,brl_pct
605513,R,R,6,100.675,4.25,0.39225,0.8,0.43224999999999997,0.3333333333333333,0
605540,R,L,12,85.26666666666667,40.666666666666664,0.16699999999999998,0.225,0.23533333333333334,0.25,0
605540,R,R,10,85.41,5.1,0.2714,0.215,0.2766,0.1,0
606160,R,L,4,97.56666666666666,17.333333333333332,0.4256666666666667,0.725,0.5409999999999999,0.75,0.3333333333333333
606160,R,R,4,83.66666666666666,-5.666666666666667,0.317,0.225,0.30533333333333335,0,0
607237,L,L,1,90.6,25,0.106,0,0.103,0,0
607237,L,R,4,101.6,11,0.567,0.625,0.562,0,0
607259,R,L,9,84.75555555555556,10.666666666666666,0.31,0.32222222222222224,0.4524444444444444,0.3333333333333333,0.2222222222222222
607259,R,R,20,84.25384615384615,0.23076923076923078,0.3889230769230769,0.25,0.3659230769230769,0,0
607455,L,L,2,76.7,-53,0.254,0,0.242,0,0
607455,L,R,2,90,-5.5,0.3725,0.45,0.35750000000000004,0,0
607481,L,L,1,NA,NA,NA,0.7,NA,0,NA
607481,L,R,2,NA,NA,NA,0,NA,0,NA
607536,L,L,7,95.46666666666667,20,0.13899999999999998,0.09999999999999999,0.13766666666666666,0,0
607536,L,R,14,87.66923076923077,26.46153846153846,0.22984615384615384,0.24285714285714285,0.2616923076923077,0.14285714285714285,0
607755,L,L,2,90.4,-10,0.18,0.35,0.176,0,0
607755,L,R,3,80.26666666666667,27.333333333333332,0.088,0.3,0.10566666666666667,0,0
608328,R,L,2,91.15,16,0.1875,1,0.221,1.5,0
608328,R,R,7,85.86,37.6,0.41040000000000004,0.22857142857142856,0.3858,0,0
608331,L,L,4,81.9,25.666666666666668,0.159,0.225,0.248,0,0
608331,L,R,9,88.125,16.25,0.257625,0.3388888888888889,0.242875,0.1111111111111111,0
608337,R,L,6,88.74,20.4,0.295,0.3,0.395,0,0.2
608337,R,R,17,86.52,8.6,0.278,0.31470588235294117,0.2798,0.058823529411764705,0
608379,R,L,9,82.05,28.166666666666668,0.36183333333333334,0.43333333333333335,0.466,0.2222222222222222,0.16666666666666666
608379,R,R,17,86.22,20.533333333333335,0.30033333333333334,0.3588235294117647,0.4072,0.29411764705882354,0.13333333333333333
608566,R,L,14,86.34545454545454,-0.36363636363636365,0.32711111111111113,0.25357142857142856,0.4305555555555556,0.07142857142857142,0.09090909090909091
608566,R,R,10,91.9875,5.5,0.301375,0.43,0.28800000000000003,0.2,0
608638,R,L,3,78.1,-7,0.159,0,0.145,0,0
608638,R,R,3,96.30000000000001,-2.5,0.29300000000000004,0,0.371,0,0
608665,R,R,8,84.4,7.333333333333333,0.3515,0.5125,0.3566666666666667,0,0
608718,L,L,1,43.3,33,0.171,0,0.154,0,0
608718,L,R,2,71.7,56,0.08,0,0.084,0,0
608723,R,L,2,69.4,-45,0.123,0.35,0.111,0,0
608723,R,R,3,97.55,39.5,0.449,0.6666666666666666,0.8335,1,0.5
614179,R,L,1,71.2,29,0.831,0.9,0.754,0,0
614179,R,R,9,94.96,21.4,0.384,0.35555555555555557,0.3734,0,0
621016,R,L,1,NA,NA,NA,0,NA,0,NA
621016,R,R,2,NA,NA,NA,0,NA,0,NA
621051,R,L,2,87,17,0.903,0.45,0.857,0,0
621051,R,R,6,78.96666666666667,43,0.059333333333333335,0.15,0.06066666666666667,0,0
621074,R,R,1,91.4,-8,0.197,0,0.178,0,0
621107,R,L,12,88.7,5.857142857142857,0.2705714285714286,0.1625,0.3325714285714286,0.08333333333333333,0.14285714285714285
