pitcher,p_throws,stand,events,avg_launch_speed,avg_launch_angle,xba,woba,xwoba,iso,brl_pct
605130,R,R,9,88.7,23.333333333333332,0.059833333333333336,0.07777777777777778,0.06783333333333333,0,0
605135,R,L,28,85.45882352941176,7.470588235294118,0.2918235294117647,0.3125,0.34705882352941175,0.14285714285714285,0.058823529411764705
605135,R,R,16,86.02222222222223,20.88888888888889,0.34055555555555556,0.05625,0.42377777777777775,0,0.1111111111111111
605151,R,L,2,48.5,6,0.149,0,0.134,0,0
605151,R,R,7,83.73333333333333,1.5,0.20350000000000001,0.35714285714285715,0.22783333333333333,0,0
605154,R,L,1,NA,NA,NA,0.7,NA,0,NA
605154,R,R,5,83.72,26.6,0.127,0,0.1406,0,0
605156,R,L,5,102,8.333333333333334,0.712,0.25,0.721,0.2,0
605156,R,R,7,85.33333333333333,6,0.25483333333333336,0.30714285714285716,0.30333333333333334,0.14285714285714285,0.16666666666666666
605164,R,L,10,81.82222222222222,16.555555555555557,0.13177777777777777,0,0.122,0,0
605164,R,R,8,85.95,23.5,0.3435,0.35625,0.35000000000000003,0.125,0.16666666666666666
605194,R,L,6,87.85,27,0.143,0.35,0.16499999999999998,0,0
605194,R,R,4,92.6,53,0.0015,0.175,0.0015,0,0
605195,R,L,6,81.05,12.5,0.17925,0.2333333333333333,0.187,0,0
605195,R,R,4,93.4,29,0.114,0.175,0.165,0,0
605200,R,L,24,82.08571428571429,2.761904761904762,0.32085714285714284,0.375,0.38604761904761903,0.25,0.09523809523809523
605200,R,R,18,90.10000000000001,10.461538461538462,0.2683076923076923,0.3472222222222222,0.2613846153846154,0.05555555555555555,0
605242,R,L,6,90.14,2.4,0.436,0,0.4314,0,0
605242,R,R,7,75.83333333333333,28.666666666666668,0.206,0.1285714285714286,0.207,0,0
605280,R,L,3,87.5,-13,0.111,0.5333333333333333,0.1,0,0
605280,R,R,14,86.08181818181818,-3.090909090909091,0.18672727272727271,0.21785714285714286,0.181,0.07142857142857142,0
605288,R,L,6,95.7,-11.666666666666666,0.5589999999999999,0.475,0.595,0.16666666666666666,0
605288,R,R,12,85.45,24.25,0.42975,0.26666666666666666,0.538625,0,0.125
605347,R,L,12,84.28571428571429,6.428571428571429,0.24814285714285714,0.4708333333333333,0.25114285714285717,0.25,0
605347,R,R,6,76.13333333333333,0,0.23199999999999998,0.3,0.227,0,0
605397,R,L,29,86.7,19.333333333333332,0.34494444444444444,0.2913793103448276,0.37244444444444447,0.20689655172413793,0
605397,R,R,16,86.64615384615385,-3.923076923076923,0.286,0.1125,0.27784615384615385,0,0
605400,R,L,19,90.27777777777777,1.8888888888888888,0.2692222222222222,0.35789473684210527,0.4291111111111111,0.3157894736842105,0.2222222222222222
605400,R,R,21,90.73076923076923,5.615384615384615,0.28184615384615386,0.36666666666666664,0.3262307692307692,0.23809523809523808,0.15384615384615385
605446,R,L,8,87.72,-8.4,0.4548,0.7875,0.8164,0.75,0.4
605446,R,R,11,87.18888888888888,19.11111111111111,0.13844444444444445,0.24545454545454545,0.19166666666666668,0.2727272727272727,0
605447,R,L,9,81.03333333333333,6.333333333333333,0.4836666666666667,0.3,0.49633333333333335,0,0.16666666666666666
605447,R,R,8,89.98,22.4,0.2606,0,0.24219999999999997,0,0
605488,L,L,3,103.4,44,0.114,0.2333333333333333,0.217,0,0
605488,L,R,8,86.4,5,0.09375,0,0.1385,0,0
605507,R,L,8,91.6,16.4,0.5184,0.2,0.5236000000000001,0,0
605507,R,R,10,83.55555555555556,8.555555555555555,0.31977777777777777,0.505,0.418,0.4,0.1111111111111111
605521,R,L,3,71.4,-12.5,0.11599999999999999,0,0.109,0,0
605521,R,R,4,108,15,0.711,0.4,0.829,0,0
605525,R,L,5,78.83333333333333,11.666666666666666,0.12966666666666668,0.13999999999999999,0.12933333333333333,0,0
605525,R,R,6,104.6,-10.333333333333334,0.5046666666666667,0.3833333333333333,0.48133333333333334,0,0
605538,R,L,6,90.96666666666667,33.333333333333336,0.28933333333333333,0.45,0.5663333333333334,0.5,0.3333333333333333
605538,R,R,12,84.4875,18.125,0.211,0.15,0.281375,0,0.125
605540,R,L,13,69.73333333333333,-2.5555555555555554,0.2907777777777778,0.4307692307692308,0.28255555555555556,0.07692307692307693,0
605540,R,R,28,86.64999999999999,20.5,0.3316190476190476,0.2857142857142857,0.3822857142857143,0,0.09090909090909091
606149,R,L,4,89.96666666666667,3.6666666666666665,0.159,0,0.143,0,0
606149,R,R,3,85.1,61,0.024,0.2333333333333333,0.0325,0,0
606160,R,L,7,87.80000000000001,-6.5,0.44225,0.2571428571428572,0.41825,0,0
606160,R,R,4,84.6,38,0.376,0,0.36250000000000004,0,0
606303,R,L,1,68.2,-41,0.134,0,0.126,0,0
606303,R,R,8,93.36666666666667,12.333333333333334,0.29583333333333334,0.3125,0.2818333333333333,0,0
606424,L,L,5,89.4,16,0.127,0.13999999999999999,0.12050000000000001,0,0
606424,L,R,5,101.93333333333334,28,0.482,0,0.7626666666666667,0,0.6666666666666666
606930,R,L,4,93.5,27.666666666666668,0.3323333333333333,0,0.43566666666666665,0,0.3333333333333333
606930,R,R,6,91.56666666666666,15,0.26266666666666666,0.20833333333333334,0.37366666666666665,0.16666666666666666,0.16666666666666666
607074,L,L,8,77.4,13.333333333333334,0.156,0.0875,0.14533333333333331,0,0
607074,L,R,37,88.3625,14.6875,0.303,0.2162162162162162,0.3491875,0.05405405405405406,0.0625
607200,R,L,31,81.48947368421052,14.631578947368421,0.35536842105263156,0.31129032258064515,0.3924736842105263,0.12903225806451613,0.05263157894736842
607200,R,R,11,94.3375,16.125,0.466,0.2772727272727273,0.45637500000000003,0.09090909090909091,0
607216,R,L,9,81.54285714285714,-10.857142857142858,0.31257142857142856,0.21666666666666667,0.32285714285714284,0.1111111111111111,0
607216,R,R,9,90.12857142857143,-4.428571428571429,0.182,0.3388888888888889,0.18742857142857142,0.1111111111111111,0
607237,L,R,6,91.95,35.5,0.255,0.11666666666666665,0.25075,0,0
607259,R,L,12,78.56666666666666,32,0.24233333333333332,0.29583333333333334,0.233,0.08333333333333333,0
607259,R,R,9,96.92857142857143,23.428571428571427,0.41428571428571426,0.3388888888888889,0.42442857142857143,0.1111111111111111,0
607359,R,L,4,96.5,-1.5,0.333,0,0.2995,0,0
607359,R,R,13,79.61111111111111,12.88888888888889,0.10933333333333332,0.1769230769230769,0.10911111111111112,0,0
607391,R,L,9,89.66666666666666,24.5,0.5143333333333333,0.5,0.661,0.3333333333333333,0.16666666666666666
607391,R,R,11,91.8125,7.625,0.54525,0.7545454545454545,0.741625,0.5454545454545454,0.25
607455,L,L,1,89.9,25,0.16,0.9,0.207,0,0
607455,L,R,14,85.74444444444444,5,0.34044444444444444,0.2714285714285714,0.4008888888888889,0.21428571428571427,0.1111111111111111
607481,L,L,7,77.5,32,0.524,0.37857142857142856,0.925,0.14285714285714285,0.5
607481,L,R,14,90.07142857142857,13.142857142857142,0.6517142857142857,0.46071428571428574,0.6277142857142857,0.07142857142857142,0
607536,L,L,9,77.14,-1.8,0.19720000000000001,0.43333333333333335,0.1826,0,0
607536,L,R,37,90.63214285714285,5.035714285714286,0.31164285714285717,0.4689189189189189,0.33632142857142855,0.21621621621621623,0.03571428571428571
607625,R,L,8,90.775,17.75,0.3935,0.35625,0.3785,0.125,0
607625,R,R,7,96.625,-17,0.308,0.2785714285714286,0.296,0.14285714285714285,0
607644,L,L,9,87.18571428571428,14.285714285714286,0.2877142857142857,0.21666666666666667,0.3821428571428571,0.1111111111111111,0.14285714285714285
607644,L,R,25,89.06470588235294,18.470588235294116,0.3856470588235294,0.28,0.3831764705882353,0,0
608032,R,L,5,88.175,31,0.1265,0.13999999999999999,0.11975000000000001,0,0
608032,R,R,8,88.55,23.166666666666668,0.243,0.55625,0.28150000000000003,0.125,0
608331,L,L,9,87.25,25.333333333333332,0.31666666666666665,0.3,0.3275,0,0
608331,L,R,40,82.884375,5.15625,0.38390625,0.31375000000000003,0.3833125,0.025,0
608337,R,L,8,96.86666666666666,37.666666666666664,0.322,0.175,0.6553333333333333,0,0.3333333333333333
608337,R,R,7,94.875,26,0.35000000000000003,0.17857142857142858,0.34625,0.14285714285714285,0
608344,L,L,14,85.92,12.7,0.2571,0.30714285714285716,0.3221,0.21428571428571427,0.1
608344,L,R,34,87.03333333333333,6.7,0.38226666666666664,0.40294117647058825,0.4953,0.38235294117647056,0.2
608348,R,L,2,87.65,33.5,0.3575,0,0.342,0,0
608348,R,R,1,104.6,14,0.714,0.9,0.752,0,0
608349,R,L,4,70.95,-9,0.237,0.4,0.2135,0,0
608349,R,R,7,92.125,8,0.154,0.09999999999999999,0.189,0,0
608379,R,L,12,82.64285714285714,8.142857142857142,0.25214285714285717,0.26666666666666666,0.25042857142857144,0,0
608379,R,R,6,99.23333333333333,-11.75,0.3066666666666667,0.11666666666666665,0.42033333333333334,0,0.3333333333333333
608566,R,L,25,89.16666666666667,8.555555555555555,0.30416666666666664,0.244,0.29816666666666664,0,0
608566,R,R,22,89.565,8.05,0.37324999999999997,0.3840909090909091,0.4129,0.2727272727272727,0.05
608638,R,R,2,98.7,-6,0.26,0,0.234,0,0
608648,R,L,5,90.14,-5.6,0.6286,0.43,0.625,0.2,0
608648,R,R,5,82.96666666666667,-13,0.5016666666666667,0.43,0.4726666666666666,0.2,0
608665,R,L,8,93.51666666666667,17.666666666666668,0.35383333333333333,0.26875,0.34099999999999997,0.125,0
608665,R,R,10,92.68333333333334,-6,0.24250000000000002,0,0.22433333333333333,0,0
608678,R,L,4,75.4,-0.5,0.2645,0.4875,0.2455,0.25,0
608678,R,R,6,93.76666666666667,45.666666666666664,0.261,0.3333333333333333,0.4926666666666667,0.5,0.3333333333333333
608716,R,L,6,85.2,27.25,0.4885,0.4166666666666667,0.47250000000000003,0,0
608716,R,R,7,87.7,42.285714285714285,0.2892857142857143,0.1285714285714286,0.32342857142857145,0,0
608717,R,R,7,84.5,42.6,0.1012,0.1285714285714286,0.1312,0,0
608718,L,R,9,87.75,-10.333333333333334,0.372,0.5777777777777777,0.38416666666666666,0.3333333333333333,0.16666666666666666
608723,R,L,15,89.63636363636364,14.727272727272727,0.3493636363636364,0.22666666666666666,0.3931818181818182,0,0.09090909090909091
608723,R,R,10,90.4875,31.25,0.563625,0.755,0.6815,0.4,0.25
612434,R,L,4,77.1,30.5,0.046,0.175,0.0425,0,0
612434,R,R,14,95.81428571428572,0.14285714285714285,0.30814285714285716,0.2642857142857143,0.3068571428571429,0,0
613534,R,L,4,NA,NA,NA,0.35,NA,0,NA
613534,R,R,5,86.75,-9,0.18475,0.13999999999999999,0.17525000000000002,0,0
614179,R,L,6,76.575,-8.5,0.3135,0.4166666666666667,0.30075,0,0
614179,R,R,5,92.7,15.5,0.611,0.58,0.968,0.6,0.5
615698,R,L,9,96.61666666666667,16.5,0.4028333333333334,0.25555555555555554,0.47983333333333333,0,0.3333333333333333
615698,R,R,12,78.16363636363636,33.54545454545455,0.1499090909090909,0.25416666666666665,0.15109090909090908,0.08333333333333333,0
617228,R,L,5,103.03333333333333,9.666666666666666,0.4806666666666667,0.39,0.5976666666666667,0.2,0.3333333333333333
617228,R,R,9,79,10.857142857142858,0.16114285714285714,0.17777777777777778,0.15971428571428573,0,0
621051,R,L,7,73.725,29.25,0.31075,0.35714285714285715,0.302,0,0
621051,R,R,8,87.9,5,0.403,0.0875,0.3865,0,0
621074,R,L,6,86.625,20.25,0.20350000000000001,0,0.1895,0,0
621074,R,R,1,NA,NA,NA,0,NA,0,NA
621082,R,L,9,96.15,25.125,0.28675,0.46111111111111114,0.40475,0.4444444444444444,0.125
621082,R,R,9,96.52,0,0.27,0.25555555555555554,0.298,0,0
621107,R,L,13,88.1,5.7272727272727275,0.3468181818181818,0.3423076923076923,0.3508181818181818,0.23076923076923078,0
621107,R,R,20,85.79166666666667,13,0.33325,0.3125,0.3655,0.05,0.08333333333333333
621111,R,L,18,85.13333333333334,-9.692307692307692,0.2455,0.22777777777777777,0.3041666666666667,0.1111111111111111,0.16666666666666666
621111,R,R,28,84.13157894736842,7,0.3635263157894737,0.3767857142857143,0.431,0.14285714285714285,0.10526315789473684
621112,R,L,17,92.49,-5.8,0.327,0.1588235294117647,0.3322,0,0
621112,R,R,2,104,14,0.74,0.35,0.776,0,0
621237,L,L,2,81.5,-1,0.2,0,0.195,0,0
621237,L,R,6,95.34,12.6,0.3356,0.35833333333333334,0.43379999999999996,0.16666666666666666,0.2
621242,R,L,5,89.96666666666667,9.666666666666666,0.07733333333333332,0.4,0.11033333333333334,0.6,0
621242,R,R,8,79.875,22,0.38875000000000004,0.3125,0.36125,0,0
621244,R,L,12,99.51111111111112,17.666666666666668,0.47944444444444445,0.7333333333333333,0.7978888888888889,0.5,0.4444444444444444
621244,R,R,19,90.43636363636364,12.636363636363637,0.334,0.39473684210526316,0.4323636363636364,0.2631578947368421,0.09090909090909091
621248,R,L,6,94.76,18.4,0.45699999999999996,0.4166666666666667,0.459,0,0
621248,R,R,8,85.82,11,0.1582,0.33125,0.1648,0.125,0
621249,R,R,1,105.9,7,0.626,1.25,0.589,1,0
621295,R,L,7,91.71666666666667,10.166666666666666,0.3473333333333333,0.38571428571428573,0.3333333333333333,0,0
621295,R,R,8,82.46666666666667,10.5,0.25183333333333335,0.44375,0.2835,0.125,0
621345,L,L,4,94.15,56.5,0.363,0.175,0.731,0,0.5
621345,L,R,10,74.45,33,0.12100000000000001,0.16,0.11674999999999999,0,0
621368,L,L,5,76.8,4,0.231,0.13999999999999999,0.216,0,0
621368,L,R,16,91.675,-1.25,0.37633333333333335,0.603125,0.40475,0.3125,0.08333333333333333
621381,L,L,3,97.9,23,0.337,0.2333333333333333,0.453,0,0
621381,L,R,5,91.3,20.666666666666668,0.07633333333333334,0,0.07133333333333333,0,0
621383,L,L,5,73.225,-8,0.09875,0,0.08925,0,0
621383,L,R,11,80.425,27,0.39,0.2545454545454545,0.50075,0,0.25
621389,L,L,7,80.275,2.75,0.09325,0.09999999999999999,0.0865,0,0
621389,L,R,12,82.68888888888888,14.88888888888889,0.2128888888888889,0.075,0.2311111111111111,0,0
621433,R,L,4,67,36.5,0.0475,0.575,0.0425,0,0
621433,R,R,6,94.91666666666667,24.166666666666668,0.461,0.5416666666666666,0.6776666666666668,0.6666666666666666,0.3333333333333333
621593,R,L,5,96.66666666666667,21.666666666666668,0.26166666666666666,0.25,0.30666666666666664,0.2,0
621593,R,R,7,81.16,17.2,0.388,0.5428571428571428,0.5014,0.42857142857142855,0.2
622072,L,L,7,89.94,14,0.3364,0.22857142857142856,0.3678,0,0
622072,L,R,13,88.56666666666666,9.285714285714286,0.4205,0.4153846153846154,0.544,0.23076923076923078,0.16666666666666666
622098,R,L,9,83.8,16.8,0.2624,0.17777777777777778,0.2636,0,0
622098,R,R,8,97.46000000000001,26.8,0.27140000000000003,0.15625,0.26080000000000003,0.125,0
622250,R,L,2,103.85,15.5,0.776,1,1.245,1.5,0.5
622250,R,R,16,92.37777777777778,27.77777777777778,0.34388888888888886,0.346875,0.461,0.25,0.1111111111111111
622251,R,L,6,74.02,31.6,0.458,0.35833333333333334,0.4462,0.16666666666666666,0
622251,R,R,9,84.86,18,0.4988,0.39444444444444443,0.596,0.1111111111111111,0.2
622253,R,L,8,103,9.333333333333334,0.4623333333333333,0.225,0.44466666666666665,0,0
622253,R,R,10,69.375,-0.625,0.31225,0.09,0.367125,0,0.125
622503,R,L,13,86.5625,-8.875,0.2885,0.3269230769230769,0.26825,0.07692307692307693,0
622503,R,R,6,107.4,20,0.757,0.325,1.136,0.16666666666666666,1
622554,R,L,5,98,24,0.44866666666666666,0.57,0.5806666666666667,0.2,0.3333333333333333
622554,R,R,8,93.71666666666667,-2,0.3155,0.15625,0.40099999999999997,0.125,0.16666666666666666
622608,R,L,8,85.2875,0.25,0.390125,0.45,0.4255,0,0
622608,R,R,10,93.21111111111111,19.77777777777778,0.52155555555555555,0.555,0.5525555555555556,0.1,0.1111111111111111
622663,R,L,11,87.075,0.625,0.382625,0.5227272727272727,0.534375,0.36363636363636365,0.25
622663,R,R,24,86.27692307692307,5.538461538461538,0.23292307692307693,0.2375,0.25746153846153846,0.08333333333333333,0.07692307692307693
622694,R,L,12,92.02499999999999,25.625,0.26575,0.43333333333333335,0.389375,0.25,0.125
622694,R,R,9,97.175,26.25,0.40575,0.4,0.5795,0.3333333333333333,0.25
623149,R,L,3,86.6,-9.5,0.1355,0,0.125,0,0
623149,R,R,3,83.06666666666666,37.333333333333336,0.05433333333333333,0,0.055,0,0
623167,R,L,8,92.28333333333333,20.666666666666668,0.39016666666666666,0.46875,0.38366666666666666,0.125,0
623167,R,R,12,98.6125,32.375,0.294125,0.325,0.453125,0.16666666666666666,0.25
623352,L,L,1,100.9,24,0.563,1.25,0.855,1,1
623352,L,R,11,82.7,36.8,0.2504,0.12727272727272726,0.3356,0,0.2
623451,R,L,7,81.525,0.5,0.328,0.2785714285714286,0.31425,0.14285714285714285,0
623451,R,R,6,94.55,0.75,0.39875,0.3,0.382,0,0
623465,R,L,3,83.76666666666667,25.666666666666668,0.21733333333333332,0,0.19633333333333333,0,0
623465,R,R,9,85.3,18.666666666666668,0.2563333333333333,0.32222222222222224,0.357,0.3333333333333333,0.16666666666666666
623474,R,L,6,100.25,20.833333333333332,0.5371666666666667,0.5666666666666667,0.6843333333333333,0.3333333333333333,0.16666666666666666
623474,R,R,8,90.08333333333333,2,0.24283333333333332,0.3375,0.23816666666666667,0,0
623485,R,L,5,96.45,17,0.23125,0.18,0.21775,0,0
623485,R,R,10,87.41428571428571,21.428571428571427,0.2102857142857143,0.16,0.22771428571428573,0,0
624133,L,L,3,75.73333333333333,-12.666666666666666,0.261,0.38333333333333336,0.25666666666666665,0,0
624133,L,R,13,80.35454545454546,-5.909090909090909,0.19845454545454544,0.46923076923076923,0.18327272727272728,0,0
624522,R,L,5,79.83333333333333,-7,0.24666666666666665,0.13999999999999999,0.31766666666666665,0,0
624522,R,R,18,86.01666666666667,9.833333333333334,0.29233333333333333,0.18888888888888888,0.2945833333333333,0,0
625643,R,L,3,76.2,-23,0.3075,0.4166666666666667,0.28500000000000003,0.3333333333333333,0
625643,R,R,8,94.72,4.4,0.312,0.4,0.3022,0,0
628452,R,L,5,100.225,21,0.35625,0.58,0.46475,0.6,0.25
628452,R,R,9,77.83333333333333,33.333333333333336,0.17266666666666666,0,0.16633333333333333,0,0
628708,R,L,2,93.75,23.5,0.2385,0,0.2145,0,0
628708,R,R,1,43.6,-48,0.217,0.9,0.2,0,0
628711,L,L,2,93.9,32,0.106,0.8,0.178,0,0
628711,L,R,14,95.82,14.4,0.4714,0.5642857142857143,0.5797,0.21428571428571427,0.1
640444,R,L,7,90,30.333333333333332,0.481,0,0.4603333333333333,0,0
640444,R,R,18,88.55,6.5,0.21889999999999998,0.21666666666666667,0.2035,0,0
640448,R,L,5,93.2,6.5,0.37925,0,0.48775,0,0.25
640448,R,R,5,105.23333333333333,5.333333333333333,0.5313333333333333,0.4,0.781,0.6,0.3333333333333333
640451,R,L,2,93.2,36,0.06,0,0.09,0,0
640451,R,R,3,104.85,-4,0.393,0.3,0.3565,0,0
640455,L,L,6,85.775,-2,0.07275,0.11666666666666665,0.06925,0,0
640455,L,R,39,88.808,16.24,0.3166,0.14615384615384616,0.3148,0.05128205128205128,0.04
640462,L,L,7,93.86,7.2,0.596,0.35714285714285715,0.5818,0,0
640462,L,R,9,86.16,5.6,0.1172,0.1388888888888889,0.1114,0.1111111111111111,0
641154,R,L,27,86.84285714285714,8.380952380952381,0.3069047619047619,0.11296296296296296,0.32404761904761903,0.037037037037037035,0.047619047619047616
641154,R,R,13,92.3375,21.75,0.4755,0.4923076923076923,0.576125,0.15384615384615385,0.25
641302,L,L,5,90.125,22.25,0.58,0.36,0.60825,0,0
641302,L,R,15,81.85,-3.0833333333333335,0.274,0.22,0.29525,0.06666666666666667,0.08333333333333333
641329,R,L,6,91.875,12,0.6085,0.15,0.57775,0,0
641329,R,R,10,84.82000000000001,-19.8,0.1686,0.16,0.1568,0,0
641394,L,L,6,73.9,51,0.463,0.3833333333333333,0.452,0,0
641394,L,R,9,73.38,0.2,0.5024,0.48333333333333334,0.4706,0,0
641401,R,L,5,86,10,0.45999999999999996,0.36,0.4415,0,0
641401,R,R,5,86.65,30.75,0.338,0.58,0.51525,0.6,0.25
641447,L,L,2,61.3,61,0.009,0,0.008,0,0
641447,L,R,3,91.73333333333333,7.333333333333333,0.41433333333333333,0.6,0.3983333333333333,0,0
641482,L,R,16,87.73636363636363,26.181818181818183,0.24736363636363637,0.2125,0.24872727272727274,0.125,0
641540,R,L,16,96.0125,3.875,0.4725,0.35625,0.522,0.125,0.125
641540,R,R,25,89.2,-0.5882352941176471,0.39235294117647057,0.424,0.5155882352941177,0.24,0.11764705882352941
641582,R,L,4,84.225,37,0.39275,0.3125,0.54225,0.25,0.25
641582,R,R,4,88.15,26.5,0.08600000000000001,0.225,0.0805,0,0
641627,R,L,2,NA,NA,NA,0.35,NA,0,NA
641627,R,R,10,86.71666666666667,17.833333333333332,0.38816666666666666,0.18,0.37866666666666665,0,0
641682,R,L,5,96,-2.5,0.317,0.32,0.302,0,0
641682,R,R,7,86,9.5,0.55625,0.7142857142857143,0.52325,0,0
641712,R,L,8,86.72857142857143,-17,0.2162857142857143,0.1125,0.21657142857142858,0,0
641712,R,R,9,90.33333333333334,19.833333333333332,0.481,0.6444444444444445,0.7583333333333333,0.6666666666666666,0.3333333333333333
641726,R,L,16,82.53846153846153,0.07692307692307693,0.33715384615384614,0.346875,0.37976923076923075,0.0625,0.15384615384615385
641726,R,R,22,91.62222222222222,14.055555555555555,0.3626111111111111,0.29318181818181815,0.4563888888888889,0.18181818181818182,0.16666666666666666
641729,R,L,7,83.10000000000001,30.8,0.2802,0.1285714285714286,0.3528,0,0.2
641729,R,R,8,76.26,21.2,0.148,0.2,0.1728,0,0
641743,L,L,1,NA,NA,NA,0,NA,0,NA
641743,L,R,9,104.78,17.8,0.571,0.43333333333333335,0.5878,0.2222222222222222,0.2
641745,R,L,25,86.5625,1.25,0.255625,0.12,0.2670625,0,0.0625
641745,R,R,20,91.8375,7.8125,0.3325,0.2525,0.4128125,0.2,0.125
641755,R,L,6,89,-1,0.11775,0.11666666666666665,0.11125,0,0
641755,R,R,9,91.13333333333334,10.666666666666666,0.556,0.37777777777777777,0.5326666666666667,0,0
641771,R,L,11,91.775,1,0.18525,0.1909090909090909,0.21725,0,0
641771,R,R,8,92.6,17.833333333333332,0.307,0.3125,0.303,0,0
641778,L,L,3,88.76666666666667,46.666666666666664,0.231,0.6666666666666666,0.42366666666666664,1,0.3333333333333333
641778,L,R,16,85.9625,20.375,0.411875,0.265625,0.4435,0.0625,0.125
641793,R,L,2,88.8,0.5,0.4925,0.45,0.4855,0,0
641793,R,R,5,85.475,13.75,0.293,0.18,0.30625,0,0
641816,R,L,16,89.84545454545454,11.363636363636363,0.42754545454545456,0.5,0.4281818181818182,0.25,0
641816,R,R,23,91.46666666666667,20.583333333333332,0.24675,0.1934782608695652,0.28841666666666665,0.043478260869565216,0
641835,L,L,4,85.13333333333334,4,0.4676666666666666,0.225,0.439,0,0
641835,L,R,6,90.3,-17.8,0.2098,0.15,0.19840000000000002,0,0
641907,R,L,11,80.91666666666667,18.666666666666668,0.26533333333333337,0.4818181818181818,0.294,0,0
641907,R,R,13,89.425,8.625,0.3645,0.38461538461538464,0.346,0,0
641927,R,L,9,83.9,21.428571428571427,0.28514285714285714,0.31666666666666665,0.3018571428571429,0.1111111111111111,0
641927,R,R,11,92.88571428571429,20.571428571428573,0.4624285714285714,0.35909090909090907,0.7027142857142857,0.36363636363636365,0.2857142857142857
641941,R,L,5,93.33333333333333,11.666666666666666,0.13433333333333333,0,0.12333333333333334,0,0
641941,R,R,6,94.45,21.5,0.327,0.38333333333333336,0.378,0.3333333333333333,0
642028,L,L,5,92.36666666666666,0,0.139,0.27999999999999997,0.13333333333333333,0,0
642028,L,R,15,85.075,32.75,0.23541666666666666,0.14333333333333334,0.26233333333333336,0.06666666666666667,0.08333333333333333
642048,L,L,7,102.28571428571429,12,0.45471428571428574,0.5928571428571429,0.629,0.5714285714285714,0.2857142857142857
642048,L,R,5,95.64,5.4,0.4304,0.8,0.7071999999999999,1.2,0.4
642100,L,R,6,86.96666666666667,15.666666666666666,0.15533333333333332,0.15,0.14200000000000002,0,0
642121,R,L,7,96.05,6.333333333333333,0.30383333333333334,0.2571428571428572,0.33866666666666667,0,0
642121,R,R,7,100.22,14.6,0.3686,0.2785714285714286,0.48960000000000004,0.14285714285714285,0.2
642130,L,L,5,94.73333333333333,18.666666666666668,0.3893333333333333,0.32,0.39966666666666667,0,0
642130,L,R,2,87,10,0.1,0,0.10300000000000001,0,0
642152,R,L,5,93.1,28.75,0.59,0.57,0.61225,0.2,0
642152,R,R,8,95.71666666666667,8.666666666666666,0.3413333333333333,0.3625,0.4623333333333333,0.375,0.16666666666666666
642207,R,L,4,NA,NA,NA,0.5249999999999999,NA,0,NA
642207,R,R,10,75.975,20,0.633,0.34,0.5975,0,0
642397,L,L,3,101.30000000000001,17.5,0.806,0.8333333333333334,0.99,0.6666666666666666,0.5
642397,L,R,13,93.11,25.8,0.2579,0.26153846153846155,0.411,0.23076923076923078,0.2
642528,R,L,4,NA,NA,NA,0.175,NA,0,NA
642528,R,R,15,80.25,10.416666666666666,0.3865,0.4066666666666667,0.419,0.2,0.08333333333333333
642545,R,L,12,93.35,16.4,0.539,0.5583333333333333,0.6809,0.5,0.2
642545,R,R,16,87.96153846153847,14.76923076923077,0.30330769230769233,0.246875,0.3110769230769231,0.0625,0.07692307692307693
642547,R,L,15,85.725,1.5,0.31725,0.29333333333333333,0.34450000000000003,0,0
642547,R,R,22,88.44375,10.875,0.488,0.5295454545454545,0.5550625,0.2727272727272727,0.0625
642585,R,L,7,86.16666666666666,14.666666666666666,0.5733333333333334,0.2571428571428572,0.562,0,0
642585,R,R,6,90.4,6.75,0.4135,0.475,0.39575,0.16666666666666666,0
642701,R,L,1,88,-22,0.114,0,0.118,0,0
642701,R,R,11,86.3,9.666666666666666,0.33155555555555555,0.42272727272727273,0.34755555555555556,0.09090909090909091,0.1111111111111111
642758,R,L,6,87.85,-3,0.294,0.2333333333333333,0.2645,0,0
642758,R,R,10,83.7,6.333333333333333,0.457,0.195,0.4633333333333334,0.1,0
642770,R,L,9,90.91666666666667,26.166666666666668,0.3885,0.47777777777777775,0.47300000000000003,0.3333333333333333,0.16666666666666666
642770,R,R,3,94.05,2,0.33899999999999997,0.5333333333333333,0.333,0,0
643256,R,L,6,79.775,37,0.04275,0.11666666666666665,0.0505,0,0
643256,R,R,12,93.55555555555556,0.7777777777777778,0.3274444444444444,0.24166666666666667,0.4314444444444444,0.25,0.2222222222222222
643316,L,L,5,93.7,10.5,0.63275,0.43,0.60975,0.2,0
643316,L,R,9,96.05,-12.333333333333334,0.28300000000000003,0.43333333333333335,0.2665,0,0
643338,R,L,4,100.56666666666666,15.666666666666666,0.29633333333333334,0.4,0.2693333333333333,0,0
643338,R,R,9,89.01428571428572,17,0.24685714285714286,0.17777777777777778,0.2382857142857143,0,0
643377,R,L,3,104.4,35,0.586,0.9,1.171,1,1
643377,R,R,2,77.6,34,0.089,0,0.08,0,0
643400,R,L,2,NA,NA,NA,0,NA,0,NA
643400,R,R,9,80.95714285714286,1.1428571428571428,0.14357142857142857,0.4166666666666667,0.13228571428571428,0.1111111111111111,0
643511,R,L,3,64.19999999999999,-20.5,0.42,0.3,0.3995,0,0
643511,R,R,10,77.65,-2.25,0.145375,0.18,0.140125,0,0
644364,R,L,6,94.89999999999999,-7.333333333333333,0.25966666666666666,0.3,0.248,0,0
